gene,logFC,p_value,adj_p_value
DPEP1,-1.0391315,0.00255,0.015
RABGAP1L,-0.29742584,0.00303,0.015
HLA-J,0.5111886,0.00253,0.015
SLC38A2,-0.37056535,0.00306,0.0151
EIF2B5,0.5604304,0.00307,0.0151
ESR1,-0.1513089,0.00306,0.0151
MAST3,0.9,0.000664,0.0151
TRDMT1,0.24056259,0.00305,0.0151
CCDC66,-0.844,0.000659,0.0151
CCDC191,-0.928,0.000661,0.0151
PTGDS,-1.0342813,0.00255,0.0151
MACC1-AS1,-1.4,0.000662,0.0151
ACKR2,-0.31408582,0.00307,0.0151
DSC1,-0.26176997,0.00306,0.0151
DUSP22,0.3433503,0.00258,0.0152
NEUROD2,-0.27628725,0.00309,0.0152
RNFT1,0.26644571,0.0031,0.0152
GPR143,0.51143114,0.00309,0.0152
FLI1,0.2886356,0.00258,0.0152
ZNF787,-0.2714856,0.00259,0.0152
PCSK1,-0.50990315,0.00308,0.0152
KCNJ10,-0.3291481,0.00258,0.0152
EPHA7,0.4668972,0.00259,0.0152
NLK,-0.5224443,0.0031,0.0152
COX6A2,-1.4,0.000676,0.0153
LINC02294,-1.82,0.000671,0.0153
TRIM56,0.769,0.00067,0.0153
ACSL6,0.2682512,0.00312,0.0153
KRAS,0.3247721,0.00261,0.0153
IL15,0.40075097,0.00311,0.0153
FOXO1,-0.2921918,0.0026,0.0153
DLG4,0.27398002,0.00313,0.0153
HYI,-0.2531121,0.00262,0.0153
FAM135A,-0.26078673,0.00312,0.0153
RALB,0.602,0.000675,0.0153
TBC1D17,0.854,0.000678,0.0154
TAP2,0.792,0.00068,0.0154
CTTNBP2NL,0.644,0.000681,0.0154
CAMK4,-0.23877879,0.00315,0.0154
XPO6,0.1735002,0.00264,0.0154
PIP5K1C,0.778,0.000679,0.0154
SUGP1,0.4014965,0.00315,0.0154
CERT1,0.3136046,0.00262,0.0154
ZNF117,-1.07,0.000685,0.0155
PSMA3-AS1,-0.924,0.000685,0.0155
ADAMDEC1,0.25751755,0.00318,0.0155
PRRC1,0.2447668,0.00266,0.0155
RAB11FIP5,-0.3427392,0.00266,0.0155
POLR2G,0.291672,0.00265,0.0155
TMEM130,1.31,0.000689,0.0155
PEX16,-0.1618359,0.0027,0.0156
LRPPRC,-0.3027107,0.00267,0.0156
HSPA2-AS1,-1.74,0.000692,0.0156
MALAT1,-0.592,0.000694,0.0156
UBAP1,0.16576,0.0027,0.0156
GPS1,-0.3273327,0.00268,0.0156
ACAT2,-0.276569,0.0027,0.0156
NLRP3,0.2296966,0.00319,0.0156
ING2,-0.3498104,0.00268,0.0156
ALDH1B1,-0.6106339,0.00267,0.0156
UGCG,0.6724332,0.00269,0.0156
GLYR1,-0.2142995,0.0027,0.0156
C5ORF15,0.31250415,0.0032,0.0156
C19ORF53,0.40533913,0.00321,0.0157
NGF,-0.50613689,0.00323,0.0157
NINL,-0.3230888,0.00271,0.0157
HCFC1,0.864,0.000698,0.0157
CD63,0.36402274,0.00322,0.0157
COLEC11,-0.6936599,0.0027,0.0157
NR2C2,-0.20785683,0.00322,0.0157
RNASE3,-0.2726526,0.00323,0.0158
LRRC23,-0.3395752,0.00273,0.0158
ABCB8,0.822,0.000703,0.0158
ECI2,-0.47493,0.00273,0.0158
PHF11,0.3641101,0.00274,0.0158
PNP,-0.4521823,0.00274,0.0158
ACAT1,-0.3492716,0.00273,0.0158
ACOT13,-0.5344909,0.00274,0.0158
SLC7A11,0.22903531,0.00328,0.0159
ARHGAP45,0.21820233,0.00327,0.0159
SFN,0.591026,0.00276,0.0159
AVL9,0.1659651,0.00276,0.0159
ALPG,-0.22590209,0.00326,0.0159
CADM3-AS1,-0.26048944,0.00327,0.0159
RASL10A,-0.58029268,0.00328,0.0159
MPPE1,0.2828524,0.00276,0.0159
GLYATL1,-2.33,0.000708,0.0159
RFC4,0.35233226,0.00328,0.0159
SORBS3,-0.2475442,0.00277,0.0159
RBBP7,0.2086295,0.00276,0.0159
MAP3K7,0.28109051,0.00328,0.0159
GLI2,0.15140024,0.00326,0.0159
NAA35,0.2750572,0.00277,0.0159
HLA-F,0.5704613,0.00275,0.0159
TRMT13,-0.924,0.000715,0.016
EIF4ENIF1,0.267757,0.00279,0.016
AP3M2,0.2792575,0.00279,0.016
ENTPD6,0.47805248,0.00331,0.016
NSUN6,-1.25,0.000715,0.016
ZBTB7B,-0.2713734,0.00278,0.016
CHRNA4,-0.19700576,0.0033,0.016
LRRC15,-0.1997418,0.00329,0.016
HCFC1R1,0.54190194,0.00329,0.016
CCDC93,0.2159822,0.00278,0.016
DNLZ,0.965,0.000712,0.016
CIZ1,0.704,0.000715,0.016
ZBTB6,-0.34660622,0.0033,0.016
NGFR,0.36749559,0.00334,0.0161
FKBP15,0.24913864,0.00333,0.0161
CXCL5,0.1983068,0.00282,0.0161
ZDHHC7,0.25215795,0.00334,0.0161
ACTMAP,0.37949403,0.00332,0.0161
CARHSP1,0.792,0.000721,0.0161
TK2,0.20985114,0.00333,0.0161
NUP50-DT,-0.896,0.000722,0.0161
PCDH9,-0.3292166,0.00281,0.0161
TMEM134,-0.2544224,0.00284,0.0162
PSD3,-0.4171404,0.00339,0.0162
PATJ,-0.241225,0.00337,0.0162
SH3GLB1,0.23712171,0.00339,0.0162
MUC2,-0.25530247,0.00336,0.0162
PLEKHA2,-0.63236921,0.00336,0.0162
NTAN1,0.44689683,0.00337,0.0162
RAB15,0.33455599,0.00337,0.0162
ADCYAP1R1,-0.2598347,0.00337,0.0162
CD1E,0.3494811,0.00283,0.0162
ERP29,0.36991661,0.00337,0.0162
GRK6,0.17152464,0.00338,0.0162
GDI2,0.29716454,0.00337,0.0162
CSE1L,0.24179981,0.00338,0.0162
RADX,-0.42402835,0.00337,0.0162
GBA3,-0.81831429,0.00335,0.0162
LDAF1,-0.2648892,0.00284,0.0162
ARMC10,-0.597,0.000726,0.0162
STX3,0.38161581,0.00338,0.0162
EFEMP2,0.61802124,0.00338,0.0162
CDCA4,0.23732789,0.00335,0.0162
ERI3,-0.382438,0.00285,0.0162
SLC17A2,0.2782982,0.00285,0.0163
FZD6,0.505068,0.00286,0.0163
LINC01140,0.28263946,0.00341,0.0163
SAMD4A,0.20450669,0.0034,0.0163
OAT,-0.4967281,0.00286,0.0163
GCLM,-0.4353453,0.00286,0.0163
PCNX4,-0.45006662,0.00342,0.0164
KRT36,-0.1917144,0.00342,0.0164
CPN2,-1.05,0.000737,0.0164
PBXIP1,-0.2054436,0.00289,0.0164
CHRM5,-0.31458327,0.00344,0.0164
COL14A1,0.42360747,0.00343,0.0164
KRT4,-0.28988446,0.00344,0.0164
ARFGEF2,-0.29359754,0.00344,0.0164
VMP1,0.38941892,0.00344,0.0164
BATF2,1.25,0.000747,0.0165
PPT1,0.76,0.000744,0.0165
EML5,-0.678,0.000746,0.0165
FDPS,0.44807544,0.00347,0.0165
TCF25,0.55,0.000744,0.0165
MVB12B,-0.19081418,0.00348,0.0165
TMC1,-0.698,0.000748,0.0165
BCLAF1,0.2619958,0.0029,0.0165
KLF2,1.13,0.000744,0.0165
TAS2R31,-1.39,0.000749,0.0165
GABPB1-IT1,-0.20835475,0.00348,0.0165
TNFRSF11A,0.1848291,0.0029,0.0165
PKIA,0.4214671,0.00291,0.0165
CEP43,0.31765428,0.00345,0.0165
CDK2,1.1,0.00075,0.0165
GGA3,0.19506728,0.0035,0.0166
MINK1,0.933,0.000752,0.0166
EZR,-0.46100726,0.00349,0.0166
PDCD5,0.3643227,0.00292,0.0166
CPNE3,-0.3952048,0.0035,0.0166
ACACA,0.223671,0.00292,0.0166
GPR173,-0.20312244,0.00351,0.0166
LEPROT,0.2906958,0.00294,0.0166
SHTN1,0.5615506,0.00292,0.0166
IRS1,-0.3115569,0.00293,0.0166
SNORD114-19,-1.74,0.000753,0.0166
CACNA1I,-0.19436433,0.00349,0.0166
EXT2,0.2173103,0.00296,0.0167
TRIM17,-0.26589377,0.00352,0.0167
NPAS2,0.2242251,0.00295,0.0167
METTL25B,-0.2360732,0.00294,0.0167
PPARA,-0.3157494,0.00296,0.0167
TNFRSF17,0.6124691,0.00295,0.0167
UBE2G1,0.566,0.000759,0.0167
MLLT1,0.998,0.000761,0.0167
TAS2R1,-0.28367993,0.00353,0.0167
STT3A,0.53823022,0.00353,0.0167
PLP1,-1.36,0.000759,0.0167
WWC3,0.858,0.000759,0.0167
B4GALT7,0.29980232,0.00354,0.0167
LCAT,0.42156175,0.00353,0.0167
ATF7IP2,0.34363588,0.00352,0.0167
SNORD82,-2.12,0.000763,0.0167
SNORD52,-1.8,0.000761,0.0167
SCCPDH,-0.2402992,0.00295,0.0167
KLHDC8B,0.739,0.000767,0.0168
CARD9,0.37581792,0.00356,0.0168
MNT,0.39461767,0.00357,0.0168
SERPING1,0.8104929,0.00297,0.0168
CARD14,-0.17889242,0.00359,0.0169
POLM,-0.3090823,0.00299,0.0169
ASMTL-AS1,-0.22355306,0.0036,0.0169
UROD,0.34474633,0.00358,0.0169
SDHD,-0.32138454,0.00359,0.0169
DECR2,-0.490444,0.00301,0.0169
GPR176,0.2952043,0.00299,0.0169
PLEKHG6,-0.3028175,0.003,0.0169
NUP42,0.29102746,0.00359,0.0169
CENPS,-0.39930338,0.00359,0.0169
HTR5A,-0.2443297,0.0036,0.0169
LOC646214,-0.898,0.000772,0.0169
LINC00939,-0.21949062,0.0036,0.0169
DUSP2,-0.70282773,0.0036,0.0169
GPR3,-0.2621837,0.00361,0.0169
DECR1,-0.2757595,0.00302,0.017
APOBEC3C,0.2558551,0.00303,0.017
DNM3OS,-1.23,0.000788,0.017
LOC102723403,-0.89,0.000785,0.017
WDR19,-0.895,0.000784,0.017
SHISA5,0.498,0.000787,0.017
FBXL15,0.58307522,0.00362,0.017
HAND1,-0.26621687,0.00362,0.017
SNORD113-3,-1.65,0.000789,0.017
EXOSC2,-0.1999199,0.00304,0.017
ATP6V1E1,-0.2427761,0.00302,0.017
SGPL1,0.1796028,0.00304,0.017
TRIM28,0.659,0.000782,0.017
ECSCR,0.812,0.000781,0.017
NDUFS4,-0.2833555,0.00302,0.017
KRT23,1.10951998,0.00362,0.017
ARHGAP10,-1.14,0.000776,0.017
SNORA29,-0.935,0.000778,0.017
GREM1,0.41679603,0.00367,0.0171
STXBP1,0.62,0.000794,0.0171
HMMR,0.37358754,0.00367,0.0171
PRPF6,0.609,0.000791,0.0171
CIAPIN1,0.32147498,0.00366,0.0171
PRR7,0.19724792,0.00366,0.0171
SNRNP25,-0.2704632,0.00305,0.0171
CALR,0.1671382,0.00304,0.0171
CCDC186,-0.27043787,0.00368,0.0172
HGH1,-0.33250554,0.0037,0.0172
LBR,0.52123677,0.00369,0.0172
GPR6,-0.19615905,0.0037,0.0172
CFAP70,-0.969,0.000799,0.0172
TBC1D19,-0.668,0.000796,0.0172
TGFB1I1,0.886,0.000799,0.0172
ARMC6,0.2058225,0.00371,0.0172
ATP5MC3,-0.2490846,0.00307,0.0172
GMPR2,-0.2536485,0.00309,0.0172
PTPRD,-0.4200687,0.00309,0.0172
ACADSB,-0.54620732,0.00369,0.0172
TRIP13,0.36272337,0.00368,0.0172
CPNE5,0.669,0.000803,0.0172
DNAI1,-0.25888279,0.0037,0.0172
ACSL1,-0.4697511,0.00308,0.0172
FOXA2,-0.13645184,0.00369,0.0172
TBC1D16,0.24822565,0.0037,0.0172
VPS13C,-0.36853939,0.00371,0.0172
COBL,-0.45825461,0.00368,0.0172
EMID1,0.962,0.000813,0.0173
GALE,-0.3037494,0.0031,0.0173
TMEM132A,0.95,0.000812,0.0173
SOCS2-AS1,-0.657,0.000811,0.0173
PPP2R1A,-0.2701293,0.00309,0.0173
SPAM1,-0.22590438,0.00374,0.0173
PALLD,-0.30845062,0.00373,0.0173
DLEU1,-0.3849083,0.00312,0.0173
HLA-DQB2,0.35879198,0.00373,0.0173
CDH7,-0.23384244,0.00375,0.0173
SLC22A13,-0.43630712,0.00374,0.0173
RPS6KB2,0.887,0.000807,0.0173
AFF2,-0.17929321,0.00372,0.0173
ZC3H7B,-0.26902579,0.00372,0.0173
TXLNA,0.641,0.00081,0.0173
WDR24,0.727,0.000813,0.0173
CLUHP3,-0.2581563,0.0031,0.0173
KLKB1,-1.17,0.000809,0.0173
DNAI4,-0.749,0.000806,0.0173
TST,-0.4515557,0.00311,0.0173
CKAP4,0.3329933,0.00309,0.0173
DROSHA,0.2723142,0.0031,0.0173
CDKN2D,0.692,0.000818,0.0174
PTGIS,2.07,0.000826,0.0174
OGA,0.3150638,0.00313,0.0174
RABAC1,0.57,0.000824,0.0174
AMIGO2,-0.7211256,0.00313,0.0174
ATAD2,0.1561701,0.00312,0.0174
LINC01014,-0.743,0.000816,0.0174
ALDH1A1,0.87271625,0.00377,0.0174
TBCB,0.32143517,0.00376,0.0174
NRXN3,0.45840864,0.00376,0.0174
PPP6C,-0.2372299,0.00312,0.0174
COG2,0.36522585,0.00377,0.0174
RTN4RL1,0.951,0.000826,0.0174
PDE7B-AS1,-1.09,0.000825,0.0174
DENND10P1,0.707,0.000824,0.0174
UBE2D1,0.271521,0.00314,0.0174
FOXN1,-0.25532273,0.00377,0.0174
AIG1,-0.725,0.000817,0.0174
HOXA11-AS,0.848,0.000838,0.0175
RAP1GDS1,0.28040113,0.00378,0.0175
PLXNB1,0.877,0.000838,0.0175
AP1B1,0.591,0.000829,0.0175
LOC100131496,-0.811,0.000837,0.0175
TMED9,0.908,0.00084,0.0175
CUEDC1,0.786,0.000832,0.0175
GNB4,0.992,0.000834,0.0175
MT1M,-0.79820146,0.0038,0.0175
ZBTB43,-0.2300626,0.00315,0.0175
ADAM5,-0.24386265,0.00379,0.0175
TERF2,-0.32678904,0.0038,0.0175
LY6G5B,-1.33,0.000836,0.0175
SNORD45B,-1.29,0.000841,0.0175
GAK,0.624,0.00083,0.0175
HCG27,-0.823,0.00084,0.0175
VRK2,0.2126979,0.00319,0.0176
OR52N5,-0.767,0.000851,0.0176
LENG1,1.04,0.000845,0.0176
TUB-AS1,-0.838,0.000846,0.0176
PITPNA,0.678,0.000853,0.0176
LANCL1,-0.26970977,0.00383,0.0176
NRBP1,0.22741267,0.00382,0.0176
WNK3,-0.87,0.000846,0.0176
SNORD116-24,-1.64,0.000847,0.0176
LOC101929577,-0.834,0.000843,0.0176
SNORA61,-1.76,0.000843,0.0176
CIB2,0.2319562,0.00317,0.0176
HMOX1,0.70026413,0.00383,0.0176
SNORD5,-3.05,0.000853,0.0176
LHPP,-0.3845457,0.00317,0.0176
ADAM28,-1.26,0.00085,0.0176
RNF111,0.731,0.000858,0.0177
CHAF1B,0.703,0.000862,0.0177
LOC101929372,-0.789,0.000856,0.0177
WDR17,-0.839,0.000858,0.0177
ZFP30,0.2688385,0.00321,0.0177
COMMD9,0.3129571,0.00385,0.0177
EIF3A,0.2065287,0.0032,0.0177
ZNF606,0.285438,0.0032,0.0177
MIR3942,-1.73,0.000858,0.0177
GSN-AS1,-0.2607309,0.0032,0.0177
UBQLN3,-0.17918567,0.00386,0.0178
NBEAL2,0.23138124,0.00386,0.0178
NUPR1,-0.70540881,0.00387,0.0178
CLCN4,0.884,0.000866,0.0178
FARS2,-0.2303907,0.00322,0.0178
CNNM4,0.26498348,0.00388,0.0178
SLC4A4,-0.5709405,0.00323,0.0178
AGFG2,-0.1857934,0.00323,0.0178
MTRF1,-1.06,0.000864,0.0178
ATR,0.29298303,0.00387,0.0178
PAGE4,-0.23712986,0.00388,0.0178
ATXN7L3B,-0.2253705,0.00324,0.0178
BCAP31,0.41711057,0.00389,0.0178
ZNF165,-0.5699684,0.00325,0.0179
FASN,0.82,0.000869,0.0179
BIN3,0.48119725,0.00391,0.0179
SMUG1,-0.2910493,0.00326,0.0179
KCTD12,1.06,0.000874,0.0179
MT4,-0.5277625,0.00326,0.0179
GOT2,-0.2728,0.00325,0.0179
ZSCAN31,0.4885935,0.00327,0.0179
RPS6KC1,0.5637887,0.00325,0.0179
KCNK7,-0.18112701,0.00391,0.0179
TMED1,0.38615938,0.00395,0.018
PRB1,-0.30581289,0.00394,0.018
SPAG4,0.37872943,0.00396,0.018
GPR153,0.25456309,0.00394,0.018
PDCD10,0.30022292,0.00396,0.018
DAP3,0.32446552,0.00395,0.018
ASXL3,0.1923923,0.00327,0.018
LRIG1,0.79,0.000879,0.018
ZMIZ2,0.27223889,0.00393,0.018
HOXD9,0.3548841,0.00396,0.018
RBM12B-AS1,-1.32,0.000883,0.018
ZG16B,1.11,0.000878,0.018
SNORD98,-1.5,0.000882,0.018
CCL11,0.4593686,0.00327,0.018
TEK,-0.28981788,0.00396,0.018
ANKRD44-IT1,-1.33,0.000885,0.018
MAPKAPK5-AS1,0.20720415,0.00399,0.0181
DPF2,0.40520511,0.00397,0.0181
IGLV1-40,0.6720724,0.0033,0.0181
RANBP10,-0.1803997,0.0033,0.0181
ING4,0.28989305,0.00398,0.0181
AKAP13,-0.3243538,0.00331,0.0181
FAM234A,0.801,0.000893,0.0181
IL33R,-0.2522155,0.00329,0.0181
H4C13,0.1314356,0.00331,0.0181
KCNG2,-0.22102197,0.00399,0.0181
GPX5,-0.19390779,0.00398,0.0181
MAK,-1.06,0.000894,0.0181
PIGL,-0.791,0.000894,0.0181
SMIM19,-0.522,0.000892,0.0181
CGA,-0.7032617,0.00333,0.0182
PCDH7,0.22355702,0.004,0.0182
GOLT1B,0.29587996,0.00402,0.0182
ZBTB48,-0.2041553,0.00333,0.0182
SERPINB6,-0.223711,0.00334,0.0182
COG7,-0.2763879,0.00336,0.0183
NAALAD2,-1.2,0.000903,0.0183
MAOB,-0.4107152,0.00335,0.0183
SH3GL3,0.3554507,0.00335,0.0183
TRIM10,-0.15609589,0.00405,0.0183
RCHY1,-0.2956412,0.00404,0.0183
ADAM11,-0.23833176,0.00404,0.0183
CEBPG,0.36763332,0.00404,0.0183
HTR1F,-0.25248157,0.00406,0.0184
ABCA2,0.754,0.000909,0.0184
KTN1,-0.35427592,0.00407,0.0184
FGL1,-0.2109944,0.00406,0.0184
DCUN1D4,-0.453,0.000914,0.0184
LPA,-0.22035543,0.00407,0.0184
CHRND,-0.24619225,0.00406,0.0184
TLK1,-0.22993175,0.00407,0.0184
NMUR1,0.846,0.000912,0.0184
ZNF394,-0.1761368,0.00341,0.0185
HMGCL,-0.3367473,0.00341,0.0185
B4GAT1,-0.2946266,0.0034,0.0185
RBFA,-0.2292476,0.00339,0.0185
FZD3,0.2624126,0.00342,0.0185
PHACTR2,0.6,0.00092,0.0185
DOK1,0.25833343,0.00412,0.0185
PPBPP2,-0.21767112,0.00411,0.0185
TUBE1,-0.795,0.000919,0.0185
CLN5,0.30235744,0.00411,0.0185
SERPINE1,-0.6171266,0.00341,0.0185
DFFB,0.35659231,0.00409,0.0185
C2ORF92,-0.7,0.000926,0.0186
KHDRBS1,0.514,0.000929,0.0186
RUSC2,0.893,0.000929,0.0186
NABP2,-0.2175582,0.00343,0.0186
SELPLG,0.27447384,0.00413,0.0186
KRT37,-0.25630122,0.00412,0.0186
NACC2,0.885,0.000931,0.0186
U2SURP,-0.603,0.000926,0.0186
LGALS4,-0.28047526,0.00413,0.0186
SPRY4,0.832,0.00093,0.0186
CLPS,-0.24235962,0.00417,0.0187
ZC3H18,0.896,0.00094,0.0187
SPARC,0.567,0.00094,0.0187
GIPC2,-1.7,0.00094,0.0187
ZC3HAV1L,0.972,0.000936,0.0187
CAPNS1,0.373,0.000932,0.0187
SHPRH,-0.768,0.000939,0.0187
AIP,0.26198689,0.00415,0.0187
NOX1,-0.16261632,0.00418,0.0188
RBM25,-0.677,0.000948,0.0188
GFOD1,-0.3978241,0.00419,0.0188
CDHR5,-0.61325495,0.0042,0.0188
SNORA24,-2.59,0.000946,0.0188
FLT4,0.915,0.000942,0.0188
SULT1C2,-0.4349102,0.00347,0.0188
TRAPPC9,-0.1942253,0.00347,0.0188
PGGT1B,0.30188371,0.0042,0.0188
SRP14-DT,-0.879,0.000943,0.0188
VTCN1,1.06694352,0.0042,0.0188
FOXO3,-0.65061534,0.00422,0.0189
EIF3F,0.508,0.000956,0.0189
OR5I1,-0.30929202,0.00422,0.0189
MALT1,0.43945359,0.00423,0.0189
SEC61G,0.4098866,0.00424,0.0189
PRKAR2A,-0.20941847,0.00423,0.0189
NCAM2,0.2776173,0.00351,0.0189
SMYD2,0.306557,0.0035,0.0189
RLBP1,-0.2284252,0.00424,0.0189
CARD10,0.2384457,0.00351,0.0189
CNPY2,0.35336509,0.00422,0.0189
SMCHD1,0.2680242,0.00351,0.0189
PKLR,-0.4282308,0.00351,0.0189
CCDC43,1.0,0.000952,0.0189
PLOD2,0.4108785,0.00353,0.019
SNORD63,-2.41,0.000962,0.019
NFIL3,-1.36,0.000964,0.019
COPS6,0.584,0.000961,0.019
TBC1D30,0.25258371,0.00425,0.019
OR2F1,-0.18235291,0.00425,0.019
CDKN2A-AS1,-0.3165598,0.00425,0.019
GDF9,-0.29430361,0.00427,0.019
RCAN2,-0.5462444,0.00353,0.019
SGK2,-0.4771185,0.00354,0.0191
SCAP,0.5,0.000966,0.0191
CDK4,0.33234401,0.00428,0.0191
CHMP4A,0.44892776,0.00429,0.0191
CUL2,0.1882557,0.00358,0.0192
ASIC1,-0.17120848,0.00431,0.0192
ARHGEF11,0.582,0.000978,0.0192
PRKD3,0.2283259,0.00357,0.0192
RPL10,0.953,0.000978,0.0192
CLDN4,0.8149856,0.00357,0.0192
DGLUCY,-0.2377289,0.00359,0.0192
ST20,-0.78,0.000979,0.0192
BLCAP,-0.195952,0.00358,0.0192
STIMATE,0.26223045,0.00434,0.0193
USP40,-0.731,0.000985,0.0193
LINC01355,-1.59,0.000987,0.0193
CRX,-0.18032558,0.00434,0.0193
CFAP91,-1.09,0.000984,0.0193
SNX12,0.635,0.000991,0.0193
COXFA4,-0.711,0.000982,0.0193
C1QL3,-1.55,0.00099,0.0193
DLL3,-0.20038328,0.00435,0.0193
BACH1,0.1794255,0.00363,0.0194
TDRD7,0.288605,0.00364,0.0194
TOP2B,0.3919949,0.00362,0.0194
GCH1,-0.7236132,0.00365,0.0194
G3BP2,0.25530936,0.00437,0.0194
RPS6,-0.2261961,0.00363,0.0194
COQ3,-0.2857535,0.00362,0.0194
MGAT5,-0.215412,0.00365,0.0194
RPS6KA1,-0.2614423,0.00364,0.0194
SLC35C1,0.684,0.000996,0.0194
TSPYL1,-0.28922707,0.00439,0.0195
NRIP1,-0.48258699,0.00439,0.0195
PHF12,0.624,0.001,0.0195
SLC17A1,-0.92762662,0.0044,0.0195
KIRREL1,-0.49519659,0.00441,0.0195
ELP5,-0.5321101,0.00365,0.0195
MYBL1,0.48604726,0.00442,0.0196
TMBIM1,0.31713116,0.00444,0.0196
PAPSS1,0.3192723,0.00368,0.0196
SPAST,0.2823378,0.00368,0.0196
CDKN1A,-0.5505625,0.00369,0.0196
SCEL,0.22968902,0.00444,0.0196
DCTN5,0.25132984,0.00444,0.0196
KIFC3,0.25837322,0.00444,0.0196
PIGN,0.2253373,0.00372,0.0197
GOLGA8DP,-1.06,0.00101,0.0197
OR1D2,-0.30480049,0.00448,0.0197
GFRA1,0.64427413,0.00446,0.0197
SLC1A3,0.26347099,0.00445,0.0197
CADM1,0.48274209,0.00447,0.0197
CYB5R1,-0.2853421,0.00371,0.0197
CDH10,-1.03450898,0.00447,0.0197
CNIH4,0.33050848,0.00445,0.0197
HERC3,-0.1951137,0.00371,0.0197
DENND2A,0.50716901,0.0045,0.0198
GOLM1,0.65870751,0.00448,0.0198
GAN,0.22950624,0.00449,0.0198
RACK1,0.49640044,0.00449,0.0198
CRIM1,-0.3765954,0.0045,0.0198
ASCL1,-0.14988831,0.00449,0.0198
NSUN5,0.3444234,0.00374,0.0198
PEA15,0.596,0.00102,0.0198
SLC14A2,-0.2080263,0.00377,0.0199
PECR,-0.5653899,0.00376,0.0199
KIN,0.2546192,0.00377,0.0199
HDHD3,-0.4211293,0.00378,0.0199
ALDH9A1,-0.3034996,0.00377,0.0199
EIF3L,0.39298595,0.00453,0.0199
TMOD1,1.12,0.00103,0.0199
EPX,-0.25011596,0.00453,0.0199
MTF1,0.1983893,0.00376,0.0199
HDLBP,-0.1895259,0.00379,0.02
ELF2,-0.31098165,0.00456,0.02
PRPF31,0.47073827,0.00456,0.02
HSBP1,0.37459134,0.00458,0.02
APOA1,-0.31758313,0.00456,0.02
CDC14A,-0.27428074,0.00457,0.02
PRKCB,0.35809616,0.00455,0.02
ABHD17B,-0.25255509,0.00456,0.02
SMG5,0.3334366,0.00455,0.02
NR1H3,0.503321,0.0046,0.0201
EMC8,0.31560161,0.00461,0.0201
PLD2,0.84,0.00104,0.0201
EDF1,0.47282244,0.00461,0.0201
IL3RA,0.34653496,0.0046,0.0201
BICDL1,-0.19481633,0.00461,0.0201
PRAMEF12,-0.26177078,0.00461,0.0201
TLL1,0.1649341,0.00381,0.0201
RAD54B,0.31723298,0.00462,0.0201
PSMC3,0.39736227,0.00459,0.0201
CCDC40,0.15961289,0.00461,0.0201
ZFP2,-0.22888328,0.00462,0.0202
ZCCHC8,0.32442174,0.00463,0.0202
SNORA65,-1.5,0.00105,0.0202
IFT25,-0.866,0.00105,0.0202
EMP2,0.984,0.00105,0.0202
THBS1,0.484523,0.00385,0.0202
CRMP1,-0.2916158,0.00383,0.0202
CIAO1,-0.2215769,0.00385,0.0202
JCHAIN,1.66909789,0.00463,0.0202
SPPL2B,0.888,0.00105,0.0202
UQCRC2,-0.280533,0.00385,0.0202
SUGT1P4-STRA6LP,-1.09,0.00105,0.0202
OXSR1,-0.39214715,0.00463,0.0202
GFOD2,0.854,0.00105,0.0202
CCT4,0.31970308,0.00467,0.0203
PLA2G2D,-0.35838291,0.00466,0.0203
TTC23,0.2569506,0.00387,0.0203
SYNM,0.54296172,0.00467,0.0203
TP53BP2,0.2758521,0.00388,0.0203
HSPB6,1.33,0.00106,0.0203
TRAM1,0.3457784,0.00387,0.0203
TAS2R8,-0.959,0.00107,0.0204
DAB2IP,0.705,0.00107,0.0204
SLIRP,-0.297522,0.00391,0.0204
OGFRL1,0.3188293,0.0039,0.0204
PIAS3,0.31369267,0.00469,0.0204
INAFM2,1.1,0.00107,0.0204
KAT2A,0.39297077,0.0047,0.0204
SGPP1,-0.47712903,0.0047,0.0204
FKRP,-0.1937396,0.00391,0.0204
ARSA,-0.2661161,0.0039,0.0204
CYBRD1,0.44800133,0.00473,0.0205
CLASRP,0.39646374,0.00471,0.0205
OPRL1,-0.17188479,0.00474,0.0205
ARB2A,-0.29636788,0.00472,0.0205
CD84,0.2526386,0.00392,0.0205
NGLY1,0.2494832,0.00473,0.0205
PTPN2,0.18051345,0.00472,0.0205
ZKSCAN1,0.499,0.00108,0.0206
ZNF362,0.817,0.00108,0.0206
TFAP2B,0.5344403,0.00395,0.0206
MUC5B,-0.20312183,0.00475,0.0206
LYSMD2,0.756,0.00108,0.0206
TLN1,0.626,0.0011,0.0207
TMCO6,0.50779988,0.00479,0.0207
SAMD1,0.951,0.00109,0.0207
CD300C,0.25144852,0.00479,0.0207
MINDY1,0.28633509,0.0048,0.0207
LSM1,0.32683126,0.00479,0.0207
ARMCX4,-0.574,0.00109,0.0207
RAB3GAP1,0.1814883,0.00399,0.0207
RPE,-0.865,0.00109,0.0207
LINC01347,-1.05,0.00109,0.0207
EPM2AIP1,-0.2156503,0.00399,0.0207
KCNRG,-1.4,0.00109,0.0207
RGS11,0.692,0.00109,0.0207
PPM1M,0.86,0.00109,0.0207
KCNG1,-0.17896011,0.00479,0.0207
HSD3B2,-0.36682877,0.00479,0.0207
XBP1,0.3469633,0.00399,0.0207
AFDN,-0.139007,0.00398,0.0207
GABRA2,-0.3718404,0.00401,0.0208
NCLN,0.739,0.0011,0.0208
