gene,logFC,p_value,adj_p_value
ZNF625,1.0,0.102,0.351
NPFFR1,-0.12422734,0.226,0.351
CHD8,0.293,0.102,0.352
VMA12,0.668,0.102,0.352
STRADB,-0.652,0.102,0.352
C8ORF44,-0.924,0.102,0.352
FAM240A,-0.521,0.102,0.352
IER5L,0.292,0.102,0.352
RORB,0.1152672,0.197,0.352
BTBD17,0.368,0.102,0.352
INF2,0.0879825,0.197,0.352
TRIM46,-0.08425969,0.227,0.352
HDAC11,-0.12624267,0.227,0.352
DNTTIP2,-0.285,0.102,0.352
EPN2,0.0937059,0.197,0.352
OTP,0.31,0.102,0.352
TMA16,0.17821012,0.228,0.353
NEIL1,-0.08768644,0.228,0.353
RPAIN,-0.409,0.102,0.353
MIR4520-1,-0.269,0.103,0.353
FYTTD1,0.244,0.103,0.353
SCARNA12,-0.741,0.103,0.353
MIR4645,0.292,0.103,0.353
SDC4P,-0.313,0.103,0.353
DHX33,0.432,0.103,0.353
PPP4R1L,-0.72,0.103,0.353
RAD21L1,0.0709211,0.198,0.353
C1QTNF6,0.549,0.103,0.353
ELAVL2,-0.348,0.103,0.353
GNGT1,-0.392,0.103,0.353
AMH,-0.133479,0.198,0.353
SPTAN1,-0.1238371,0.198,0.354
BEX3,-0.195,0.103,0.354
NF1,-0.0662621,0.199,0.354
FXYD1,-0.18634863,0.228,0.354
MRM2,0.338,0.103,0.354
RNASEH2C,0.259,0.103,0.354
ANKRD17,-0.11696918,0.228,0.354
LOC100507334,-0.717,0.103,0.354
GCNT4,-0.0885347,0.199,0.354
LGR5,-0.0865426,0.199,0.354
PCGF6,-0.418,0.104,0.355
SPG11,-0.11894818,0.23,0.355
ANO2,-0.07695075,0.229,0.355
SFTPA2,-0.09920009,0.23,0.355
CLK3,0.12661846,0.229,0.355
RBPJL,-0.07580859,0.23,0.355
ARIH1,0.10387342,0.23,0.355
SCN11A,-0.0726602,0.199,0.355
UCN3,0.29,0.104,0.355
PCDHB14,0.679,0.104,0.355
CLCA2,0.0691538,0.199,0.355
DPM1,-0.273,0.104,0.355
PAX2,0.15331124,0.231,0.356
TCAF1,0.389,0.104,0.356
RTCA-AS1,-0.705,0.104,0.356
LOXL4,0.374,0.104,0.356
PDPK1,-0.14531461,0.231,0.356
ALS2,-0.268,0.104,0.356
MYH14,-0.08293112,0.23,0.356
KRTAP4-1,-0.417,0.104,0.356
POM121L8P,-0.586,0.105,0.357
SMCO3,-0.759,0.105,0.357
PPP1R2,-0.709,0.105,0.357
MGAT5B,0.346,0.105,0.357
CFAP184-OT1,0.304,0.105,0.357
PANTR1,-0.628,0.105,0.357
JMJD7,0.1267727,0.201,0.357
SPEG,-0.1075384,0.201,0.357
ANKRD36C,-0.817,0.105,0.357
LOC100287010,0.319,0.105,0.357
ALOX15,-0.113235,0.201,0.357
APOOP5,0.3,0.104,0.357
DCLK3,-0.259,0.105,0.357
NYAP1,0.367,0.105,0.357
UBE4A,-0.274,0.105,0.357
NWD2,0.279,0.105,0.357
PSMB1,0.14709642,0.231,0.357
ADAM7-AS1,-0.62,0.105,0.357
CLPTM1L,0.368,0.105,0.357
MIR550A3HG,0.618,0.105,0.357
POLR1B,-0.371,0.105,0.357
LINC00545,-0.575,0.105,0.358
ENDOV,0.556,0.105,0.358
SLC6A17,0.472,0.105,0.358
MIR652,-0.291,0.106,0.358
SLIT3-AS2,0.321,0.106,0.358
CHCT1,0.342,0.105,0.358
KCNK9,0.363,0.105,0.358
NBR1,0.205,0.106,0.358
VAMP7,-0.1206273,0.202,0.358
MIR891A,-0.457,0.106,0.358
EFTUD2,0.409,0.105,0.358
FTL,-0.218,0.105,0.358
MIR4658,0.507,0.105,0.358
CMTR2,0.286,0.106,0.359
GVQW3,-0.541,0.106,0.359
FOXP4,0.433,0.106,0.359
SLC39A8,-0.1620912,0.202,0.359
SYNRG,0.0928538,0.202,0.359
NUP35,-0.416,0.106,0.359
KCTD1,0.4,0.106,0.359
MIR4316,0.533,0.106,0.359
ADAM3A,0.0791512,0.202,0.359
MAGI1-AS1,-0.323,0.106,0.359
SMOC2,0.429,0.106,0.359
MYOT,-0.434,0.106,0.359
UQCC3,0.391,0.106,0.359
TRAPPC12,-0.1226706,0.202,0.359
ZNF627,0.432,0.106,0.359
LRRC72,0.289,0.106,0.359
RAMP3,0.507,0.106,0.359
ZNF223,-0.1321339,0.203,0.359
MOS,-0.08701817,0.232,0.359
TRIM2,0.1444238,0.203,0.359
RNU6-71P,-0.564,0.106,0.359
LINC01819,0.414,0.106,0.359
LDLRAD2,0.384,0.107,0.36
SDC4,-0.1087264,0.203,0.36
TPT1-AS1,-0.626,0.107,0.36
C3ORF22,-0.258,0.107,0.36
IGLV4-60,-0.07859072,0.234,0.36
ZFP91,0.428,0.107,0.36
ZNF561-AS1,0.659,0.107,0.36
REEP2,0.1183609,0.234,0.36
MIR1-1HG,0.333,0.107,0.361
TAS2R9,-0.07209138,0.234,0.361
URGCP,-0.427,0.107,0.361
HAS2,0.0700129,0.204,0.361
PROK1,-0.42,0.107,0.361
RND2,-0.0754012,0.204,0.361
MXD3,-0.09566455,0.234,0.361
WDR37,0.13572259,0.235,0.362
LINC03069,-0.29,0.108,0.362
CDC42BPG,0.245,0.108,0.362
MIR1587,-0.488,0.107,0.362
LINC02876,0.265,0.107,0.362
RSPO1,0.274,0.108,0.362
CYP46A1,-0.308,0.108,0.362
LINC01489,-0.461,0.108,0.362
CCNA1,0.1127612,0.205,0.362
CRYGD,0.1006409,0.205,0.362
TNFRSF13C,-0.306,0.108,0.362
MIR4273,-0.936,0.108,0.362
PADI3,-0.1217667,0.205,0.362
LOC100130331,-0.0802908,0.205,0.362
ECT2L,-0.288,0.108,0.363
LINC02180,-0.303,0.108,0.363
SCOC-AS1,-0.504,0.108,0.363
WDR45B,-0.0600826,0.206,0.363
CIROZ,0.291,0.108,0.363
LINC01844,0.222,0.108,0.363
ANPEP,-0.783,0.108,0.363
IGHG4,0.809,0.108,0.363
ARHGEF10L,0.1497854,0.236,0.363
C17ORF75,0.13615937,0.236,0.363
MIR101-1,-0.607,0.108,0.363
LINC00332,0.245,0.108,0.363
OR4F15,0.339,0.108,0.363
BZW1,0.362,0.108,0.363
LINC02432,-0.809,0.108,0.363
IL1R2,-0.47,0.108,0.363
NEB,-0.205,0.108,0.363
SMCO2,0.227,0.109,0.364
KANK4,0.44,0.109,0.364
MORC2-AS1,0.444,0.109,0.364
NACC1,0.355,0.109,0.364
RPS6KB1,-0.0884356,0.207,0.364
RPL13AP6,-0.849,0.109,0.364
KIR2DS4,-0.08384016,0.237,0.364
KLF14,0.321,0.109,0.364
COX16,-0.341,0.109,0.364
LINC01881,-0.717,0.109,0.364
MIR1202,-0.346,0.109,0.364
BLID,-0.315,0.109,0.364
TNPO1,-0.232,0.109,0.365
SYT14P1,0.325,0.109,0.365
RPL13P5,0.1070909,0.207,0.365
TMUB1,0.399,0.109,0.365
NR2F2-AS1,-0.584,0.109,0.365
MAGEC3,-0.0980187,0.208,0.365
LOC101928012,-0.235,0.11,0.366
OVGP1,-0.119012,0.239,0.366
EPHA2-AS1,0.29,0.11,0.366
ZBTB7C,-0.16748246,0.238,0.366
BLM,0.147228,0.209,0.366
KCNJ1,-0.596,0.11,0.366
ARHGAP12,-0.293,0.11,0.366
H4C6,0.759,0.11,0.366
MRFAP1L1,0.14104489,0.239,0.366
RNF227,0.396,0.109,0.366
YTHDF3,0.1780482,0.208,0.366
DDX24,-0.0778216,0.209,0.366
GSTM2,-0.885,0.11,0.366
TRAV9-1,-0.337,0.11,0.367
MZT2B,0.15173726,0.24,0.367
TCHH,0.08214674,0.239,0.367
PTCD2,0.09686343,0.24,0.367
RAB4A,0.09974482,0.24,0.367
LINC01352,0.332,0.11,0.367
MLNR,-0.0696338,0.24,0.367
DCDC1,-0.48,0.11,0.367
FEM1C,0.12856654,0.239,0.367
KLF10,-0.272,0.11,0.367
OR1K1,0.44,0.111,0.368
SLC60A1,-0.494,0.111,0.368
HELLS,0.587,0.111,0.368
ESYT3,-0.248,0.11,0.368
TTC5,0.542,0.111,0.368
ENTPD3-AS1,-0.472,0.11,0.368
LMNB1-DT,0.443,0.111,0.368
DNAJB11,0.352,0.111,0.368
MIR346,-0.292,0.111,0.368
PRCD,0.373,0.111,0.368
ANAPC16,-0.205,0.111,0.369
CARMIL2,0.281,0.111,0.369
LOC100506790,-0.415,0.111,0.369
RPL24,-0.175,0.111,0.369
ZNF101,0.687,0.111,0.369
UBXN11,-0.558,0.111,0.369
BRD1,0.311,0.111,0.369
CHRDL2,-0.332,0.111,0.369
CAPN14,0.283,0.111,0.369
PSMD11,-0.0769613,0.21,0.369
C5ORF58,-0.298,0.111,0.369
BRCA2,0.327,0.111,0.369
EDIL3,-0.0882893,0.21,0.369
APIP,-0.675,0.111,0.369
LINC01797,-0.32,0.112,0.37
HAS1,-0.288,0.112,0.37
YWHAZ,-0.1645437,0.211,0.37
PVR,-0.09627619,0.242,0.37
SCUBE1,0.639,0.112,0.37
FUT3,-0.14846805,0.242,0.37
VENTX,0.10672286,0.242,0.37
ROCK2,0.255,0.111,0.37
FGD2,0.382,0.111,0.37
MYO15B,-0.1070489,0.212,0.37
PCDHGA3,0.742,0.112,0.37
FCHO2,-0.369,0.111,0.37
ZBTB3,0.532,0.112,0.371
IL21,-0.177,0.112,0.371
OR10A4,-0.329,0.112,0.371
RAET1L,0.477,0.112,0.371
SLC37A3,0.496,0.112,0.371
EPN1,0.337,0.112,0.371
ZNF823,-0.643,0.112,0.371
TRHDE-AS1,-0.661,0.112,0.371
H3C1,0.849,0.113,0.372
NEU4,0.34,0.113,0.372
KLF12,0.469,0.113,0.372
REL,-0.421,0.113,0.372
HPS6,0.10607367,0.244,0.372
USP53,-0.382,0.113,0.372
FER1L4,0.0716824,0.213,0.372
CRBN,-0.0865766,0.213,0.372
H3C2,-0.06259564,0.244,0.372
MIR889,0.185,0.113,0.372
PSMD10,0.108803,0.244,0.372
IGLV7-46,0.483,0.113,0.372
GINM1,0.207,0.113,0.372
TBRG1,-0.257,0.113,0.373
GFM2,-0.28,0.113,0.373
CD19,0.1385984,0.214,0.373
MZF1,-0.077474,0.214,0.373
LRAT,0.0757046,0.214,0.373
LOC339166,-0.348,0.113,0.373
RHBDD3,0.1020746,0.214,0.373
GOPC,-0.427,0.113,0.373
LINC03004,-0.342,0.113,0.373
LINC02202,0.337,0.113,0.373
C8ORF58,0.534,0.113,0.373
CLEC18C,-0.623,0.113,0.373
MGMT,0.4,0.113,0.373
COPS2,-0.272,0.114,0.374
LSM5,-0.08394714,0.245,0.374
YIPF4,-0.13275735,0.245,0.374
PCDHB10,0.488,0.114,0.374
MLN,-0.09824704,0.245,0.374
L3HYPDH,-0.387,0.114,0.374
C11ORF21,0.421,0.114,0.374
LINC02012,0.404,0.114,0.374
LINC01133,-0.29,0.114,0.374
CENATAC,-0.491,0.114,0.374
ASB18,0.415,0.114,0.374
LOC100128593,0.351,0.114,0.374
LRRC37A2-AS1,1.05,0.114,0.374
ABCE1,0.13270747,0.246,0.374
ENPP5,-0.45,0.114,0.374
TRDJ3,0.364,0.114,0.374
LACTB2,-0.694,0.114,0.374
DLEU7,-0.294,0.114,0.374
TOP1P2,0.246,0.114,0.374
IDI2-AS1,-0.0863233,0.214,0.374
UBTD2,0.461,0.114,0.374
LLPH,0.514,0.115,0.375
PPP1R21,-0.334,0.115,0.375
MIR432,0.267,0.115,0.375
THORLNC,-0.592,0.115,0.375
SNHG21,-0.71,0.115,0.375
MDM2,0.05236403,0.247,0.375
OR8B8,0.341,0.115,0.375
FAM219B,0.374,0.114,0.375
BFSP2,-0.07164363,0.247,0.375
FA2H,-0.10671377,0.247,0.375
CFAP100,0.311,0.115,0.375
PTPRF,0.1146534,0.215,0.375
HIPK1,-0.08878749,0.247,0.375
PIPSL,-0.254,0.115,0.375
SLC51A,-0.641,0.115,0.375
LINC00299,-0.415,0.115,0.376
CLYBL,-0.473,0.115,0.376
XCL2,0.432,0.115,0.376
LOC101927823,-0.368,0.115,0.376
KCNB1,-0.0885961,0.216,0.376
DBNL,0.43,0.115,0.376
TFE3,0.353,0.115,0.376
CROCC2,0.26,0.115,0.376
LOC100130673,0.339,0.115,0.376
STX17-DT,-0.725,0.115,0.376
KCND2,0.302,0.115,0.376
H3C4,0.05680648,0.247,0.376
LIM2,-0.1058293,0.217,0.377
IAPP,0.0948274,0.217,0.377
TMEM263,0.322,0.115,0.377
ELANE,-0.0857118,0.217,0.377
ZSCAN5B,-0.374,0.115,0.377
ATP5F1A,-0.227,0.116,0.377
KCNS2,-0.317,0.116,0.377
PI3,0.1144781,0.216,0.377
C12ORF54,-0.323,0.116,0.377
SLC6A14,0.05845593,0.249,0.377
CD164L2,0.351,0.115,0.377
RTEL1,-0.1283853,0.218,0.378
ALKBH1,0.10650961,0.25,0.378
CFHR5,-0.06870975,0.25,0.378
CASP5,0.08002193,0.249,0.378
PEX14,0.376,0.116,0.378
HR,-0.1090914,0.218,0.378
COCH-AS1,-0.37,0.116,0.378
ATXN3L,-0.08480863,0.249,0.378
RPS9,0.298,0.116,0.378
FLRT2-AS1,0.285,0.116,0.379
SSR1,0.1202904,0.219,0.379
KCNA1,-0.08493848,0.251,0.379
SH2D7,-0.352,0.116,0.379
C1ORF167,0.33,0.116,0.379
SLC7A14,0.565,0.116,0.379
MAD2L2,0.368,0.116,0.379
PCDHGB1,-0.515,0.117,0.379
TNNT3,-0.08471629,0.251,0.379
ZNF443,-0.567,0.116,0.379
GRM5,-0.363,0.116,0.379
OMA1,-0.456,0.116,0.379
SERPINB2,-0.12929708,0.251,0.379
MST1R,-0.08910594,0.251,0.379
GAB1,-0.0936123,0.219,0.38
SEPSECS-DT,-0.836,0.117,0.38
RYBP,-0.12618257,0.252,0.38
ZNF564,-0.442,0.117,0.38
CES1,-0.483,0.117,0.38
ERP44,-0.235,0.117,0.38
CASZ1,-0.1033862,0.219,0.38
RNU6-82P,-0.994,0.117,0.38
MIR376B,-0.282,0.117,0.38
PSMD6,-0.0693958,0.22,0.38
ATP5PB,-0.21,0.117,0.38
DZANK1,-0.08752194,0.252,0.38
MIRLET7BHG,-0.373,0.117,0.38
ERN2,0.275,0.117,0.38
CACNA2D1-AS1,-0.269,0.117,0.38
TAFA4,0.303,0.117,0.38
PDZD8,-0.234,0.117,0.38
FARP2,0.13800471,0.252,0.38
ZNF467,0.438,0.117,0.38
LINC00851,0.314,0.117,0.38
LOC100506207,-0.471,0.117,0.38
SETD5,-0.1032743,0.22,0.381
MIR4433A,0.312,0.117,0.381
ZFP14,-0.635,0.118,0.381
NECTIN3,-0.258,0.117,0.381
MMP20,0.0969963,0.22,0.381
TIPE2,0.615,0.117,0.381
SPAG5-AS1,0.509,0.117,0.381
MAGT1,-0.1450446,0.221,0.382
KIF19,0.296,0.118,0.382
ZBTB12,-0.457,0.118,0.382
EREG,0.0698736,0.221,0.382
LINC01883,-0.325,0.118,0.382
TFB1M,0.12288961,0.254,0.382
TNIP3,-0.0686602,0.221,0.382
PCDH8,0.05482855,0.253,0.382
GMNC,0.449,0.118,0.382
ZNF536,0.17603908,0.254,0.382
REEP6,-0.779,0.118,0.382
GNB1L,0.07851449,0.253,0.382
IL20RB,-0.234,0.118,0.382
LINC01988,-0.41,0.118,0.382
TH,-0.08755658,0.253,0.382
GPHA2,0.416,0.118,0.382
SELENOV,-0.293,0.118,0.383
SIGLEC17P,0.384,0.119,0.383
MIR4296,-0.472,0.118,0.383
TEX26-AS1,-0.211,0.118,0.383
KBTBD2,0.1378381,0.222,0.383
ATG13,0.296,0.118,0.383
H3C6,1.11,0.118,0.383
GJC2,-0.1375064,0.222,0.383
LINC02366,-0.356,0.118,0.383
PARP16,-0.09427265,0.255,0.384
KCNIP3,-0.468,0.119,0.384
MIR383,0.301,0.119,0.384
THPO,-0.07545905,0.255,0.384
PDE6D,0.362,0.119,0.384
P2RY1,-0.05631818,0.256,0.384
BEST1,-0.09025906,0.255,0.384
EPB41L4B,-0.1078101,0.223,0.384
GABRB2,-0.12470368,0.255,0.384
RNVU1-17,-0.224,0.119,0.384
SNORD114-30,-0.742,0.119,0.384
GPR32,-0.09908341,0.255,0.384
H3C7,1.08,0.119,0.384
SNORD113-5,-0.517,0.119,0.385
CDCA7L,0.678,0.119,0.385
PCDHGB7,0.453,0.119,0.385
IGLV4-3,-0.385,0.119,0.385
H2AC2P,-0.496,0.119,0.385
PARK7,0.21286516,0.256,0.385
ZEB1,-0.18427887,0.256,0.385
LSAMP,-0.05285884,0.256,0.385
ZNF595,-0.616,0.119,0.385
LINC00917,0.233,0.119,0.385
OR51G1,0.375,0.119,0.385
BCO2,-0.343,0.119,0.385
ORM2,-0.496,0.119,0.385
FBXL20,0.43,0.12,0.386
OR4K2,0.438,0.12,0.386
FRG2DP,0.367,0.12,0.386
LINC02458,0.257,0.12,0.386
LOC101929452,-0.376,0.12,0.386
HIVEP2,0.36,0.12,0.386
EIF2A,-0.309,0.12,0.386
LINC00899,-0.549,0.12,0.386
PKNOX2,-0.0808738,0.224,0.386
SMIM36,-0.394,0.12,0.386
VMA22,0.344,0.12,0.386
C8G,0.1300115,0.225,0.387
ICAM5,-0.09692427,0.258,0.387
NME6,0.16789507,0.257,0.387
PRAME-AS,0.317,0.12,0.387
RNF135,0.338,0.12,0.387
RPSA2,-0.59,0.12,0.387
LINC00235,0.222,0.12,0.387
FBXO36,-0.456,0.121,0.388
SCARNA8,-0.419,0.121,0.388
GSKIP,0.416,0.121,0.388
PTK2,-0.11962536,0.259,0.388
EBAG9,-0.1070751,0.226,0.388
MAP6,0.524,0.121,0.388
HCG25,-0.221,0.121,0.388
KIF7,0.324,0.121,0.388
SUN3,-0.288,0.121,0.388
HERC2P3,-0.571,0.121,0.388
PDHX,-0.261,0.121,0.388
LINC00184,-0.26,0.121,0.388
ATG10,-0.559,0.121,0.388
PLK4,-0.0600604,0.259,0.388
RBFOX3,0.275,0.121,0.388
SCARF2,0.35,0.121,0.389
MIR3617,-0.202,0.122,0.389
LRIT2,0.289,0.122,0.389
LINC00920,0.616,0.122,0.389
PAXIP1-AS2,0.434,0.121,0.389
NKPD1,0.314,0.121,0.389
TRAK2,0.232,0.121,0.389
CACNA1C-IT3,-0.834,0.121,0.389
SPSB2,-0.332,0.121,0.389
TDH,0.233,0.121,0.389
CSF2,-0.1299945,0.227,0.389
ZNF567,-0.495,0.121,0.389
OPN1LW,0.353,0.121,0.389
LINC02724,0.297,0.122,0.389
KATNIP,0.327,0.121,0.389
ZNF461,-0.369,0.121,0.389
LINC02053,0.334,0.121,0.389
ACR,-0.459,0.121,0.389
STK35,0.425,0.121,0.389
PITX1,-0.06589599,0.26,0.389
PTGDR2,-0.0799812,0.227,0.389
MIR181A1HG,-0.796,0.122,0.39
OTUD6B,-0.402,0.122,0.39
NLRP7,0.293,0.122,0.39
CCDC172,-0.221,0.122,0.39
CHST10,0.371,0.122,0.39
RRN3P2,0.755,0.122,0.39
KLRG2,-0.293,0.122,0.39
LOC101927082,-0.284,0.122,0.39
ITGA9,-0.0970415,0.228,0.39
H2BC13,-0.1210627,0.228,0.39
MUC7,0.06231044,0.26,0.39
DEDD2,0.335,0.122,0.39
MIR218-1,-0.361,0.122,0.39
RPL32P3,0.495,0.122,0.39
ENTHD1,-0.219,0.122,0.39
DDX12P,0.47,0.122,0.39
TAF13,0.06595555,0.261,0.39
EIF3M,-0.1846826,0.261,0.39
LOC102723561,-0.252,0.122,0.391
IGHV1-46,0.1822696,0.228,0.391
ZNF154,-0.1165251,0.228,0.391
SPAG17,-0.272,0.123,0.391
OPRK1,-0.06314505,0.261,0.391
LINC00563,-0.0890064,0.261,0.391
GMEB1,0.12402316,0.262,0.391
MAPK8IP1,0.535,0.123,0.391
COX7A2L,-0.1116832,0.228,0.391
GFAP,-0.08674552,0.262,0.392
RPL3L,-0.0871384,0.263,0.392
SERPINA1,0.27632924,0.262,0.392
FOXJ3,0.0655533,0.23,0.392
LINC01250,-0.254,0.123,0.392
OR2T6,-0.459,0.123,0.392
LYAR,0.52,0.123,0.392
LTN1,-0.316,0.123,0.392
FBXO46,0.39,0.123,0.392
CENPBD1P,0.536,0.123,0.392
LOC102724210,-1.03,0.123,0.392
TMEM132C,0.314,0.123,0.392
TSEN34,0.0693379,0.23,0.392
ZNF649-AS1,0.295,0.123,0.393
OMP,-0.07832087,0.263,0.393
MILIP,0.372,0.124,0.393
SNORA16A,-0.516,0.123,0.393
E2F1,-0.07305784,0.263,0.393
CERNA1,-0.11416788,0.263,0.393
SPINK5,-0.295,0.124,0.393
DPYSL5,0.282,0.124,0.393
ZBTB26,-0.501,0.123,0.393
THAP6,-0.431,0.124,0.393
LOC101929142,0.456,0.123,0.393
GDF7,0.277,0.124,0.393
MORN4,-0.548,0.124,0.393
GLIPR2,0.554,0.123,0.393
FCGR2A,0.542,0.123,0.393
LINC02891,0.229,0.124,0.394
ACTB,0.15682529,0.265,0.394
TPGS1,0.436,0.124,0.394
PRDM16-DT,-0.366,0.124,0.394
TPM3,-0.0864503,0.264,0.394
FMN1,-0.269,0.124,0.394
LINC02593,0.511,0.124,0.394
CHAT,-0.10449162,0.264,0.394
TNFRSF13B,-0.1039849,0.231,0.394
UFM1,0.0887383,0.264,0.394
CHM,0.0916138,0.231,0.394
GOSR1,0.08103026,0.264,0.394
TRAV1-1,0.345,0.125,0.395
FIRRE,0.173,0.125,0.395
ZNF382,-0.401,0.125,0.395
MORN2,-0.389,0.125,0.395
SCML4,0.289,0.125,0.395
SPART,0.1611779,0.232,0.395
LRWD1,0.429,0.125,0.395
NFIB,0.09477358,0.266,0.395
SPAG16-DT,0.789,0.125,0.395
ART4,-0.17738206,0.266,0.395
RPH3AL,0.23661433,0.265,0.395
CCDC134,0.11627504,0.265,0.395
MIR3130-2,0.39,0.124,0.395
USP33,-0.233,0.125,0.395
TXLNG,-0.0739369,0.265,0.395
NOP14-AS1,0.368,0.125,0.395
SLC10A7,-0.362,0.125,0.395
KRT77,0.295,0.125,0.396
TRAJ4,0.394,0.125,0.396
OR5J2,0.224,0.125,0.396
FOXD3,-0.0699619,0.233,0.396
CPA1,0.408,0.126,0.396
REELD1,-0.218,0.125,0.396
COL4A2-AS2,-0.286,0.126,0.396
ABCA12,0.0578108,0.233,0.396
PROM2,-0.338,0.126,0.396
CFL2,-0.329,0.126,0.396
FAM182A,0.649,0.125,0.396
OR4K1,0.27,0.125,0.396
SLC26A11,0.309,0.126,0.396
TMEM86B,0.349,0.126,0.396
LINC02626,0.339,0.125,0.396
FAM3D,-0.293,0.125,0.396
CPB1,-0.09231692,0.267,0.396
ENTPD2,-0.0791708,0.267,0.397
CEP72-DT,-0.329,0.126,0.397
MIR4312,0.459,0.126,0.397
FOXL2NB,0.289,0.126,0.397
MMD2,0.264,0.126,0.397
BRAT1,0.32,0.126,0.397
RNPS1,0.293,0.126,0.397
CCDC13-AS2,0.651,0.126,0.397
RNF217,-0.388,0.126,0.397
CALHM6,0.386,0.126,0.397
SPATA31D3,0.278,0.126,0.397
TNRC6A,-0.236,0.126,0.397
ART5,0.34,0.126,0.397
ATP1A2,0.589,0.126,0.397
FAM3B,-0.402,0.126,0.397
CTAG2,-0.0627477,0.269,0.398
PBX3-DT,-0.08786042,0.268,0.398
PRPS2,-0.2200531,0.234,0.398
H2AC4,-0.09695937,0.269,0.398
KLHL25,-0.1074092,0.235,0.398
UBXN4,-0.225,0.127,0.398
OR8D1,0.373,0.127,0.398
FRMD3,-0.383,0.127,0.398
LINC01910,-0.341,0.127,0.398
SLC20A1-DT,-0.371,0.127,0.398
SETBP1-DT,0.587,0.127,0.398
SRI-AS1,0.257,0.127,0.398
TRBJ2-6,-0.496,0.127,0.398
PRDM9,-0.07420574,0.268,0.398
LIN7C,-0.10697877,0.268,0.398
SHISAL1,0.19340372,0.268,0.398
TRIM52-AS1,-0.552,0.127,0.398
C5ORF67,-0.465,0.127,0.398
ZBTB44,-0.297,0.127,0.398
LOC101928940,0.343,0.127,0.398
CSF3R,0.403,0.128,0.399
TIMM50,0.354,0.127,0.399
OR11H6,0.47,0.127,0.399
DGAT2-DT,-0.298,0.128,0.399
MIR4714,-0.729,0.127,0.399
RAB9BP1,0.062914,0.235,0.399
NCOA6,0.1233841,0.235,0.399
MYBL2,-0.1337286,0.235,0.399
ARHGEF12,-0.0790756,0.235,0.399
ACSM4,-0.302,0.128,0.399
ADGRG5,0.272,0.128,0.399
EMBP1,0.368,0.127,0.399
COCH,0.17609904,0.27,0.399
FBXO44,0.345,0.128,0.399
GPR20,-0.08969154,0.269,0.399
LOC101929614,0.579,0.128,0.4
RBMS3-AS2,-0.39,0.128,0.4
LSG1,0.277,0.128,0.4
LARP4B-DT,0.324,0.128,0.4
TRAV8-1,-0.4,0.128,0.4
SLC16A10,-0.571,0.128,0.4
NUDT9P1,-0.398,0.128,0.4
PHC3,-0.232,0.128,0.4
RNU6-64P,-0.679,0.128,0.4
DIS3,-0.279,0.128,0.4
MIR3194,0.595,0.128,0.4
RAB18,-0.223,0.128,0.4
FAM149A,0.28193322,0.271,0.4
SOS1,0.0842846,0.27,0.4
LOC100131107,0.672,0.129,0.401
MIR3913-2,-0.322,0.129,0.401
MUCL3,-0.234,0.129,0.401
LINC01063,0.461,0.129,0.401
MIR3688-2,-0.282,0.129,0.401
ZNF789,-0.419,0.129,0.401
ZNF818P,-0.31,0.129,0.401
UBE2W,0.10395999,0.271,0.401
SCNN1D,-0.0922184,0.237,0.401
SLC67A2,-0.08335318,0.271,0.401
TMEM156,0.0548969,0.237,0.401
LOC100288175,-0.518,0.129,0.401
C15ORF40,0.532,0.129,0.401
DNAL1,-0.345,0.129,0.401
SYT16,0.208,0.129,0.401
WARS2-AS1,-0.421,0.129,0.401
IPPK,0.10744065,0.272,0.402
LOC102724222,-0.327,0.129,0.402
MTFMT,-0.473,0.129,0.402
IL12A,-0.11328664,0.272,0.402
RNU6-81P,-0.396,0.129,0.402
PHF24,-0.06524594,0.273,0.402
CASP10,-0.08652499,0.272,0.402
ELOVL3,0.232,0.129,0.402
LINC02720,0.329,0.129,0.402
MESP2,-0.336,0.129,0.402
ZFP57,0.201,0.129,0.402
FLJ37201,-0.443,0.13,0.403
TTC36-AS1,-0.71,0.13,0.403
DLEU2L,-0.508,0.13,0.403
LINC01569,-0.329,0.13,0.403
GOSR2,0.08516832,0.273,0.403
ZNF217-AS1,-0.07458094,0.273,0.403
LOC101929535,0.346,0.13,0.403
RHOXF1-AS1,-0.345,0.13,0.403
FAM47C,-0.262,0.13,0.403
MIRLET7F1,-0.816,0.13,0.403
REXO6P,-0.25,0.13,0.403
TRARG1,-0.321,0.13,0.403
RANBP9,-0.1025544,0.238,0.403
LOC644936,0.462,0.13,0.403
LOC101929538,0.231,0.13,0.404
DAGLA,-0.120513,0.239,0.404
DLG1,-0.08275687,0.274,0.404
HPS1-AS1,-0.314,0.13,0.404
SERGEF,0.438,0.13,0.404
FAM184B,0.303,0.131,0.404
IWS1,0.357,0.131,0.404
VCF2,-0.313,0.131,0.404
SPATA31B1P,0.474,0.13,0.404
LINC01637,-0.504,0.131,0.404
XAGE2,0.723,0.13,0.404
RNF4,0.0969038,0.275,0.405
CGB1,0.605,0.131,0.405
TMEM61,-0.311,0.131,0.405
KRT72,-0.457,0.131,0.405
CYP51A1,0.343,0.131,0.405
SNORD100,-0.803,0.131,0.405
SLC35F5,-0.244,0.131,0.405
MMP10,0.05735726,0.276,0.405
ZNF337-AS1,-1.01,0.131,0.405
ZBTB34,0.28,0.131,0.405
MYO1D,-0.26315839,0.276,0.405
B4GALT4,0.1289863,0.24,0.405
SETD2,0.0831612,0.24,0.405
MYH2,-0.06130383,0.275,0.405
