gene,logFC,p_value,adj_p_value
NAA11,-1.628516,2.5e-05,9.71e-05
SERPINB13,-0.239,2.59e-05,9.71e-05
CYP17A1,-0.634,2.59e-05,9.71e-05
SCYL3,0.229,1.08e-05,9.72e-05
SOX9-AS1,-0.805,1.09e-05,9.73e-05
PRKCA,0.258,1.09e-05,9.73e-05
RDX,1.298677,2.51e-05,9.73e-05
ABHD4,-0.327,2.6e-05,9.73e-05
SIGLEC10-AS1,-0.855,1.09e-05,9.73e-05
LOC100506639///ZNF131,0.556,2.6e-05,9.74e-05
NFRKB,-0.303,2.61e-05,9.76e-05
ZC3HC1,-1.658673,2.52e-05,9.77e-05
FIGLA,-0.856983,2.53e-05,9.8e-05
PSG4,-2.531258,2.53e-05,9.8e-05
VCX3B,-1.622761,2.53e-05,9.8e-05
AGGF1,0.212,1.1e-05,9.8e-05
GART,-0.935423,2.54e-05,9.84e-05
CHLSN,-1.319099,2.54e-05,9.84e-05
ADRA2C,0.601,2.64e-05,9.85e-05
TMEM63A,2.180353,2.55e-05,9.86e-05
BDH2,-1.16164,2.55e-05,9.86e-05
ADAMTS7,-0.873,1.11e-05,9.88e-05
CELF3,0.488,2.65e-05,9.88e-05
TRAF3IP2,-1.626864,2.56e-05,9.9e-05
MIR891B,0.894846,2.56e-05,9.9e-05
ENOSF1,0.285,1.11e-05,9.9e-05
CLMN,1.273382,2.56e-05,9.91e-05
LOC399975,0.464,1.11e-05,9.94e-05
SCAF1,-0.751,1.12e-05,9.95e-05
CYP3A7-CYP3A51P,1.43,2.67e-05,9.96e-05
BANF1,1.838061,2.58e-05,9.97e-05
CT55,-0.184,2.7e-05,0.0001
RABEPK,-0.609,2.69e-05,0.0001
RPL9,0.302,2.69e-05,0.0001
SPATS2,0.308,2.68e-05,0.0001
PYROXD2,-0.656,1.13e-05,0.0001
GTF3C3,0.219,1.13e-05,0.0001
CLEC1A,-0.906871,2.6e-05,0.000101
BEST4,-2.403415,2.61e-05,0.000101
BEND4,-2.425938,2.62e-05,0.000101
DENND3-AS1,-0.805,1.14e-05,0.000101
RNF207,-0.391,1.13e-05,0.000101
SELENOM,-1.05,1.13e-05,0.000101
ATRNL1,0.881399,2.62e-05,0.000101
ZNF674,-0.941565,2.61e-05,0.000101
EHBP1,1.348656,2.61e-05,0.000101
SELP,-2.36928,2.61e-05,0.000101
MFSD6,0.167,2.71e-05,0.000101
CCNG1,0.395,1.14e-05,0.000101
ARNT2,0.305,2.75e-05,0.000102
ISG20L2,-0.424,2.75e-05,0.000102
CR1L,1.022812,2.65e-05,0.000102
COPS2,1.161574,2.65e-05,0.000102
NUDT16L1,-0.646,1.16e-05,0.000102
RUMY2,0.97589,2.63e-05,0.000102
SCNN1B,-2.112421,2.65e-05,0.000102
TTC13,-1.942035,2.65e-05,0.000102
FBXO25,-1.673359,2.65e-05,0.000102
TBR1,-2.556271,2.63e-05,0.000102
DXO,-0.295,2.74e-05,0.000102
MGAM2,1.060949,2.64e-05,0.000102
LINC01600,-0.893238,2.68e-05,0.000103
RHOBTB2,-0.242,2.78e-05,0.000103
LINC01725,0.588,1.17e-05,0.000103
USP18,0.848,2.76e-05,0.000103
CLEC1B,1.337418,2.68e-05,0.000103
SNX11,-0.349,2.77e-05,0.000103
ZNF670,0.808823,2.69e-05,0.000104
NOL6,-0.786719,2.7e-05,0.000104
MIR7-1,0.834965,2.71e-05,0.000104
ALDH1B1,1.50628,2.69e-05,0.000104
MALINC1,0.356,1.17e-05,0.000104
GMEB1,-0.258,2.8e-05,0.000104
KIAA0355,0.36,2.8e-05,0.000104
MIR147A,-1.226881,2.7e-05,0.000104
AHCTF1,0.47719817,6.66e-08,0.0001049
HELLS,-0.561,1.19e-05,0.000105
SSR2,1.223664,2.72e-05,0.000105
UBA3,2.326425,2.72e-05,0.000105
XRCC6,1.353102,2.74e-05,0.000105
HS3ST3B1,0.406,1.19e-05,0.000105
SEC24B,0.4,1.19e-05,0.000105
PTPN6,-0.575,1.19e-05,0.000105
SLC25A44,-0.394,2.83e-05,0.000105
FAM198B,0.262,2.82e-05,0.000105
ECEL1,-0.28,2.85e-05,0.000105
CDK19,0.447,2.83e-05,0.000105
CD163L1,-0.59,1.19e-05,0.000105
TIMM8A,-0.349,2.84e-05,0.000105
ZNF486,-0.533,1.19e-05,0.000105
GJA4,-0.695,1.21e-05,0.000106
IDI1,1.03567,2.75e-05,0.000106
CYSTM1,2.115983,2.76e-05,0.000106
TEX2,-1.920747,2.76e-05,0.000106
SORBS3,1.852214,2.75e-05,0.000106
ZNRF1,0.939217,2.76e-05,0.000106
AMDHD2,-0.881,1.2e-05,0.000106
MS4A15,-1.254622,2.78e-05,0.000106
CNOT3,1.342654,2.76e-05,0.000106
HAVCR1,-1.749456,2.78e-05,0.000107
OR52K1,-2.170402,2.8e-05,0.000107
TMEM174,1.186645,2.8e-05,0.000107
SERPINA11,1.703513,2.78e-05,0.000107
CIPC,1.141645,2.78e-05,0.000107
MRPL54,1.179016,2.79e-05,0.000107
IGHJ6,-1.2,1.21e-05,0.000107
ZNF702P,-2.173311,2.8e-05,0.000107
SAPCD2,-2.702995,2.81e-05,0.000107
N4BP3,-1.558781,2.82e-05,0.000108
NEXN-AS1,-1.390099,2.83e-05,0.000108
ITGB1BP1,-3.078275,2.81e-05,0.000108
NCOA7-AS1,0.619,1.23e-05,0.000108
ZYG11A,0.713,1.23e-05,0.000108
RNF17,-0.224,2.94e-05,0.000108
RANBP1,-0.185,2.94e-05,0.000108
FGF6,-0.317,2.93e-05,0.000108
ITIH4,-0.552,2.91e-05,0.000108
GPN3,-0.454,2.94e-05,0.000109
SLC30A9,0.394,2.97e-05,0.000109
TAFA3,-3.184947,2.85e-05,0.000109
IZUMO4,-1.517223,2.86e-05,0.000109
STAC,-0.737,1.25e-05,0.000109
NOD2,-0.584,1.25e-05,0.000109
MB21D2,-0.889,1.25e-05,0.000109
ERC2-IT1,-2.495476,2.84e-05,0.000109
GK,1.374485,2.86e-05,0.000109
PRKAR1B,-0.354,2.95e-05,0.000109
HELZ2,-0.92,1.26e-05,0.00011
TPI1,-0.196,2.97e-05,0.00011
LOC105369299,0.823,1.26e-05,0.00011
TMBIM6,0.318,2.97e-05,0.00011
THOC7,1.375005,2.88e-05,0.00011
EXO1,-1.776435,2.89e-05,0.00011
SOX15,-1.387256,2.89e-05,0.00011
VSX2,-1.680377,2.87e-05,0.00011
CD8B,-1.393738,2.87e-05,0.00011
MAP6,-1.27592,2.88e-05,0.00011
HNRNPD,0.352,2.98e-05,0.00011
THAP5,0.946305,2.87e-05,0.00011
GUK1,1.857653,2.89e-05,0.00011
BCL2L15,-1.689162,2.89e-05,0.00011
ADRA2B,1.163293,2.91e-05,0.000111
MBOAT2,-0.311,3.03e-05,0.000111
ARMC12,-1.17222,2.93e-05,0.000111
IGFBP1,1.290676,2.91e-05,0.000111
CIMIP1,-2.588743,2.92e-05,0.000111
POLR2I,2.582437,2.92e-05,0.000111
LY6E,1.237922,2.91e-05,0.000111
DELEC1,-0.949059,2.91e-05,0.000111
OR52K2,-1.500444,2.92e-05,0.000111
DYNC1I1,-0.3,3.03e-05,0.000111
ADAM5,-0.306,3.03e-05,0.000111
LOC105369719,0.642,1.28e-05,0.000111
LOC105378816,0.578,1.27e-05,0.000111
LINC02198,0.518,1.27e-05,0.000111
LOC102724261,0.684,1.29e-05,0.000112
PCDH1,1.169772,2.94e-05,0.000112
ATF7IP,0.864347,2.95e-05,0.000112
CHPF,-0.944,1.28e-05,0.000112
NSUN3,0.949025,2.95e-05,0.000112
ATP6V1E2,-2.93658,2.93e-05,0.000112
CAMK1,-0.363,3.04e-05,0.000112
DALRD3,0.301,3.06e-05,0.000112
TCFL5,0.253,1.29e-05,0.000112
ZNF429,0.34,1.29e-05,0.000112
DLL1,-0.829,1.31e-05,0.000113
ZC3H11C,0.269,1.3e-05,0.000113
ASF1A,0.636,3.06e-05,0.000113
CACNA2D1,-0.203,3.06e-05,0.000113
CUEDC1,-0.611,1.31e-05,0.000113
ACAD11,0.29,1.31e-05,0.000113
RAP1GAP2,-0.471,1.3e-05,0.000113
PVT1,-0.777,1.3e-05,0.000113
SNRPF,2.952473,2.98e-05,0.000113
SLC35H1,1.510994,2.99e-05,0.000113
PDCD5,1.260718,2.97e-05,0.000113
UBL4B,-2.499919,2.98e-05,0.000113
EGFL8,0.810601,2.96e-05,0.000113
PTX3,1.24,3.07e-05,0.000113
SPATA45,-1.373527,2.96e-05,0.000113
GRIK4,-1.736923,2.96e-05,0.000113
PTCD1,-1.890626,2.96e-05,0.000113
SLC18B1,-1.89268,2.97e-05,0.000113
RBM47,1.594666,2.97e-05,0.000113
ZNF382,-0.579,1.32e-05,0.000114
PTTG1,-0.891,1.32e-05,0.000114
MIR665,0.778328,3.01e-05,0.000114
NT5C1B,-1.148967,2.99e-05,0.000114
FAF1,1.776935,3.01e-05,0.000114
GTF2H1,0.234,1.32e-05,0.000114
PTBP2,1.68996,2.99e-05,0.000114
ASF1B,-1.165525,2.99e-05,0.000114
CEP170,2.075078,3e-05,0.000114
ETV7,0.425,3.11e-05,0.000114
LZTFL1,-0.524,3.15e-05,0.000115
YPEL3,1.867551,3.03e-05,0.000115
RPS2P45,-0.181,3.15e-05,0.000115
FGD4,1.62504,3.03e-05,0.000115
CCNYL6,-1.010855,3.04e-05,0.000115
TBL1Y,0.850973,3.04e-05,0.000115
GRIPAP1,1.116953,3.03e-05,0.000115
AJAP1,0.848991,3.02e-05,0.000115
DCTN6,2.265202,3.05e-05,0.000116
RECQL4,-1.866935,3.08e-05,0.000116
HEY2,-1.611322,3.08e-05,0.000116
RNU105C,-1.191681,3.08e-05,0.000116
MROH2B,-1.650806,3.07e-05,0.000116
HELZ,0.39,3.17e-05,0.000116
SHPRH,0.3,1.35e-05,0.000116
COMP,-2.740845,3.07e-05,0.000116
IFNG,-0.768561,3.06e-05,0.000116
CRX,-1.093589,3.07e-05,0.000116
B3GALT2,0.195,3.18e-05,0.000116
BTF3P13,-0.188,3.16e-05,0.000116
KANSL3,-1.136363,3.09e-05,0.000117
BIRC6,0.292,1.36e-05,0.000117
LOC101927845,1.04,1.35e-05,0.000117
VGLL1,-0.386,3.19e-05,0.000117
ZBTB44,0.225,1.36e-05,0.000117
MAP2K7,-0.203,3.18e-05,0.000117
MAML3,1.400336,3.09e-05,0.000117
MS4A6E,-1.290695,3.1e-05,0.000117
KCNIP1,-0.275,3.18e-05,0.000117
BROX,1.598167,3.13e-05,0.000118
FUZ,0.911559,3.13e-05,0.000118
SMC2,0.898739,3.11e-05,0.000118
ALDH1A3,-0.788,1.37e-05,0.000118
PART1,-0.34,3.23e-05,0.000118
LMX1B,-0.357,3.23e-05,0.000118
DLX4,-1.46257,3.16e-05,0.000119
PLEKHJ1,1.044531,3.16e-05,0.000119
SAGE1,-2.044603,3.14e-05,0.000119
TP53TG1,0.578,3.26e-05,0.000119
TMEM61,-2.222827,3.15e-05,0.000119
GPCPD1,1.387519,3.16e-05,0.000119
GCN1,-0.374,3.25e-05,0.000119
KRT2,-0.275,3.27e-05,0.000119
H2AC18,-1.12,1.38e-05,0.000119
IGKV1D-39,-1.09,1.38e-05,0.000119
TOB1,1.782872,3.14e-05,0.000119
SNORA29///TCP1,-0.319,3.25e-05,0.000119
WBP2NL,0.876185,3.14e-05,0.000119
CARTPT,-1.620758,3.15e-05,0.000119
COL8A1,-2.041268,3.19e-05,0.00012
PLEKHM1P1,-0.421,1.4e-05,0.00012
ADAMTS16,-2.256702,3.2e-05,0.00012
NEDD1,1.13111,3.18e-05,0.00012
NFYC-AS1,0.407,1.4e-05,0.00012
FKBP6P2,-0.92385,3.17e-05,0.00012
CCDC186,0.844444,3.18e-05,0.00012
NDUFB8,0.299,3.28e-05,0.00012
CLEC18B,-2.771205,3.2e-05,0.00012
HSP90AB1,0.49,3.28e-05,0.00012
COA7,-0.445,3.3e-05,0.00012
CACNA1G,-1.039886,3.23e-05,0.000121
PURG,0.982818,3.2e-05,0.000121
GABBR1,1.730353,3.2e-05,0.000121
UST,0.329,3.33e-05,0.000121
NXNL2,-1.187475,3.2e-05,0.000121
STX16,0.41,3.32e-05,0.000121
ZNF205,-0.786,1.43e-05,0.000122
TOPORS,1.047465,3.26e-05,0.000122
COPB1,0.920339,3.25e-05,0.000122
ARHGAP44,0.283,3.35e-05,0.000122
CKMT1B,-2.082589,3.23e-05,0.000122
PRH1,0.378,1.43e-05,0.000122
DNMBP,0.222,1.43e-05,0.000122
DGKI,-1.023401,3.24e-05,0.000122
MIR328,0.787046,3.24e-05,0.000122
CUL2,-0.371,3.34e-05,0.000122
AGO4,-0.262,3.35e-05,0.000122
ASCL1,-0.333,3.35e-05,0.000122
ETFRF1,0.361,1.42e-05,0.000122
SLC17A3,0.548,1.43e-05,0.000122
CACNA1D,-0.289,3.39e-05,0.000123
REXO4,-0.24,3.39e-05,0.000123
DCAF8,-0.442,3.4e-05,0.000123
SMUG1,-0.3,3.37e-05,0.000123
C1ORF61,-0.323,3.38e-05,0.000123
FABP2,0.3,3.38e-05,0.000123
AFF3,0.373,1.44e-05,0.000123
ZNF37A,0.243,1.44e-05,0.000123
ZNF703,-0.892,1.45e-05,0.000123
ARHGEF9,-0.26,3.38e-05,0.000123
RIMKLB,-1.257111,3.26e-05,0.000123
KRTAP19-4,-1.700191,3.27e-05,0.000123
DIRAS2,0.223,3.37e-05,0.000123
LINC00602,-1.37953,3.28e-05,0.000123
ZNF804B,-1.676924,3.29e-05,0.000124
DEFB106A,0.865375,3.31e-05,0.000124
GLYR1,-0.292,3.42e-05,0.000124
ZGLP1,-0.813,1.45e-05,0.000124
TRIT1,0.26,1.46e-05,0.000124
ASB14,-1.550322,3.32e-05,0.000124
KRT13,-2.443915,3.33e-05,0.000125
PRCD,-0.952571,3.32e-05,0.000125
TBCD,-0.307,3.44e-05,0.000125
MAPK3,-0.678,1.47e-05,0.000125
TKTL1,-0.356,3.46e-05,0.000125
CRYBA1,-1.713876,3.34e-05,0.000125
ARL17B,-1.607816,3.34e-05,0.000125
NFKBIB,-0.411,3.45e-05,0.000125
WASL,-0.264,3.46e-05,0.000125
CACNG3,-1.915323,3.37e-05,0.000126
WRN,1.074716,3.37e-05,0.000126
GPR108,1.166986,3.37e-05,0.000126
USP9X,1.283853,3.35e-05,0.000126
ZNF683,-1.255759,3.36e-05,0.000126
GAGE12D///GAGE12F///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE1,-0.198,3.47e-05,0.000126
OTOS,-2.926278,3.38e-05,0.000126
HSD17B3-AS1,0.711,1.49e-05,0.000126
ACYP2,0.237,1.48e-05,0.000126
FRMD5,-0.655317,3.38e-05,0.000126
DUSP22,1.049969,3.35e-05,0.000126
LOC105371480,-0.731,1.48e-05,0.000126
NEMP1,0.419,3.5e-05,0.000127
TMEM165,-0.342,1.5e-05,0.000127
ATF6-DT,0.666,1.5e-05,0.000127
LOC105373903,0.689,1.5e-05,0.000127
TFPT,-0.649,1.51e-05,0.000127
RNLS,0.38,1.51e-05,0.000127
DIS3,0.26,1.51e-05,0.000127
DPPA3,-2.837541,3.39e-05,0.000127
RASA4CP,0.92337,3.39e-05,0.000127
H1-7,-1.666339,3.42e-05,0.000128
FAM134A,-0.298,3.53e-05,0.000128
MARCH1,0.638,3.55e-05,0.000128
MIR3658///UCK2,-0.358,3.54e-05,0.000128
ABO,-0.31,3.56e-05,0.000128
MIR1913,-2.558084,3.42e-05,0.000128
RNF11,1.332973,3.42e-05,0.000128
CDC73,0.928499,3.42e-05,0.000128
SHKBP1,-0.67,1.52e-05,0.000128
RDH12,-2.318312,3.42e-05,0.000128
FAAP100,-0.91,1.51e-05,0.000128
TLCD4-RWDD3,0.363,1.51e-05,0.000128
UQCRH,1.188779,3.42e-05,0.000128
LOC105375200,0.966,1.52e-05,0.000129
TMEM86A,-0.334,1.53e-05,0.000129
VPS50,1.000917,3.47e-05,0.000129
MAP1LC3B2,-2.51246,3.45e-05,0.000129
L1CAM-AS1,0.965687,3.46e-05,0.000129
IKZF5,-0.446,3.58e-05,0.000129
PAM16,-0.308,3.56e-05,0.000129
MYOM3,-2.830153,3.47e-05,0.000129
SPANXD,0.767455,3.46e-05,0.000129
TTN,-1.68612,3.46e-05,0.000129
MTARC2,0.359,1.55e-05,0.00013
DRAM1,-0.425,1.55e-05,0.00013
CSF3R,-0.806,1.54e-05,0.00013
HORMAD2,0.932,1.54e-05,0.00013
HS3ST6,-2.690697,3.5e-05,0.00013
MSMP,-2.485514,3.49e-05,0.00013
MTMR3,-0.219,3.61e-05,0.00013
ALG11///UTP14C,-0.504,3.62e-05,0.00013
CASD1,0.563,3.62e-05,0.00013
ELAPOR2,-0.763,1.55e-05,0.00013
SNX8,-0.598,1.54e-05,0.00013
ZIC1,0.830328,3.53e-05,0.000131
HDAC6,-0.388,1.56e-05,0.000131
CFAP69,-1.527553,3.52e-05,0.000131
HCG4,0.879705,3.53e-05,0.000131
MRGPRX2,0.933694,3.53e-05,0.000131
CALB2,-0.996066,3.53e-05,0.000131
DGUOK,1.755948,3.52e-05,0.000131
DEFA4,0.89292,3.51e-05,0.000131
RUFY3,1.284747,3.5e-05,0.000131
PPP6R2,2.897548,3.54e-05,0.000132
LYSMD4,-1.879004,3.53e-05,0.000132
ALG10B,0.926527,3.56e-05,0.000132
IL26,-0.785133,3.55e-05,0.000132
DRD1,0.976467,3.55e-05,0.000132
MMP15,-0.419,3.67e-05,0.000132
SLX1B-SULT1A4///SLX1A-SULT1A3///SULT1A4///SULT1A3,0.696,3.66e-05,0.000132
ARMH3,-1.657393,3.56e-05,0.000132
TBX2,-0.749,1.57e-05,0.000132
TMEM192,0.308,1.58e-05,0.000132
MIR10A,0.852617,3.58e-05,0.000133
SUGT1,0.214,1.59e-05,0.000133
RAPGEF3,-0.238,3.71e-05,0.000133
SLC22A12,-2.0696,3.59e-05,0.000133
ATXN7L1,-0.308,3.72e-05,0.000134
IGIP,0.25,1.61e-05,0.000134
CD300E,-0.803,1.6e-05,0.000134
MMP16,-0.326,3.74e-05,0.000134
RHOXF2,-1.821823,3.6e-05,0.000134
CD22,0.736704,3.62e-05,0.000134
MOG,-0.224,3.73e-05,0.000134
SNX7,-2.228811,3.64e-05,0.000135
TAS2R10,0.968352,3.64e-05,0.000135
SIAE,1.066855,3.65e-05,0.000135
SNU13///ANXA2,0.346,3.78e-05,0.000135
DHX37,-0.589,1.61e-05,0.000135
IGHV4-34,-1.22,1.61e-05,0.000135
BAG2,0.261,1.61e-05,0.000135
CYSLTR2,-0.316,3.77e-05,0.000135
ARFGEF3,1.201152,3.65e-05,0.000135
CELF4,0.858455,3.67e-05,0.000136
ENHO,1.113268,3.68e-05,0.000136
WNT7A,-0.283,3.81e-05,0.000136
KIR3DP1,0.989487,3.67e-05,0.000136
FDFT1,-1.296939,3.66e-05,0.000136
NBEAL1///RPL12,0.384,3.79e-05,0.000136
PRKCQ-AS1,-0.46913429,1.02e-07,0.0001367
AHI1,-2.1043,3.71e-05,0.000137
SPRR2C,-1.295694,3.7e-05,0.000137
ATAD1,1.040214,3.69e-05,0.000137
NOXO1,0.97984,3.69e-05,0.000137
TMEM88,-2.582394,3.71e-05,0.000137
GALNT15,-1.372072,3.72e-05,0.000137
SLC25A13,0.325,1.64e-05,0.000137
LINC02593,-1.08,1.65e-05,0.000137
TMC4,-1.12,1.64e-05,0.000137
GPX8,-0.673,1.64e-05,0.000137
LOC100508408///SNORD14B///RPS13,0.237,3.82e-05,0.000137
PRPF40A,-0.355,3.86e-05,0.000138
ATXN7L3B,-0.379,3.86e-05,0.000138
TTTY11,0.875123,3.74e-05,0.000138
KLK10,1.00122,3.73e-05,0.000138
SIT1,-1.01,1.65e-05,0.000138
CHSY3,-1.787989,3.73e-05,0.000138
UBXN6,1.139847,3.73e-05,0.000138
MCF2L2,-1.67654,3.74e-05,0.000138
KRTAP23-1,-2.539181,3.73e-05,0.000138
RTL6,0.950548,3.76e-05,0.000139
SRP54,-0.528,3.89e-05,0.000139
IPO5,-1.397262,3.77e-05,0.000139
OR10T2,-1.462366,3.78e-05,0.000139
RBP4,1.574042,3.77e-05,0.000139
AP5Z1,-0.729,1.68e-05,0.000139
ADAM8,-0.68,1.69e-05,0.00014
CTAG1A///CTAG1B,-0.227,3.91e-05,0.00014
GAGE12F///GAGE12B///GAGE12G///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4,-0.178,3.93e-05,0.00014
GPIHBP1,-1.403136,3.79e-05,0.00014
LOC107985506,-1.28,1.68e-05,0.00014
SAMD5,1.314468,3.78e-05,0.00014
P2RY4,-0.284,3.91e-05,0.00014
FLYWCH1,-1.419248,3.79e-05,0.00014
FAM135A,1.453255,3.82e-05,0.000141
MRPS2,1.686646,3.83e-05,0.000141
WNT4,-0.566,1.7e-05,0.000141
VWA7,-0.614,1.71e-05,0.000141
CNTROB,1.669059,3.82e-05,0.000141
IFT22,-0.291,3.94e-05,0.000141
PPP2R5A,-0.319,3.96e-05,0.000141
MIR550A2,-1.187382,3.84e-05,0.000141
TRMT44,1.030623,3.87e-05,0.000142
SLC9A3-AS1,-0.867,1.71e-05,0.000142
NUDT22,-0.732,1.72e-05,0.000142
POLD3,1.011246,3.85e-05,0.000142
SNHG15,1.644749,3.86e-05,0.000142
THG1L,-1.948875,3.86e-05,0.000142
WDHD1,-1.468955,3.86e-05,0.000142
CX3CR1,0.808079,3.87e-05,0.000142
GPHA2,-1.282607,3.86e-05,0.000142
CWC25,0.54733973,1.2e-07,0.0001429
UTRN,1.161571,3.89e-05,0.000143
CXCL14,0.797,4.02e-05,0.000143
H3C8,1.004326,3.88e-05,0.000143
IL17A,-0.178,4.01e-05,0.000143
LILRP2,-0.316,4.02e-05,0.000143
SENP5,-0.316,4e-05,0.000143
TDRD12,-0.276,4.01e-05,0.000143
NEURL1,0.963047,3.9e-05,0.000143
NGLY1,-0.349,4.03e-05,0.000143
EIF3G,0.313,4.02e-05,0.000143
DEFB113,-2.252161,3.89e-05,0.000143
SNORA74A,1.632018,3.89e-05,0.000143
LOC105369720,0.549,1.73e-05,0.000143
LINC01979,-1.42,1.72e-05,0.000143
SNORA77B,-1.14,1.73e-05,0.000143
RHOJ,1.106512,3.88e-05,0.000143
HGD,1.36045,3.88e-05,0.000143
TLDC2,-1.582804,3.88e-05,0.000143
DNAAF8,-1.885792,3.88e-05,0.000143
DAZL,-1.428275,3.9e-05,0.000143
KRTAP27-1,-1.384538,3.92e-05,0.000144
COQ7,-0.274,4.06e-05,0.000144
PTGS1,-0.45,1.75e-05,0.000144
TGM3,-1.130423,3.93e-05,0.000144
SLX4IP,0.232,1.75e-05,0.000144
PHKG1,0.975646,3.94e-05,0.000145
GK5,2.651932,3.96e-05,0.000145
HTR1B,-0.317,4.08e-05,0.000145
GAREM1,0.827598,3.95e-05,0.000145
LDAF1,-0.787,1.76e-05,0.000145
PTGIR,-0.479,1.77e-05,0.000145
FRY,0.938505,3.94e-05,0.000145
SNPH,-2.934298,3.94e-05,0.000145
KIAA0391///PSMA6,-0.369,4.11e-05,0.000146
NTAN1,0.47,4.1e-05,0.000146
POLR2B,0.359,4.09e-05,0.000146
THAP1,1.074309,3.99e-05,0.000146
HSD17B4,1.644006,3.99e-05,0.000146
DNAH8,-1.031964,3.98e-05,0.000146
PIKFYVE,1.359988,3.97e-05,0.000146
MYL10,-1.72338,3.99e-05,0.000146
FASN,-0.974,1.77e-05,0.000146
SETD3,0.958303,4.02e-05,0.000147
LRFN1,0.841657,4.02e-05,0.000147
CDK20,-1.20051,4.01e-05,0.000147
STOML3,0.971881,4e-05,0.000147
IARS2,1.473839,4.02e-05,0.000147
OR3A2,-1.573255,4.02e-05,0.000147
ARHGAP6,-2.419744,4.01e-05,0.000147
LRSAM1,-0.455,1.79e-05,0.000147
OR4C16,-1.077515,4.02e-05,0.000147
ZNF598,-1.744022,4.01e-05,0.000147
LRRC36,-0.278,4.15e-05,0.000147
RPL13AP5///RPL13AP6///SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A,-0.457,4.13e-05,0.000147
FAM169A,0.78,4.14e-05,0.000147
ACP3,-1.508443,4.04e-05,0.000148
ORMDL1,1.285778,4.04e-05,0.000148
RPL8,2.46504,4.05e-05,0.000148
ASAH2,-1.650997,4.06e-05,0.000148
BARHL1,-3.05386,4.06e-05,0.000148
SCN3A,0.532,1.81e-05,0.000148
CDC7,-0.68,1.8e-05,0.000148
DNAH14,0.33,1.81e-05,0.000148
FGGY-DT,0.533,1.8e-05,0.000148
RPLP2,-0.603,1.8e-05,0.000148
SUMO1,-0.577,4.16e-05,0.000148
SNORD73A///RPS3A,0.354,4.18e-05,0.000148
ARIH2,-0.31,4.19e-05,0.000148
SETD5,0.452,4.17e-05,0.000148
USP31,0.262,1.82e-05,0.000149
PLEKHA8,0.904822,4.07e-05,0.000149
LOC254896///TNFRSF10C,0.607,4.2e-05,0.000149
TLL2,-1.053954,4.09e-05,0.000149
TGIF2-C20ORF24///C20ORF24,-0.424,4.21e-05,0.000149
LINC01260,-0.254,4.22e-05,0.000149
FGFR1OP,-0.439,4.2e-05,0.000149
SH2D3A,0.256,4.21e-05,0.000149
LOC100507855///AK4,-0.628,4.23e-05,0.00015
RPS6KA6,-0.316,4.24e-05,0.00015
BAG1,-0.337,4.25e-05,0.00015
ZNF574,0.469,4.25e-05,0.00015
LSG1,0.753141,4.12e-05,0.00015
IDNK,0.377,1.85e-05,0.000151
ABALON,-0.454,1.84e-05,0.000151
LOC107985304,0.2,1.85e-05,0.000151
RABL2B,1.266329,4.14e-05,0.000151
SPRN,-3.014738,4.13e-05,0.000151
KRTAP9-4,-1.231887,4.16e-05,0.000151
AKR7A2P1,0.936029,4.16e-05,0.000151
SCO1,1.121404,4.16e-05,0.000151
GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8EP///GOLGA8G,0.266,4.27e-05,0.000151
LOC107986152,0.449,1.84e-05,0.000151
CYB561D2,-1.755942,4.18e-05,0.000152
EIF3L,0.91787,4.19e-05,0.000152
EMC6,1.269309,4.18e-05,0.000152
PARP2,-0.299,4.3e-05,0.000152
CTSV,-0.271,4.3e-05,0.000152
LENG8,-0.565,1.86e-05,0.000152
HIC1,-0.461,1.87e-05,0.000152
LOC105370594,0.492,1.86e-05,0.000152
LINC01285,0.654,1.87e-05,0.000152
PDSS1,-0.495,4.29e-05,0.000152
UEVLD,0.85016,4.16e-05,0.000152
CHRM5,-0.949716,4.19e-05,0.000153
SGSH,-0.474,1.88e-05,0.000153
TYRO3,-0.578,1.88e-05,0.000153
HYLS1,0.298,1.87e-05,0.000153
LOC105373680,0.628,1.88e-05,0.000153
TMEM116,0.288,1.88e-05,0.000153
DNAAF1,0.516,4.35e-05,0.000153
LALBA,-0.264,4.34e-05,0.000153
CENPH,0.874051,4.23e-05,0.000154
ESS2,-0.507,1.9e-05,0.000154
B3GNT7,-0.875,1.9e-05,0.000154
PPP3CB-AS1,0.281,1.9e-05,0.000154
PCDHGC3,-0.39,1.9e-05,0.000154
LMNTD2,-0.789,1.89e-05,0.000154
CLEC14A,-0.678,1.89e-05,0.000154
PHOSPHO1,-0.644,1.9e-05,0.000154
DTNBP1,-2.529694,4.23e-05,0.000154
GALR1,0.94721,4.23e-05,0.000154
SUSD3,0.770621,4.24e-05,0.000154
PFN1,-0.66321179,1.33e-07,0.0001546
RAPGEF6,-1.288613,4.25e-05,0.000155
KCNK1,-0.568,4.41e-05,0.000155
IGF1R,-0.19,4.41e-05,0.000155
MGLL,2.372745,4.26e-05,0.000155
FBXO32,1.542275,4.27e-05,0.000155
