gene,logFC,p_value,adj_p_value
LOC107986343,-0.1412732,0.646,0.745
LOC107986708,-0.2058005,0.645,0.745
LOC101927369,-0.1594404,0.645,0.745
LOC112267941,0.1206026,0.646,0.745
LOC107986991,0.1237368,0.646,0.745
LOC112268066,0.2097765,0.648,0.746
LOC107984859,-0.2281826,0.647,0.746
DLGAP1-AS3,0.04786473,0.597,0.746
LOC100130458,0.04421642,0.597,0.746
LOC112268045,0.2396366,0.648,0.747
LOC101930361///LOC101929970///CHRFAM7A///CHRNA7,-0.1079045,0.598,0.747
LOC105379020,-0.2023904,0.648,0.747
TUSC8,0.03974568,0.599,0.747
LOC101448202,-0.1182931,0.648,0.747
TRBV20OR9-2,-0.03764,0.562,0.747
SNORD2,0.1325108,0.65,0.748
TMCO5B,0.06988601,0.6,0.748
LOC145694,-0.04325414,0.6,0.748
NRSN2-AS1,0.0758943,0.601,0.749
LINC00994,0.0365627,0.711,0.749
LOC105377806,0.1308423,0.65,0.749
SRRM5,0.07125949,0.601,0.749
C19ORF81,0.04270742,0.601,0.749
ANTKMT,-0.1225668,0.651,0.749
LOC100506544,-0.3453751,0.476,0.74916
LOC101928139,0.0396907,0.603,0.75
LOC107987115,0.1751873,0.652,0.75
LOC100506634,-0.025295,0.566,0.75
LIMS1-AS1,-0.1346538,0.652,0.75
LOC112268143,-0.1799336,0.653,0.75
LINC01415,-0.1518268,0.652,0.75
LOC101930081,0.0610696,0.602,0.75
LOC105371085,0.0990139,0.652,0.75
STIMATE-MUSTN1,-0.0752384,0.652,0.75
URAHP,0.1383714,0.652,0.75
PGLS-DT,-0.1144104,0.652,0.75
PCDHA8,0.0244232,0.712,0.75
FAM138B,-0.2357622,0.478,0.750281
CAND1.11,0.05138844,0.604,0.751
CTRB1,-0.02898,0.569,0.751
RNF5P1///RNF5,0.0389745,0.713,0.751
LOC105370094,0.2624803,0.654,0.751
ZNF32-AS1,0.149439,0.653,0.751
LOC107986476,0.1023864,0.653,0.751
PABPC4-AS1,-0.1054141,0.653,0.751
LOC105369515,0.1714686,0.653,0.751
LOC105378311,-0.03986118,0.604,0.751
H3C13,0.192676,0.653,0.751
PHKA2-AS1,-0.0875845,0.655,0.752
LOC105375038,0.3808069,0.655,0.752
SRP14-DT,0.0945973,0.655,0.752
TRNN,-0.1957594,0.654,0.752
LOC105371566,0.1168505,0.654,0.752
LOC100996756,-0.09262046,0.605,0.752
LOC101929872,0.06740646,0.605,0.752
BTNL10,-0.028,0.57,0.752
FAM85B,0.1507101,0.655,0.752
MIR3936,0.1562676,0.657,0.753
ARHGAP29-AS1,-0.2226099,0.657,0.753
SDR42E2,0.1396615,0.656,0.753
LOC102724528,0.1546917,0.657,0.753
LOC101059948,0.03690225,0.607,0.753
C10ORF95-AS1,0.1011805,0.658,0.754
FAM86B2-DT,0.0906816,0.658,0.754
LOC107987366,0.1751521,0.657,0.754
LOC107984876,0.1523895,0.658,0.754
LINC00648,0.05918558,0.608,0.754
LOC100507630,0.04449424,0.608,0.754
LOC105376081,0.05381574,0.608,0.754
ACOT1///ACOT2,-0.10562658,0.607,0.754
FAM157B,-0.117734,0.658,0.754
C20ORF204,0.1584683,0.659,0.755
LOC105379827,0.1057543,0.659,0.755
LOC105378719,-0.166065,0.659,0.755
LINC01487,-0.03183725,0.61,0.755
LOC105375023,0.2488863,0.66,0.755
LINC00463,0.03658226,0.609,0.755
IFNL3///IFNL2,-0.04141221,0.61,0.755
LOC102724749,-0.2092754,0.659,0.755
LOC100133267///DEFB130,0.0345918,0.717,0.755
LOC101927331,0.05028925,0.611,0.756
LOC105378519,-0.1687378,0.66,0.756
LOC105379082,-0.1070247,0.66,0.756
TRC-GCA19-1,0.2093995,0.66,0.756
GPR199P,0.0858203,0.661,0.757
MIR2110,0.1549904,0.662,0.757
NBPF26,0.0984495,0.661,0.757
SNORD10,-0.1213569,0.662,0.757
SNORA73A,0.1438781,0.662,0.757
NUTM2E,-0.1006517,0.662,0.757
LOC105371755,-0.1501466,0.662,0.757
PDCD6IPP2,0.1153093,0.662,0.757
LINC00210,0.04663734,0.612,0.757
LINC01266,-0.1384452,0.663,0.758
MIR1285-1,0.2147548,0.663,0.758
LOC112267934,-0.1639272,0.663,0.758
MIR636,-0.1764345,0.663,0.758
SNORA17B///SNORA17A///SNHG7,-0.2020566,0.49,0.758196
RNU1-2,0.1356621,0.664,0.759
LOC105373302,-0.1363305,0.665,0.76
LOC105377291,0.1023605,0.666,0.76
LOC105379346,0.1247894,0.666,0.76
RNU1-4,0.1341762,0.666,0.76
LINC02691,0.1494353,0.665,0.76
LYSET,0.1055931,0.665,0.76
OR5AC2,0.0197495,0.723,0.76
LINC00271,0.05430216,0.616,0.76
DENND10P1,0.0912217,0.666,0.761
LOC105374690,0.05298489,0.617,0.761
LOC105378604,0.1015429,0.667,0.762
IFNA21///IFNA17///IFNA16///IFNA14///IFNA10///IFNA7///IFNA4,-0.0172986,0.726,0.762
ACTBP9,-0.10009524,0.618,0.762
LOC105369477,0.0860524,0.67,0.763
CFAP410,-0.0860442,0.669,0.763
LOC107987042,0.1097419,0.67,0.763
RXYLT1,0.0785228,0.67,0.763
LOC105378833,0.1426397,0.669,0.763
LOC112268186,-0.1917586,0.67,0.763
LOC107984984,0.102239,0.67,0.763
LOC105374505,-0.1816602,0.67,0.763
COX10-AS1,0.08712257,0.62,0.763
LOC101929645,0.04335813,0.619,0.763
LAMTOR5P1,-0.0297777,0.726,0.763
LOC101928844,0.05153365,0.622,0.764
CH17-408M7.1///LOC101929257///LOC101927468,0.05345626,0.622,0.764
LOC105376257,0.1109828,0.67,0.764
MIR5002,0.2475311,0.67,0.764
PWRN2,0.05268046,0.623,0.765
ARSD-AS1,-0.1094143,0.672,0.765
SNORD116-10,0.0270214,0.729,0.765
LOC145945,0.06809415,0.623,0.765
NME2P1,-0.0477925,0.586,0.765
NPY1R///NPY1R,-0.03656015,0.716,0.766
LOC100127974,0.02902813,0.624,0.766
ZNF729///ZNF43,-0.06425899,0.624,0.766
PHOSPHO2-KLHL23///KLHL23,-0.02711382,0.625,0.766
CCDC198,-0.1671683,0.673,0.766
LOC107985119,-0.0780693,0.673,0.766
LOC100287525,-0.0426775,0.588,0.766
LOC105373255,-0.1035751,0.675,0.767
ATP5MC2,-0.070736,0.674,0.767
RADX,-0.1601361,0.674,0.767
CRACDL,-0.1392789,0.674,0.767
LOC101928314,0.03326872,0.626,0.767
LOC100131626,-0.1257505,0.674,0.767
ELAC2///HMGA2///HMGA2,-0.0226168,0.732,0.767
MIR4453///DKFZP434I0714,-0.07604709,0.628,0.768
GOLGA8M///GOLGA8IP,0.05178994,0.627,0.768
LOC147004,0.06357823,0.627,0.768
LOC105376713,0.1493789,0.676,0.768
VPS35L,0.055739,0.675,0.768
LOC101927056,-0.3291967,0.506,0.768009
MRPL42P5,-0.2989442,0.507,0.768212
GATC///SRSF9,0.041401,0.629,0.769
SLX1A-SULT1A3,0.0803249,0.676,0.769
LOC100505912,0.03601,0.593,0.769
FAM138A,-0.0257325,0.593,0.769
LOC107985149,0.1475154,0.677,0.769
HIST2H2BF,-0.2462177,0.509,0.769766
FAM155A-IT1,-0.03174541,0.63,0.77
UNQ6494,0.0273,0.594,0.77
ZNF236-DT,-0.1743197,0.678,0.77
MIR2682///MIR137///MIR137HG,-0.03088454,0.63,0.771
LOC105374768,0.03817838,0.631,0.771
SELENOO-AS1,-0.0554873,0.679,0.771
LOC101927292,0.03191125,0.631,0.771
MISFA,0.0927123,0.678,0.771
HTR3E,0.2477674,0.511,0.771164
NALT1,-0.05484086,0.632,0.772
FBXO38-DT,-0.1405726,0.681,0.772
LOC112268038,0.1232354,0.68,0.772
LINC02256,-0.0831043,0.68,0.772
PTPRN2-AS1,-0.1319215,0.68,0.772
DHRS4L2,-0.0789492,0.68,0.772
LOC105377771,0.1011007,0.68,0.772
SNORA63B,-0.1560878,0.681,0.772
IL23A///TRBV19,0.0412104,0.633,0.773
MIR452///MIR224///GABRE,-0.06239614,0.634,0.773
LOC101927516,-0.03092537,0.633,0.773
LOC102723878,0.1673669,0.681,0.773
LOC105372143,-0.1379146,0.681,0.773
SEPTIN7-DT,0.1893385,0.681,0.773
OR13C3,-0.0271873,0.738,0.773
BORCS7-ASMT,-0.1059356,0.682,0.774
LOC101928344,0.0944625,0.683,0.774
LYNX1-SLURP2,-0.1551483,0.683,0.774
LOC101926967,-0.07869011,0.635,0.774
FAM181A-AS1,0.03705111,0.635,0.774
OR9A1P,0.03112341,0.636,0.775
LOC101927138,0.03979414,0.637,0.775
FAM205C,0.06993155,0.636,0.775
PDE4DIPP7,0.1291271,0.683,0.775
LINC02766,0.1162306,0.684,0.775
LOC101926994,0.1535524,0.684,0.775
LOC107984190,0.1315211,0.684,0.775
WTH3DI///RAB6A,0.08274295,0.638,0.776
EXOSC7///CLEC3B,-0.19812556,0.638,0.776
TNFAIP8L2-SCNM1,-0.0989758,0.685,0.776
LY6G5B///CSNK2B,-0.08068789,0.638,0.776
SNORD108,-0.1861719,0.686,0.777
LOC101929607,-0.03314524,0.639,0.777
LOC100507412,-0.1229646,0.686,0.777
OR2AP1,0.0269482,0.743,0.778
H2BC20P,0.1332498,0.687,0.778
RELA-DT,-0.112394,0.689,0.779
IDS2,0.1017172,0.689,0.779
ZNF32-AS2,0.1086077,0.689,0.779
LOC112268123,0.1093367,0.689,0.779
DDX19A-DT,-0.1027534,0.689,0.779
LINC02794,0.1930186,0.688,0.779
LOC400548,0.04975361,0.642,0.779
OR7A17,-0.030285,0.608,0.779
TTTY6B///TTTY6///TTTY6B///TTTY6,0.028255,0.746,0.78
AOAH-IT1,0.1868971,0.69,0.78
LOC107984833,0.1504588,0.689,0.78
LOC105371314,0.1240202,0.691,0.78
MIR1843,-0.1489738,0.69,0.78
AS-PTPRE,0.112972,0.691,0.78
LOC107987206,-0.1542018,0.691,0.78
RN7SL1,-0.1542168,0.691,0.78
SLC49A3,-0.061687,0.691,0.78
RDH10-AS1,0.1656395,0.691,0.78
LOC107987044,0.1503962,0.691,0.78
LOC101928495,0.04138212,0.642,0.78
CADM2-AS1,0.02837881,0.643,0.78
LOC107984910,0.2235102,0.691,0.78
LINC00582,0.06381118,0.644,0.781
OR5V1///OR11A1,0.0193414,0.747,0.781
RBM38-AS1,0.1441519,0.691,0.781
LOC105373184,-0.1775054,0.692,0.781
LOC730668,-0.1662493,0.693,0.782
P4HA2-AS1,-0.0852444,0.694,0.782
ABITRAM,0.0894239,0.693,0.782
LOC107984745,-0.112539,0.693,0.782
ZNG1B,0.0683871,0.693,0.782
LOC105379271,-0.1111865,0.693,0.782
LIMS4,-0.0845993,0.694,0.783
LEMD1-AS1,0.02775033,0.647,0.783
LOC101929047///HERC2,0.05161342,0.647,0.783
FCGR1BP,0.2011913,0.694,0.783
UNC13C///UNC13C,0.0260868,0.748,0.783
LOC102723543,0.1136514,0.694,0.783
LOC105378988,-0.1718346,0.696,0.784
LOC105377223,-0.7316934,0.696,0.784
LOC100130872///SPON2,-0.11135715,0.648,0.784
LOC101927196,-0.04035582,0.649,0.784
GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE2E///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE2C///GAGE1,0.03513595,0.649,0.784
OR1E2///OR1E1,-0.03979364,0.648,0.784
GAGE12F///GAGE12B///GAGE12G///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4,-0.06159559,0.649,0.784
LOC100505570,0.0247975,0.615,0.784
SHROOM3-AS1,0.1123999,0.697,0.785
ATP5MGL,0.1586391,0.697,0.785
LOC107985567,-0.0929412,0.697,0.785
LOC100996542,-0.06906918,0.649,0.785
LOC100499489,0.04243633,0.65,0.785
OR51A2,-0.0327855,0.751,0.785
KIAA1257,-0.3695452,0.534,0.785215
LOC102724517///NLK,0.05933107,0.651,0.786
DDX53,-0.02915314,0.651,0.786
ARHGEF34P///OR2A7///OR2A4,-0.06221541,0.65,0.786
LOC100505782,0.03959665,0.651,0.786
CLEC18A///CLEC18C,0.0365227,0.651,0.786
HPR///HP,0.28220341,0.651,0.786
NUDT16L2P,-0.0987079,0.699,0.786
GOLGA2P2Y,-0.3336021,0.536,0.786774
LOC105370047,0.0789315,0.7,0.787
PIP4P1,-0.0634939,0.699,0.787
LOC107986578,-0.1388704,0.699,0.787
MIR29C,-0.151979,0.699,0.787
PRDM6-AS1,0.1644123,0.7,0.787
EXOSC10-AS1,0.1258192,0.699,0.787
LOC101928943,0.03854369,0.653,0.787
HADHAP1,0.02917929,0.653,0.787
TNRC17,-0.0624302,0.7,0.787
MIR302CHG,-0.125097,0.7,0.787
SCARNA13,0.1178804,0.7,0.787
H4C1,-0.1930248,0.701,0.788
SNORD76///GAS5,0.0348586,0.754,0.788
LOC105374810,-0.1362679,0.702,0.788
H2AC16,0.2934614,0.702,0.788
MIR3654,-0.1137089,0.702,0.789
LOC105370926,-0.149425,0.703,0.789
IRF8,0.1049336,0.702,0.789
LOC105371430,0.1697476,0.702,0.789
LOC107984841,0.0847162,0.703,0.789
MIR3176,-0.1498066,0.703,0.789
MYORG,-0.0710097,0.704,0.79
LOC339298,-0.0336136,0.655,0.79
LOC646484,0.04714873,0.656,0.79
LOC101929974///LINC01257,0.02750968,0.657,0.791
LOC105376322,0.1161523,0.706,0.791
POGLUT2,0.107115,0.706,0.791
LOC399884,0.03194929,0.657,0.791
RAB4B-EGLN2///EGLN2///RAB4B,0.07489711,0.657,0.791
LOC107984285,0.1275451,0.706,0.791
MIR1-1,0.0313623,0.759,0.792
AKR1C8P,0.024075,0.759,0.792
PDZK1P1///PDZK1,-0.0163382,0.759,0.792
ITPR3-AS1,-0.098153,0.707,0.792
LOC100506504,-0.03506244,0.658,0.792
LOC112268163,-0.0951051,0.707,0.792
LOC101929761,0.05628469,0.658,0.792
LOC101927972,-0.04628761,0.659,0.792
LOC105374042,0.02762092,0.659,0.792
NPPA-AS1,0.0686671,0.709,0.793
LOC105376026,0.1244662,0.708,0.793
LOC102725408,0.04762806,0.661,0.794
EIF3J-DT,-0.0788571,0.71,0.794
LINC00565,0.04395688,0.661,0.794
KCNU1,0.05286027,0.661,0.794
OR6C6,-0.0190327,0.761,0.794
LOC392364,0.0295341,0.761,0.794
MLK7-AS1,0.03976331,0.662,0.794
LINC01505,0.03489689,0.661,0.794
LINC02982,-0.1313389,0.71,0.794
LAMTOR5-AS1,0.05731475,0.663,0.795
LINC01526,-0.03999021,0.663,0.795
UGT1A1,0.03306923,0.664,0.796
DKFZP564H213,-0.04330089,0.664,0.796
ATP11AUN,0.0223273,0.763,0.796
LOC613038,-0.138775,0.712,0.796
LOC105374076,0.1695467,0.711,0.796
MGC16275,0.021235,0.633,0.796
LOC101926963,0.06661039,0.664,0.796
HNF4A-AS1,-0.02618812,0.665,0.796
LOC401098,-0.0771375,0.634,0.797
LOC107986522,0.1332038,0.713,0.797
ERCC6L2-AS1,0.05806,0.713,0.797
LOC101929050,0.03166688,0.666,0.797
DENND2B-AS1,-0.0868195,0.713,0.797
CYP4F30P///CYP4F62P///FAR2P1,0.0197686,0.764,0.797
LOC285422,0.04662951,0.666,0.797
OR10V1,-0.0264855,0.764,0.797
LOC102724387,-0.10680852,0.665,0.797
LOC105378721,0.0669501,0.714,0.798
LOC107986463,-0.1439468,0.715,0.798
OR5T2,0.0271768,0.766,0.798
LINC02649,0.092782,0.714,0.798
MARCHF9,-0.0643019,0.714,0.798
IFNA21///IFNA17///IFNA14///IFNA13///IFNA10///IFNA6///IFNA1,0.0207918,0.765,0.798
TMCO6///IK,0.05120472,0.668,0.799
LOC102723696,0.065618,0.716,0.799
IGFL4,0.0265914,0.767,0.799
LOC107987153,0.1308869,0.715,0.799
BUD23,-0.0579068,0.717,0.8
LOC105375378,0.1350176,0.718,0.8
LOC105372630,0.1313397,0.717,0.8
LOC105373077,0.0948867,0.716,0.8
LOC105373975,-0.1319879,0.717,0.8
MIR4763,0.1601121,0.717,0.8
LOC112543491,-0.1027379,0.718,0.8
LOC101927523,0.04602965,0.67,0.8
MTRNR2L6,0.071465,0.639,0.8
LOC105376154,0.1411249,0.718,0.8
ZBED10P,-0.0833912,0.719,0.801
LOC107987121,-0.1542409,0.718,0.801
ZNF259P1///ZPR1,-0.06769852,0.672,0.801
LOC100507395,0.05687799,0.672,0.801
IFNA6///IFNA5,0.03633407,0.672,0.801
LOC105379143,0.03649294,0.672,0.801
LOC100422556,-0.101794,0.718,0.801
OSER1-DT,-0.1038913,0.719,0.801
TRGC2,-0.1731357,0.718,0.801
XAGE-4,-0.0324341,0.769,0.801
GUSBP17,0.1362905,0.72,0.802
LOC107984438,0.0715692,0.72,0.802
LOC100129129,0.03439864,0.674,0.802
MGC4859,0.03302529,0.674,0.802
TUBB7P,0.03809454,0.674,0.802
LOC100506272,-0.04105103,0.674,0.802
LOC112268056,-0.0836634,0.72,0.802
ARHGEF2-AS2,0.121802,0.721,0.802
LOC105375115,0.04558292,0.675,0.803
CEP170P1,0.0905228,0.722,0.803
HSPA12A-AS1,0.1597859,0.721,0.803
LOC112267866,-0.0705274,0.722,0.803
LOC105371307,0.02361341,0.674,0.803
LOC107986290,-0.1027591,0.722,0.803
LOC105370579,0.0963883,0.722,0.803
TRNR,-0.1564915,0.722,0.803
MLF1-DT,-0.1299934,0.723,0.804
LOC105375363,-0.0885891,0.723,0.804
LOC107986821,0.163523,0.723,0.804
LOC101559451,-0.03188125,0.676,0.804
CYP2G1P,0.0495723,0.773,0.804
GLCCI1-DT,0.1483935,0.724,0.805
LOC112268218,0.0737908,0.725,0.805
LOC105371716,0.1284648,0.724,0.805
MIF4GD-DT,-0.097763,0.724,0.805
LOC101927641,0.03764912,0.677,0.805
LINC01399,-0.1903215,0.571,0.805737
MIR6773///ESRP2,-0.06361719,0.679,0.806
LOC283484,-0.03612235,0.679,0.806
TBC1D26///TBC1D28,-0.0232127,0.775,0.806
LOC101928504,0.04149715,0.679,0.806
SNX29P1///SNX29P2,0.04493702,0.679,0.806
LOC105376514,-0.0986015,0.725,0.806
LOC105376579,-0.1380456,0.725,0.806
SNHG28,0.0741317,0.726,0.807
LOC107986152,0.0779836,0.726,0.807
DENND10,0.0551158,0.726,0.807
MRTFA-AS1,0.1062439,0.726,0.807
LOC107985898,0.1003541,0.728,0.808
GNAS-AS1,-0.03661866,0.684,0.809
SLX1B-SULT1A4///SLX1A-SULT1A3///SLX1A///SULT1A4///SLX1B///SULT1A3,-0.05222177,0.683,0.809
LOC100507201,0.02501718,0.682,0.809
LOC105371056,0.0995007,0.73,0.81
LOC105377443,0.03216282,0.685,0.81
CRYBB2P1///CRYBB2,0.11664218,0.685,0.81
LOC107985544,-0.070104,0.731,0.81
LOC112268246,-0.074147,0.731,0.81
BOLA3-DT,0.0751949,0.73,0.81
LOC105369171,0.1275682,0.73,0.81
MIR1296,-0.1389475,0.73,0.81
NBPF12,0.0601894,0.731,0.81
BTF3P9,0.0171418,0.78,0.811
AJM1,0.0944465,0.732,0.811
IFNA13///IFNA1,0.04654836,0.686,0.811
LOC107986190,-0.1074726,0.732,0.811
GAPDH-DT,0.0729369,0.732,0.811
LOC107985692,-0.127285,0.732,0.811
LINC00561,0.03809969,0.686,0.811
LOC107985524,-0.0621829,0.731,0.811
LOC105372426,0.0695529,0.733,0.812
LOC107985678,0.102014,0.734,0.812
LINC01049,0.04205151,0.687,0.812
LOC105372953,0.03833203,0.687,0.812
KRTAP20-3,0.0204764,0.782,0.812
SNORA87,-0.1129211,0.735,0.813
DIP2C-AS1,0.0769145,0.735,0.813
RNF227,-0.0722303,0.735,0.813
LOC100506125,0.2339986,0.584,0.813727
RNA45SN5,0.1236999,0.735,0.814
H4C4,0.1424663,0.736,0.814
WRB-SH3BGR///WRB,0.2161523,0.585,0.814176
LOC389705,-0.2031657,0.586,0.814542
LOC112267988,0.1060247,0.737,0.815
LOC105371912,-0.1463459,0.738,0.816
H2BC21,0.1001259,0.738,0.816
LOC107984871,0.094939,0.739,0.816
LOC105377452,0.0899476,0.739,0.816
H3C7,0.1774673,0.738,0.816
MGC12488,-0.06373407,0.693,0.817
LOC105372840,0.02996144,0.694,0.817
ETDA,-0.1277811,0.74,0.817
LOC105371871,0.1141646,0.74,0.817
ARMH3,0.0402113,0.739,0.817
LOC105369180,-0.0706056,0.74,0.817
LOC105373089,-0.1575962,0.74,0.817
RAB6C,-0.0848479,0.742,0.818
SNORA81,0.0721576,0.742,0.818
LOC100287036,0.08332,0.741,0.818
LINC00343,0.02372102,0.695,0.818
LOC440862///ATP6V1E2,-0.04707753,0.696,0.818
RGPD2///RGPD1,0.10405179,0.697,0.819
TSPY10///TSPY8///TSPY4///TSPY3///TSPY1,0.03898894,0.697,0.819
DEFB105B,0.022365,0.668,0.819
LOC101929715,0.02869497,0.696,0.819
LOC101927657,-0.0358002,0.697,0.819
LOC101928845,-0.01895,0.668,0.819
MIR6836///SNX8,0.09058274,0.696,0.819
OR11H12,0.02147,0.668,0.819
LOC100129550,-0.08526784,0.697,0.819
CTSLP8,-0.10484351,0.696,0.819
LOC107984346,0.0831554,0.742,0.819
SNORA77,0.1088354,0.742,0.819
FLJ41455,0.08602187,0.698,0.82
RPL13AP5///RPL13AP6///SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A,-0.0336041,0.698,0.82
SNORD118,0.1039192,0.744,0.82
LOC105372511,-0.1384238,0.744,0.82
KRTAP9-2,-0.023545,0.67,0.82
LOC101060424///LOC653786///OTOA,-0.03619637,0.699,0.821
KRTAP20-2,-0.0231323,0.792,0.821
HOXA10-AS///MIR196B,0.02822576,0.699,0.821
LOC101930349///LOC101930344///CGNL1,0.09198453,0.701,0.822
LRP2BP-AS1,-0.0865294,0.746,0.822
NUTM2B-AS1///NUTM2A-AS1,0.06569124,0.703,0.823
IQCF4,-0.0197975,0.674,0.823
FAUP4,-0.129286,0.747,0.823
LOC100507205,0.019965,0.675,0.823
LOC105378260,0.1010752,0.747,0.823
KHDC1L,0.02642465,0.704,0.824
LOC101927040,0.03673313,0.703,0.824
CSTF3-AS1,-0.01918205,0.704,0.824
LOC101929019,0.03406088,0.705,0.824
H4C14,0.1045169,0.748,0.824
PRB2,-0.2074462,0.604,0.82411
SNAP25-AS1///LOC100130694,0.2029175,0.605,0.82464
PDCD6-DT,-0.1434551,0.75,0.825
LOC101928464,0.04375094,0.707,0.826
LOC101928725,0.04028699,0.707,0.826
RNVU1-14,-0.1418109,0.751,0.826
LOC107984760,0.1068363,0.751,0.826
SKINT1L,-0.02254,0.68,0.827
LOC112268057,0.0822878,0.752,0.827
MIR6757,-0.1078281,0.752,0.827
LOC101928809,0.02265494,0.71,0.828
LOC105372507,-0.1205948,0.753,0.828
TET2-AS1,0.1213902,0.753,0.828
DNAAF9,-0.0318327,0.753,0.828
FLJ12120,-0.07138673,0.71,0.828
HOXD-AS2,0.05059802,0.712,0.829
LOC100506538,-0.03731509,0.712,0.829
MHENCR,0.0756462,0.754,0.829
INTS11,0.040248,0.755,0.829
NEPRO-AS1,0.0747936,0.755,0.829
NFIA-AS2,0.03907246,0.714,0.83
LOC100506124///TTC21B,-0.10425165,0.714,0.83
MIR133A1HG///MIR133A1,-0.0273373,0.803,0.831
CTAGE8///CTAGE4///CTAGE9///CTAGE15,-0.08665417,0.715,0.831
NKX1-1,-0.04722086,0.714,0.831
LOC101927876,-0.02566319,0.714,0.831
LSAMP-AS1,0.03801609,0.715,0.831
NUS1P3,0.05444535,0.716,0.831
TRNL2,0.1066398,0.757,0.831
LOC112268304,-0.0931357,0.757,0.831
LOC100996741///LINC00869,-0.08644094,0.717,0.832
FAM24B-CUZD1///FAM24B,-0.0193959,0.805,0.832
TMEM183BP,0.0685895,0.758,0.832
DYNC2I2,0.0836341,0.758,0.832
C3ORF79,-0.0274023,0.804,0.832
LOC284578,0.04768752,0.719,0.833
LOC101928661,0.03330228,0.719,0.833
LOC100129380,0.03353718,0.718,0.833
LOC107985787,-0.0774566,0.759,0.833
LOC107985009,-0.1270085,0.761,0.834
LOC101927391,0.08829107,0.719,0.834
LOC105373552,0.1243615,0.76,0.834
LOC105376340,0.0945258,0.76,0.834
LOC105371711,0.108599,0.761,0.834
HYCC2,0.0330278,0.761,0.834
CIAO3,-0.0561539,0.763,0.835
LOC107984308,-0.0979527,0.762,0.835
LOC105378647,0.1103124,0.762,0.835
OR51F2,-0.0181968,0.808,0.835
LOC100288637///OTUD7A,-0.0258595,0.807,0.835
LOC101928850,0.04190397,0.723,0.836
LINC00564,0.02354773,0.723,0.836
LOC105371481,-0.0584774,0.764,0.836
ZBTB7C-AS1,0.0885703,0.765,0.837
LOC105376391,0.1357653,0.765,0.837
SAMMSON,-0.02088773,0.724,0.837
LOC101928741,0.04295972,0.724,0.837
LOC102724672,0.1005578,0.765,0.837
LOC105376106,0.0944599,0.766,0.837
LOC105371809,0.03912088,0.727,0.838
LOC283177,0.03813763,0.727,0.838
LINC01085,0.0224071,0.726,0.838
LOC101928405,0.04195445,0.726,0.838
LOC100287877,-0.03250051,0.726,0.838
OR10K1,0.0155718,0.811,0.838
LOC101930071///LIPE-AS1,0.02825127,0.726,0.838
RNF32-DT,-0.0670073,0.766,0.838
LOC645195,-0.0318575,0.7,0.839
LOC105370737,-0.02568721,0.728,0.839
LOC105377623,0.125561,0.768,0.839
MIR200CHG,0.1371289,0.768,0.839
LOC105374333,0.0769733,0.768,0.839
TTTY6,0.1676391,0.631,0.839198
LOC101927293,-0.108423,0.77,0.84
DOCK8-AS2,0.0958166,0.77,0.84
LOC107984737,-0.0853695,0.77,0.84
ITFG1-AS1,-0.097585,0.77,0.84
PRR9,-0.09454513,0.729,0.84
SNORA31,-0.0805917,0.77,0.84
MIR4467///LRWD1,-0.05487579,0.731,0.841
FLJ45513///TAC4,0.04344689,0.731,0.841
RBMY1J///RBMY1E///RBMY1D///RBMY1B///RBMY1A3P///RBMY1F///RBMY2FP///RBMY1A1,-0.0104791,0.814,0.841
BACE1-AS,-0.0706828,0.771,0.841
LOC107985155,-0.1137955,0.771,0.841
ND4L,-0.0722028,0.771,0.841
YJU2B,-0.0535777,0.771,0.841
SNRPN///IPW,-0.2246935,0.635,0.841145
CXORF51B,0.1608749,0.636,0.841384
SOX5P1,0.03467943,0.731,0.842
LOC102723724,0.1219426,0.773,0.842
LOC105374709,0.1214027,0.772,0.842
LOC101927313,0.02807885,0.732,0.842
PWARSN,-0.0462134,0.773,0.842
ZNRF2P2,0.1012542,0.773,0.842
LOC105375787,-0.1128007,0.772,0.842
LINC01694,-0.1322614,0.773,0.842
FRG1CP///LOC283788,-0.10385812,0.733,0.842
LOC101929595,-0.2097626,0.637,0.842353
DUX4L24///DBET///LOC100291626///DUX4///LOC100288289///LOC100287823///LOC100133400///DUX4L2///DUX4L3///DUX4L5///DUX4L6///DUX4L7///LOC652301///DUX4L4///DUX4L8///DUX3///DUX4L1,-0.03537869,0.734,0.843
LOC100506725,-0.08525216,0.734,0.843
LOC102724842,0.03802426,0.733,0.843
LOC101927653,0.03957645,0.734,0.843
LOC101929406,-0.0412896,0.734,0.843
LOC102724640,0.03255647,0.735,0.844
MIR124-3,-0.0166009,0.818,0.844
MIR12114,0.1290625,0.776,0.845
LOC102724197///LOC100132705///GGT2///GGT8P///GGTLC1///GGTLC2///GGT3P///GGT1,-0.0397676,0.737,0.845
HIST1H4PS1,-0.02794397,0.738,0.845
BLTP1,0.0426962,0.776,0.845
LINC00992,0.03857685,0.737,0.845
SHANK2-AS1,0.0938982,0.777,0.845
LOC105371059,-0.0887822,0.777,0.845
OR8B4,0.0186077,0.82,0.846
RNA45SN4,0.1076825,0.777,0.846
