gene,tissue,logFC,adj_p_value
POLE,Kidney,-1.3747454,0.00332
POLE3,Kidney,-0.7185996,0.000176
POLN,Kidney,-1.3786132,0.00289
POLR2A,Kidney,0.901,0.000771
POLR2D,Kidney,0.8270493,0.00471
POLR3C,Kidney,0.699626,0.00671519
POM121,Kidney,1.535548,1.59e-06
POMK,Kidney,0.7933243,0.0218
PON1,Kidney,-1.9047402,0.000152
POTEM,Kidney,2.385761,1.16e-06
POU1F1,Kidney,-1.5148941,0.00105
POU3F1,Kidney,-0.7012505,0.00169771
POU5F1P3,Kidney,1.9392241,2.84e-08
POU5F1P4,Kidney,2.234976,1.64e-06
PP12708,Kidney,-0.9738494,0.0224
PP7080,Kidney,0.9290101,0.0238
PPA1,Kidney,-0.7779377,0.00392
PPCDC,Kidney,1.694872,7.81e-07
PPIA,Kidney,0.8547888,0.00389
PPIAL4A,Kidney,0.7831383,0.00209
PPIC,Kidney,-1.4519106,1.72e-08
PPM1F,Kidney,1.24,0.0077
PPM1G,Kidney,0.652,0.00426
PPM1M,Kidney,0.86,0.0207
PPME1,Kidney,0.7467007,0.00588
PPP1R14A,Kidney,1.2,0.00189
PPP1R14B,Kidney,-0.6637419,0.0105
PPP1R16B,Kidney,-1.0248899,6.87e-05
PPP1R17,Kidney,-1.4168966,0.00258
PPP1R2P1,Kidney,-1.4585678,0.00104
PPP1R2P2,Kidney,-1.2687243,0.0411
PPP1R2P9,Kidney,-1.3145259,0.00582
PPP2R5A,Kidney,-0.7265905,0.00192
PPP4R3CP,Kidney,-1.67439,0.00166
PPP5D1,Kidney,-1.2889831,0.00202
PPRC1,Kidney,0.64493851,6.78e-05
PPTC7,Kidney,-0.9774498,0.00137
PRAMEF1,Kidney,-1.5174598,0.00746
PRANCR,Kidney,-0.908,0.042
PRCAT47,Kidney,-1.5516273,0.00132
PRDM2,Kidney,-0.9079913,0.00239
PRDM4-AS1,Kidney,-0.7891838,0.0282
PRELID2,Kidney,-0.7006678,0.000132
PRG2,Kidney,-1.5576985,0.0041
PRKAG2-AS2,Kidney,-1.13,0.0276
PRKAR1B-AS2,Kidney,-1.13,0.0302
PRKCD,Kidney,-0.641039,2.52e-05
PRKCI,Kidney,-0.8632019,0.000826
PRKCQ,Kidney,0.5905068,0.00441
PRKY///PRKX,Kidney,1.5479423,0.00175143
PRMT5,Kidney,1.6917595,0.000912
PRMT6,Kidney,-1.1568723,5.78e-06
PRMT7,Kidney,0.59108804,0.00651
PRO0471,Kidney,-1.5766832,0.00113
PRO1082,Kidney,-1.4931331,0.00102
PRO1483,Kidney,-1.5165969,0.000753
PRO1596,Kidney,-1.5391362,0.000802
PRO2012,Kidney,-1.5948403,0.000664
PRO2214,Kidney,-1.5854545,0.00104
PRO2949,Kidney,-1.1362117,0.0297
PRO2958,Kidney,-1.410579,0.00235
PRO2964,Kidney,-1.7559005,0.000973
PROCA1,Kidney,0.883845,0.00102
PRODH2,Kidney,-1.0070761,0.000869
PROSER2-AS1,Kidney,-1.5489737,0.000655
PROZ,Kidney,-1.0104821,0.03488702
PRPF19,Kidney,1.6955369,5.47e-05
PRPF3,Kidney,0.6992883,0.000904
PRPF38A,Kidney,-0.8392348,6.43e-05
PRPF40B,Kidney,0.722,0.0209
PRPF6,Kidney,0.609,0.0171
PRR5,Kidney,-0.7221082,0.0154
PRR5-ARHGAP8,Kidney,0.7125832,0.024
PRR5-ARHGAP8///ARHGAP8,Kidney,0.6800108,0.01198755
PRR5L,Kidney,0.74896789,4.79e-06
PRRG2,Kidney,-0.6656542,0.01467186
PRSS33,Kidney,-1.3030539,0.00529
PRSS37,Kidney,-1.1803561,0.0109
PRSS50,Kidney,2.3142687,7.26e-06
PRSS54,Kidney,-1.0995796,0.017
PRSS58,Kidney,-1.3653637,0.00732
PSAPL1,Kidney,-1.0744116,0.0202
PSCA,Kidney,0.9954265,0.0312
PSD2,Kidney,-1.6561275,0.00125
PSEN2,Kidney,-0.7185821,0.00207
PSG3,Kidney,-1.3963796,0.00204
PSG8,Kidney,-1.2268744,0.0064
PSMA8,Kidney,-1.4318843,0.00233
PSMB1,Kidney,-0.7219891,0.00141
PSMD6-AS2,Kidney,-2.47,1.61e-05
PSMG1,Kidney,-0.8904899,0.000772
PSMG3-AS1,Kidney,0.9031895,0.00745
PTBP3,Kidney,1.3340199,0.00193653
PTCRA,Kidney,-0.9640236,0.000906
PTDSS1,Kidney,-0.6129011,0.016
PTGER4P2-CDK2AP2P2,Kidney,-1.1070035,5.86e-06
PTGES3L-AARSD1,Kidney,0.6344745,0.0482
PTH1R,Kidney,-0.8199058,0.000585
PTH2,Kidney,-0.7759138,0.00202
PTMA,Kidney,-1.4713148,7.44e-08
PTPMT1///KBTBD4,Kidney,0.8982275,0.01452622
PTPN4,Kidney,-0.723,0.0145
PTRHD1,Kidney,0.6064092,0.00126
PURPL,Kidney,-0.654,0.0444
PVALB,Kidney,-1.8764509,4.41e-06
PVRIG,Kidney,0.74604704,0.00632
PWAR1,Kidney,-1.608379,5.32e-05
PWARSN,Kidney,-0.931,0.0383
PXN-AS1,Kidney,0.9571776,0.0346
R3HDM4,Kidney,0.8567497,0.00471878
RAB10,Kidney,-0.642333,0.000183
RAB11B-AS1,Kidney,1.04,0.0387
RAB11FIP3,Kidney,-0.7408394,0.00526
RAB13,Kidney,0.698,0.0496
RAB19,Kidney,0.8621981,0.0411
RAB4A,Kidney,-0.9231341,0.000267
RAB8A,Kidney,-0.7088169,0.00473
RAB8B,Kidney,-1.3151361,6.54e-06
RABL6,Kidney,0.72,0.0457
RACGAP1P,Kidney,-0.8633173,0.0325
RAD21L1,Kidney,-1.5057243,0.00118
RAD51-AS1,Kidney,1.043041,0.0333
RAD51B,Kidney,-1.0464902,0.0268
RAD9A,Kidney,1.3299073,7.56e-05
RADX,Kidney,-0.7105036,0.0106
RAG2,Kidney,-1.740481,0.00228
RALYL,Kidney,-0.910073,0.00215
RAN,Kidney,-0.8621051,4.93e-05
RAPGEF3,Kidney,1.349005,0.00478
RARG,Kidney,1.82,5.81e-05
RARRES3,Kidney,1.0891865,0.00921631
RASA3,Kidney,1.17,0.00294
RASAL2,Kidney,-0.7909291,0.0191
RASD2,Kidney,2.3635455,1.64e-06
RASGRP4,Kidney,0.930743,0.0349
RASL11A,Kidney,0.7196595,0.0446
RASL11B,Kidney,-1.01374627,0.00134
RASSF10,Kidney,-1.6017058,3.52e-06
RASSF8,Kidney,-0.6442927,0.00981441
RAVER1,Kidney,-1.1083493,0.000708
RB1,Kidney,-0.9635523,0.00076
RBBP4,Kidney,-0.8015123,7.85e-05
RBBP7,Kidney,-0.8078224,0.000135
RBKS,Kidney,-0.7486284,0.01213988
RBM12B-AS1,Kidney,-1.32,0.018
RBM15,Kidney,0.7478137,0.00249
RBM15B,Kidney,-0.82437,3.37e-05
RBM19,Kidney,1.3748203,1.24e-05
RBM23,Kidney,1.0322485,0.0112
RBM27,Kidney,-0.7037338,2.28e-05
RBM33,Kidney,-1.1250013,0.00923
RBM43,Kidney,-1.0530043,0.00255
RBM5-AS1,Kidney,-2.47,0.000104
RBM7,Kidney,-1.260834,7.19e-06
RBMX,Kidney,-0.7791829,0.00116
RBMXL2,Kidney,-1.605742,0.00121
RBMXL3,Kidney,-1.6219181,0.000802
RBMY2EP,Kidney,-1.7351103,0.00382
RBPMS-AS1,Kidney,-1.07,0.0335
RCC1L,Kidney,1.1281717,0.0198
RCC2,Kidney,1.06,0.000362
RCN3,Kidney,1.92162,1.29e-05
RD3L,Kidney,-0.678906,0.00237
RDH14,Kidney,-0.9952855,9.98e-05
RDH16,Kidney,1.1667828,0.000297
REG1B,Kidney,6.0743994,1.24e-15
REG4,Kidney,-1.3291124,0.00405
REM2,Kidney,-1.1790045,0.0155
RERE-AS1,Kidney,-1.08,0.0487
RERG-AS1,Kidney,-1.67,0.0056
RERGL,Kidney,0.83968137,0.00502
RETREG1-AS1,Kidney,-0.975,0.000421
REXO4,Kidney,0.63136862,8.36e-05
RFPL2,Kidney,1.6573867,0.00171
RFPL4B,Kidney,-1.5933293,0.000719
RFT1,Kidney,-0.787272,0.0096
RFX3-DT,Kidney,-1.2011011,0.00132
RFXANK,Kidney,0.6933857,0.00329
RGAG1,Kidney,-1.0157674,0.00202
RGAG4,Kidney,0.8342724,0.0243
RGPD3,Kidney,-1.0351308,0.0446
RGPD4-AS1,Kidney,-1.4438956,0.00101
RGS17,Kidney,-1.5576018,0.00151
RHAG,Kidney,-1.491781,0.000904
RHBDD1,Kidney,-0.8907077,0.0012
RHBG,Kidney,1.136658,0.00722
RHCG,Kidney,-1.7312747,1.14e-05
RHD,Kidney,-1.3055615,0.00297
RHO,Kidney,-0.9106517,6.28e-05
RHOA,Kidney,-1.0831513,1.6e-06
RHOT2,Kidney,1.4621765,0.00143
RHOV,Kidney,1.0595487,0.00811
RHOXF1,Kidney,1.6913299,0.00061
RHOXF2B,Kidney,-1.5000878,0.00244
RHPN2,Kidney,-1.1119486,8.17e-06
RIGI,Kidney,0.6555383,0.000454
RIIAD1,Kidney,-0.7370868,0.00449
RILPL2,Kidney,-0.6961681,0.00716
RIMS3,Kidney,-0.8362389,0.000147
RIN2,Kidney,-1.2938005,1.03e-05
RIPOR2,Kidney,-0.59452813,0.000525
RITA1,Kidney,-0.8939916,0.00123493
RMDN2,Kidney,-0.6459918,0.0469
RMND5B,Kidney,1.0015218,0.00934
RNASE3,Kidney,-1.4964814,0.00169
RNF10,Kidney,-0.8881156,0.000126
RNF113A,Kidney,-0.768481,0.00131
RNF144B,Kidney,-1.3859284,0.009
RNF170,Kidney,-1.0687934,0.000667
RNF185-AS1///RNF185,Kidney,-1.4373327,0.00088
RNF186,Kidney,-1.0635337,0.000178
RNF2,Kidney,-0.9523704,1.66e-07
RNF217,Kidney,-0.671631,0.00881
RNF217-AS1,Kidney,-0.833,0.0283
RNF32,Kidney,-1.5170899,0.00146
RNF32-AS1,Kidney,-1.2538333,0.0144
RNF41,Kidney,-0.8692373,0.000146
RNPEP,Kidney,1.0952779,0.00675
RNU6-501P,Kidney,-1.2944208,0.00646
RNU6-57P,Kidney,-1.1294753,0.0278
RNU6-66P,Kidney,-0.9318242,0.00172
RNU6-68P,Kidney,-0.7925268,0.0355
ROCK1P1,Kidney,-0.9968871,0.000133
ROM1,Kidney,-0.6931308,0.00181
ROPN1L-AS1,Kidney,-0.9528474,0.0468
ROR1,Kidney,0.8244186,0.0231
RORA-AS1,Kidney,-2.64,6.24e-06
RPA1,Kidney,-1.0184463,3.09e-05
RPA2,Kidney,0.6585441,0.02451793
RPE65,Kidney,-1.5568054,0.000851
RPH3A,Kidney,-1.5704065,0.00121
RPL13AP17,Kidney,-1.73,1.66e-06
RPL13AP3,Kidney,-0.7431454,0.0127
RPL13AP5///RPL13AP6///SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A,Kidney,1.077417,0.0374357
RPL14,Kidney,-1.0123646,3.34e-05
RPL19,Kidney,-0.9476123,6.12e-05
RPL19P12,Kidney,-1.74,0.000963
RPL21P44,Kidney,-1.06,0.00257
RPL23AP87,Kidney,-0.7803025,0.000398
RPL34-AS1,Kidney,-1.3966046,0.00195
RPL36A,Kidney,-0.8493371,0.000316
RPL3L,Kidney,-0.5990332,0.00451
RPL6,Kidney,-0.8440629,0.000667
RPP14,Kidney,-0.9486417,0.00074
RPP30,Kidney,-1.4461107,0.000405
RPS10P7,Kidney,-0.6911522,0.00404
RPS12,Kidney,-0.9808859,0.00102
RPS15A,Kidney,-0.93154,0.00131
RPS20P27,Kidney,-0.8055705,0.00151
RPS21,Kidney,0.65378561,0.00175
RPS26,Kidney,-1.0982686,0.000266
RPS27,Kidney,-0.9151009,0.00047
RPS2P32,Kidney,-0.8097712,0.000841
RPS6KA6,Kidney,-0.9464309,0.000675
RPS6P6,Kidney,-0.751607,0.00141
RPSAP36,Kidney,0.5864957,0.0314
RPSAP52,Kidney,0.5873949,0.0476
RPTN,Kidney,-1.5624063,0.00114
RPUSD2,Kidney,-1.1379361,2.53e-06
RRAD,Kidney,-0.8976327,0.00451
RRN3P3,Kidney,1.1782484,0.00958
RRP1,Kidney,-0.6333739,0.00286
RRP1B,Kidney,-1.2102455,1.01e-05
RRP8,Kidney,0.73479171,0.000714
RRS1,Kidney,-0.7924968,0.000283
RSAD1,Kidney,1.3356077,1.45e-08
RSC1A1,Kidney,-0.856304,0.0078
RTL5,Kidney,0.798,0.0219
RTP1,Kidney,-1.6749683,0.00176
RUBCN,Kidney,-1.5182478,0.00193
RUNDC1,Kidney,-1.3396237,5.78e-06
S100G,Kidney,-1.6011494,0.0011
S100P,Kidney,6.5038715,1.43e-20
SAE1,Kidney,0.9239259,0.00402333
SAG,Kidney,-1.2938744,0.00317
SAMD12,Kidney,-1.1709672,3.73e-06
SAMD13,Kidney,-1.0872506,0.00165
SAP130,Kidney,-1.3210799,0.00285
SAR1A,Kidney,-0.9797988,5.32e-05
SARS,Kidney,-0.861366,0.000215
SATB2-AS1,Kidney,-1.0692455,0.0277
SAV1,Kidney,-1.5681073,1.53e-08
SBDS,Kidney,-0.7643602,0.00155
SBF2,Kidney,1.4280261,0.000621
SCAMP1-AS1,Kidney,0.7359817,0.0342
SCAMP5,Kidney,0.5872529,0.0359
SCAMPER,Kidney,-1.5777849,0.00116
SCARB2,Kidney,-1.0561474,1.69e-05
SCCPDH,Kidney,-0.9331927,0.00201
SCFD2-AS1,Kidney,-1.4595954,0.0104
SCG5,Kidney,1.77831694,3.13e-05
SCML2,Kidney,-1.5030272,0.000836
SCOC-AS1,Kidney,-1.5550575,0.00313
SCRN3,Kidney,-0.5891856,0.016
SCRT2,Kidney,-1.5192118,6.01e-06
SDAD1P1,Kidney,-1.4496573,0.000739
SDC2,Kidney,-0.9120142,0.00747
SDE2,Kidney,-1.0419443,4.29e-08
SDF2,Kidney,-0.6120845,0.00643
SDHAP1,Kidney,1.0364268,0.0232
SDHAP4,Kidney,-1.3252943,0.0167
SEC14L3,Kidney,-1.0210445,0.0377
SEC14L5,Kidney,1.4028927,0.00153
SEC24B,Kidney,-0.5947886,0.00323
SEMG1,Kidney,-1.5884814,0.000502
SEMG2,Kidney,-1.7555203,0.00194
SENP3,Kidney,1.2595242,4.87e-05
SENP8,Kidney,-0.9792917,4.51e-06
SEP15,Kidney,-1.1817309,3.06e-06
SEPHS1,Kidney,1.0540355,0.033
SEPT10,Kidney,-0.9595823,0.000211
SEPT12,Kidney,1.4584947,2.59e-05
SEPT14,Kidney,0.7858892,0.0184
SEPT3,Kidney,-1.4887253,0.00374
SEPT7P2,Kidney,1.6528859,0.00499
SEPT9,Kidney,-0.7230942,0.00146
SEPTIN7P13,Kidney,-1.35,0.0106
SEPTIN7P2,Kidney,-0.902,0.00198
SEPTIN9,Kidney,0.759,0.00964
SERPINA13P,Kidney,-1.4425046,0.00123
SERPINB11,Kidney,-1.3910596,0.00168
SERPINB12,Kidney,-1.5250305,0.00193
SERPINB6,Kidney,1.2037473,0.00087
SETBP1,Kidney,-0.859725,0.00304
SETD5,Kidney,1.9459067,1.49e-05
SETD9,Kidney,-0.907546,0.00437
SETP4,Kidney,-1.22526,0.00843
SEZ6L,Kidney,-1.3577949,0.00348
SF3A1,Kidney,0.815,0.00167
SF3B3,Kidney,-0.6906707,0.000774
SFI1,Kidney,0.9317518,3.74e-05
SFR1,Kidney,-1.6431455,1.69e-06
SFT2D2,Kidney,0.67602701,3.72e-06
SFXN5,Kidney,-0.957,0.0111
SGK494,Kidney,1.5746679,0.0237
SGMS1,Kidney,-1.3352385,2.62e-05
SGSM2,Kidney,0.899627,0.00155
SGTB,Kidney,-1.3450627,0.00353
SH2B1,Kidney,1.8824964,2.59e-05
SH2D5,Kidney,-1.2157814,0.00286
SH3BGRL2,Kidney,-0.8822885,0.000303
SH3BP5-AS1,Kidney,-1.0364444,0.00251
SH3PXD2B,Kidney,-0.8396922,0.000641
SH3RF2,Kidney,1.1731781,0.00574
SH3RF3-AS1,Kidney,-1.5006049,0.000675
SH3TC2,Kidney,-1.4635645,0.000903
SHCBP1L,Kidney,-1.4227474,0.00214
SHFM1,Kidney,-0.8160588,0.000614
SHISA9,Kidney,-1.4044677,0.000967
SIAH1,Kidney,-1.0307783,0.000483
SIAH3,Kidney,-1.5866919,0.000594
SIGLECL1,Kidney,-1.4472038,0.00266
SIK2,Kidney,-0.7958727,9.09e-05
SIL1,Kidney,0.86483692,0.000242
SIN3B,Kidney,-0.6762547,0.00386
SIRT4,Kidney,-0.7437849,0.01502288
SIRT5,Kidney,-0.7513741,0.00188
SIRT7,Kidney,1.0423922,0.00488
SIX3-AS1,Kidney,-1.4096972,0.00231
SIX6,Kidney,-1.2920737,0.00387
SKA1,Kidney,-1.7760478,0.00033
SKA3,Kidney,-1.8316342,3.38e-05
SKP1,Kidney,-1.0400991,4.72e-06
SLAIN2,Kidney,-0.9940977,3.95e-05
SLC12A3,Kidney,-1.2169546,0.000151
SLC12A5,Kidney,-1.4012039,0.00337
SLC12A8,Kidney,0.66893099,9.24e-05
SLC13A1,Kidney,-0.94356953,0.00245
SLC16A12-AS1,Kidney,-2.4,0.000238
SLC16A13,Kidney,0.7434184,0.024
SLC17A6,Kidney,-1.3771526,0.00254
SLC22A14,Kidney,0.7974151,0.00587
SLC22A18AS,Kidney,-1.5466858,0.0202
SLC22A7,Kidney,1.3662655,0.0309
SLC22A8,Kidney,-1.1208776,0.00121
SLC23A3,Kidney,-1.61,0.0147
SLC24A1,Kidney,-0.9497311,0.00147
SLC25A18,Kidney,-0.773,0.0211
SLC25A21-AS1,Kidney,-0.9795581,0.0272
SLC25A26,Kidney,-0.8684494,0.00109
SLC25A31,Kidney,-1.6343927,0.00132
SLC25A32,Kidney,-0.9973953,4.2e-06
SLC25A33,Kidney,-1.6346095,2.06e-07
SLC25A51,Kidney,-1.0830069,2.93e-07
SLC25A51P1,Kidney,-0.9772274,1.03e-06
SLC26A10,Kidney,3.0604721,3.52e-07
SLC26A6,Kidney,2.5019428,1.8e-06
SLC27A1,Kidney,-2.0265935,1.97e-06
SLC28A2,Kidney,2.1053467,0.0182
SLC28A3,Kidney,-1.6168012,0.00123
SLC29A2,Kidney,0.937704,0.00404
SLC2A13,Kidney,0.8947624,0.00881
SLC34A1,Kidney,-1.2627572,0.00443
SLC35A4,Kidney,0.6482622,0.00218
SLC35F2,Kidney,-0.8119816,0.00328
SLC36A1,Kidney,-1.2141496,0.0171
SLC38A4-AS1,Kidney,-1.37,0.0274
SLC38A9,Kidney,-0.837,0.00986
SLC44A5,Kidney,-1.564795,0.00111
SLC4A1,Kidney,-0.9099044,0.000323
SLC4A10,Kidney,-1.514135,0.00188
SLC4A9,Kidney,3.1931176,1.54e-07
SLC5A2,Kidney,-0.7000051,0.0114
SLC7A14,Kidney,-1.5090278,0.001
SLC7A6OS,Kidney,-0.7443829,0.000806
SLC7A8,Kidney,-0.59885774,0.00368
SLC8A1-AS1,Kidney,-1.42,0.0417
SLC9A3R2,Kidney,-1.3754043,0.000197
SLCO1B7,Kidney,-1.5208897,0.00101
SLFN5,Kidney,-1.1757404,0.00106
SLIT1,Kidney,-1.4751182,0.00118
SLIT1-AS1,Kidney,-1.5169928,0.000815
SLIT2-IT1,Kidney,-1.5754522,0.000957
SLITRK5,Kidney,-1.5696968,0.0046
SLX4IP,Kidney,-0.6620241,0.0151
SMA5,Kidney,1.0496971,0.0153
SMAD4,Kidney,-1.0457442,5.77e-07
SMARCD3,Kidney,0.77114003,0.00454
SMC5-DT,Kidney,-1.58,0.00559
SMIM10,Kidney,-0.8668063,0.00566
SMIM14,Kidney,-0.7055789,0.00799
SMIM2,Kidney,-0.662,0.042
SMIM2-AS1,Kidney,-1.2,0.0305
SMIM2-IT1,Kidney,-0.673287,0.0245
SMIM9,Kidney,-1.7015555,0.00212
SMKR1,Kidney,-1.3627172,4.17e-05
SMNDC1,Kidney,-0.7938262,0.00149
SMPX,Kidney,-1.2505028,0.00504
SMR3B,Kidney,-1.474188,0.00123
SMS,Kidney,-1.4088115,1.46e-06
SNAPC3,Kidney,-0.7733105,0.000389
SNAR-G1,Kidney,-0.8552857,0.0302
SNED1,Kidney,1.5070465,8.48e-05
SNHG16,Kidney,-0.9441438,4.88e-05
SNHG17,Kidney,1.9959722,1.02e-05
SNHG18,Kidney,0.8096491,0.0076
SNHG35,Kidney,-0.7265758,0.036
SNIP1,Kidney,-1.5803456,0.00285
SNORA64///RPS2,Kidney,0.7869678,0.02399823
SNORA70///RPL10///DNASE1L1,Kidney,-1.2621597,0.000245
SNORD105B,Kidney,-1.48,0.0338
SNORD114-11,Kidney,-0.9463364,0.000477
SNORD114-13,Kidney,-2.07,1.04e-06
SNORD114-16,Kidney,-1.18,0.00571
SNORD114-19,Kidney,-1.5671052,2.27e-11
SNORD114-21,Kidney,-0.795,0.0321
SNORD114-24,Kidney,-0.6398678,0.00532
SNORD114-25,Kidney,-1.06,0.0405
SNORD114-31,Kidney,-0.8915051,0.0172
SNORD116-18,Kidney,-1.42,0.00341
SNORD19B///GNL3,Kidney,1.203651,0.00149458
SNORD29,Kidney,-1.96,0.0288
SNORD58C,Kidney,-1.99,0.0018
SNORD83B///SNORD139///RPL3,Kidney,1.3072123,0.02579359
SNORD96A///SNORD95///RACK1,Kidney,1.0301337,0.03479319
SNX19,Kidney,-0.7693766,0.0124
SNX29,Kidney,1.6959567,2.43e-05
SOCS7,Kidney,-0.5924222,0.00253646
SOGA1,Kidney,-1.5695048,0.00189
SORCS3-AS1,Kidney,-1.4283082,0.00417
SOWAHD,Kidney,-1.0133309,0.00476
SOX12,Kidney,1.282613,0.00317
SOX21,Kidney,-0.9693832,1.43e-06
SOX5-AS1,Kidney,-0.957,0.000898
SP3P,Kidney,-0.8599845,0.00101
SPACA7,Kidney,-1.5452251,0.00133
SPAG5,Kidney,-0.6297441,0.0129
SPAG7,Kidney,0.9739637,0.0203
SPANXN3,Kidney,-1.2288882,0.0349
SPAST,Kidney,-1.1707322,6.48e-08
SPATA19,Kidney,-1.3318181,0.00607
SPATA22,Kidney,-1.6488735,0.00175
SPATA3-AS1,Kidney,-1.5908053,0.000879
SPATA32,Kidney,-0.7639777,0.0203
SPATA33,Kidney,1.7304398,1.84e-06
SPATA42,Kidney,-1.3929235,0.00218
SPATA5L1,Kidney,-1.0622658,0.000377
SPATA6,Kidney,-0.7020996,0.013
SPATA7,Kidney,-0.8222669,0.00135
SPATA8-AS1,Kidney,1.392353,0.00239
SPDYE3,Kidney,1.3449986,0.00345
SPDYE7P,Kidney,1.8091675,0.000679
SPEF1,Kidney,-0.5986787,0.0226
SPEG,Kidney,1.5391634,0.00384
SPERT,Kidney,-1.6458298,0.000874
SPHAR,Kidney,-0.9745025,0.0003
SPHAR///RAB4A,Kidney,0.9005964,0.01731953
SPIRE2,Kidney,1.2594666,0.00118
SPPL3,Kidney,-1.1074324,4.57e-06
SPRY3,Kidney,-0.775639,0.00293
SPRYD7,Kidney,-0.6740694,0.0162
SPSB4,Kidney,-0.6359571,0.00596
SPTLC3,Kidney,-1.0987367,0.00237
SPTY2D1-AS1,Kidney,-1.5634242,0.000832
SPZ1,Kidney,-1.3740995,0.00249
SQRDL,Kidney,-0.963714,0.000263
SRCIN1,Kidney,-1.3306418,0.00659
SRD5A1,Kidney,-0.8669138,0.000844
SRGAP2D///SRGAP2C///SRGAP2B///SRGAP2,Kidney,-0.9431702,0.00312
SRP14-AS1,Kidney,1.469819,5.79e-06
SRP14-DT,Kidney,-0.879,0.0188
SRRM1,Kidney,-0.8512193,0.000898
SRRM2,Kidney,0.8170914,0.000212
SRSF12,Kidney,-0.9242872,0.021
SRSF2,Kidney,-1.8962182,7.92e-06
SRXN1,Kidney,-0.6835419,0.00649
SS18L2,Kidney,-0.8848117,4.03e-05
SSFA2,Kidney,-0.8469152,0.00101
SSPO,Kidney,-0.9777734,0.0357
SST,Kidney,-0.6196953,0.00521
SSU72,Kidney,-1.2761831,0.000602
SSX7,Kidney,-1.3970954,0.00303
SSX8,Kidney,-1.2295085,0.0283
ST13,Kidney,-0.9331751,0.003
ST20-MTHFS///MTHFS,Kidney,-0.5897026,0.02042203
ST5,Kidney,0.9388219,0.01740135
ST6GAL2,Kidney,-1.1966349,0.0109
STAG3L4,Kidney,-0.6635698,0.00102
STAM,Kidney,-0.9659419,2.39e-06
STAMBP,Kidney,-1.252053,2.07e-06
STARD3NL,Kidney,-1.2229852,1.72e-07
STARD6,Kidney,-1.5013471,0.000991
STAT5B,Kidney,1.3580491,8.7e-06
STAT6,Kidney,0.69,0.00127
STATH,Kidney,-1.3128022,0.00313
STAU2,Kidney,-0.929863,0.000251
STIL,Kidney,-1.5160284,0.00184
STK16,Kidney,1.753419,5.71e-10
STK32C,Kidney,0.7524952,0.0221
STK38,Kidney,0.70436324,0.00978
STMND1,Kidney,-1.3186875,0.00296
STMP1,Kidney,0.617621,0.00607
STPG2,Kidney,-1.3821995,0.00173
STRIT1,Kidney,-1.78,0.039
STX17-AS1,Kidney,-0.8665504,0.00059
STX3,Kidney,0.84355684,0.00798
STYX,Kidney,-1.12678,0.000371
SUGT1P4-STRA6LP,Kidney,-1.09,0.0202
SULT1C5P,Kidney,-0.8725004,0.0101
SULT2A1,Kidney,-1.0105139,0.0206
SULT4A1,Kidney,-1.4564703,0.00122
SUMF1,Kidney,-0.663642,0.00295
SUPV3L1,Kidney,-0.7803336,0.000136
SUSD1,Kidney,-1.1573858,0.000254
SV2B,Kidney,-1.4803327,0.000931
SWSAP1,Kidney,0.7419832,0.00982
SYCP1,Kidney,-1.6059512,0.00909
SYCP2L,Kidney,-0.6489449,0.00392
SYCP3,Kidney,-1.2008161,0.0092
SYT3,Kidney,-0.6118229,0.0105
SYT9,Kidney,-1.4252729,0.00137
SZRD1,Kidney,0.7109018,0.00586
TAAR6,Kidney,-1.5538183,0.00075
TAAR9,Kidney,-1.4883064,0.000771
TAB1,Kidney,0.6446152,0.0419
TAC1,Kidney,1.9795827,2.3e-06
TALDO1,Kidney,-0.9064826,0.000445
TAMM41,Kidney,-0.6306511,0.0215
TANC2,Kidney,2.7427754,3.61e-06
TAP2,Kidney,-1.2162914,0.00633
TAPT1,Kidney,-0.9847148,0.000602
TAPT1-AS1,Kidney,2.7336988,4.63e-06
TARID,Kidney,-2.45,0.000132
TAS2R3,Kidney,-1.429296,0.00202
TAS2R38,Kidney,-1.5932471,0.00134
TAS2R41,Kidney,-1.4735635,0.000797
TAS2R5,Kidney,-2.28,8.8e-05
TAS2R7,Kidney,-1.2053265,0.0189
TAS2R8,Kidney,-1.1453793,0.00706
TAZ,Kidney,1.6055094,1.85e-07
TBC1D1,Kidney,-0.9261841,3.22e-05
TBC1D10B,Kidney,-0.6651044,0.000719
TBC1D19,Kidney,-0.668,0.0172
TBC1D20,Kidney,0.831,0.00649
TBC1D29,Kidney,-1.1802893,0.0349
TBC1D30,Kidney,-1.1537284,0.0189
TBC1D3F,Kidney,1.6692387,0.00287
TBC1D3P2,Kidney,1.6464885,2.54e-06
TBC1D9B,Kidney,-0.7869517,0.000506
TBCC,Kidney,-0.7479893,0.000614
TBCCD1,Kidney,-0.9709421,1.49e-06
TBCD,Kidney,-0.6766004,0.000833
TBCE,Kidney,-0.7197934,0.00034
TBCEL,Kidney,-0.6747851,0.0114
TBL1X,Kidney,-0.7698823,0.000352
TBL2,Kidney,-0.878994,1.75e-05
TBPL1,Kidney,-0.6601287,0.0173
TCAM1P,Kidney,-1.2118223,0.0148
TCEA3,Kidney,-0.8410085,0.0067
TCEAL3,Kidney,-0.5985253,0.0202
TCEANC,Kidney,-1.1916382,1.41e-06
TCEANC2,Kidney,-1.1793959,0.0167
TCEB3B,Kidney,-1.5397728,0.00149
