gene,tissue,logFC,adj_p_value
ST8SIA1,Liver,-1.453541,0.000188
STAB2,Liver,0.87650387,0.0045524
STAC3,Liver,0.757422,0.000343
STAG3L2,Liver,1.862774,4.73e-08
STARD4-AS1,Liver,0.681,3.5e-06
STARD7,Liver,2.049591,3.52e-09
STARD7-AS1,Liver,-1.746166,0.000176
STAT2,Liver,-1.457072,7.08e-05
STAT3,Liver,1.595735,2e-07
STAU1,Liver,1.716942,2.12e-05
STEAP3,Liver,2.534587,5e-11
STEEP1P1,Liver,-3.026692,7.49e-09
STIM2,Liver,1.315158,6.61e-05
STIM2-AS1,Liver,0.715,1.12e-05
STN1,Liver,-3.638258,4.55e-06
STPG3,Liver,-0.9921496,0.000173
STPG3-AS1,Liver,-0.7730346,0.00198
STPG4,Liver,0.733,2.64e-05
STRIP1,Liver,1.233065,2.75e-06
STRIP2,Liver,-2.047475,2.6e-10
STS,Liver,-1.926319,0.000387
STUM,Liver,-2.665473,1.43e-06
STX1B,Liver,-1.621325,0.0248
STX8,Liver,0.742161,0.0106
STYXL2,Liver,1.598056,1.66e-07
SUGP1,Liver,-1.442073,0.000113
SULT1A3,Liver,3.124543,4.07e-13
SULT6B1,Liver,1.078391,1.82e-06
SUMO3,Liver,1.098968,0.0358
SUN3,Liver,-0.769013,0.00314
SUPT20H,Liver,2.491977,2.13e-06
SUPT20HL1,Liver,-2.090575,0.000217
SUPT20HL2,Liver,-2.100519,0.000326
SUPT6H,Liver,1.241148,0.0129
SWT1,Liver,1.419896,4.11e-06
SYCE1L,Liver,1.253599,0.000212
SYN1,Liver,-3.44172,2.54e-07
SYN3,Liver,-0.908276,0.00196
SYNGR4,Liver,-1.038143,0.000319
SYP,Liver,-1.032662,0.0259
SYPL2,Liver,0.852293,0.00428
SYT10,Liver,0.883,0.00136
SYT13,Liver,-1.595131,1.35e-06
SYT14,Liver,-0.652598,0.00245
SYT2,Liver,1.106952,0.000106
SYT6,Liver,-2.813379,0.000681
SYT7,Liver,2.009097,1.95e-07
SYTL4,Liver,0.60721526,0.0033208
TAAR3P,Liver,0.922,2.01e-05
TAAR5,Liver,-0.793621,0.00475
TAAR8,Liver,1.423826,2.02e-06
TAB3,Liver,2.010842,3.69e-09
TAC4,Liver,-3.000121,3.33e-08
TACO1,Liver,-1.098903,0.013
TACR2,Liver,-1.91265,4.35e-06
TADA2A,Liver,1.607175,1.21e-07
TAF1L,Liver,1.394749,0.00173
TAF8,Liver,-0.959343,0.0124
TAFA3,Liver,-3.184947,0.000109
TAFA4,Liver,1.833495,1.1e-09
TAL2,Liver,-1.086656,0.00148
TANGO6,Liver,1.368899,6e-06
TARS2,Liver,1.536613,4.07e-05
TARS3,Liver,-2.430525,5.8e-10
TAS1R2,Liver,-1.730956,0.000364
TAS1R3,Liver,-1.0804656,9.11e-05
TAS2R60,Liver,-0.719,0.0177
TATDN3,Liver,0.994458,0.000504
TAX1BP3,Liver,-1.29,2.31e-10
TBATA,Liver,-2.407736,0.000188
TBC1D22A,Liver,2.016207,2.75e-09
TBC1D26,Liver,-2.274272,0.000654
TBC1D29P,Liver,-3.413885,1.76e-05
TBC1D3C,Liver,0.738152,0.00418
TBC1D3D,Liver,-2.889848,3.34e-06
TBC1D4,Liver,1.043936,0.00116
TBCK,Liver,1.268201,0.000658
TBL1Y,Liver,0.850973,0.000115
TBL3,Liver,2.173975,5.34e-06
TBX18,Liver,1.308517,3.51e-07
TBX19,Liver,-0.636996,0.0126
TBXT,Liver,-1.139848,0.0132
TCF19,Liver,-0.82,2.41e-07
TCF7,Liver,-1.906304,5.34e-05
TCHHL1,Liver,-1.471348,0.000235
TCHP,Liver,0.889896,0.00935
TCOF1,Liver,1.70545,1.72e-06
TCP10L3,Liver,-1.956562,0.000404
TCP11L1,Liver,-2.027539,2.07e-05
TDGP1,Liver,-1.796626,0.000356
TDRD15,Liver,-0.693,0.0196
TEAD2,Liver,-0.587,6.13e-06
TEDC2,Liver,-4.698862,8.88e-08
TEFM,Liver,1.28138,1.19e-06
TEKT3,Liver,-2.328403,5.86e-05
TEKT5,Liver,1.176214,0.000243
TEKTIP1,Liver,-0.9383455,7.79e-05
TEN1,Liver,-0.6414425,0.0011
TENT2,Liver,1.517306,7.62e-08
TEPSIN,Liver,-0.6623972,3.38e-06
TERF2,Liver,1.065764,0.000752
TERF2IP,Liver,1.049066,0.00289
TERT,Liver,-1.565584,7.93e-05
TEX101,Liver,-1.843769,8.28e-06
TEX13A,Liver,-2.284389,2.36e-06
TEX30,Liver,0.698743,0.0195
TEX47,Liver,-0.840124,0.0253
TEX55,Liver,-1.960214,2.6e-06
TFAMP1,Liver,-2.152953,1.11e-06
TFAP2A,Liver,-3.566868,1.22e-06
TFAP2B,Liver,-1.776219,9.26e-07
TFAP2C,Liver,-2.21049,0.000818
TFDP1,Liver,1.18277,7.1e-07
TFIP11,Liver,-1.485497,0.00159
TFPT,Liver,-0.7374056,3.18e-05
TGM6,Liver,-0.970501,0.000712
TH,Liver,-3.647793,2.56e-05
THEM4,Liver,-1.797947,0.0011
THEM5,Liver,-1.014604,2.64e-05
THEMIS,Liver,-0.901,1.69e-06
THPO,Liver,-1.045886,0.00238
THRB,Liver,1.160695,3.34e-07
TIAM2,Liver,-4.245579,7.61e-10
TIMCC,Liver,-1.507701,0.000216
TIMCCP1,Liver,0.785987,0.00222
TIMELESS,Liver,1.142721,1.11e-05
TIMM22,Liver,-2.084243,1.42e-07
TIMM23,Liver,1.058862,0.0083
TIMM29,Liver,0.868883,0.0145
TINAG,Liver,1.31814,3.89e-06
TJP3,Liver,-0.5938087,0.000368
TK2,Liver,1.353105,0.000255
TLCD4,Liver,3.589291,1.91e-12
TLCD5,Liver,-3.129732,9.81e-08
TLK2,Liver,0.866588,5.74e-05
TLN2,Liver,1.504508,7.53e-06
TLR9,Liver,-1.300388,0.00305
TLX1NB,Liver,-0.940502,0.00241
TM4SF19-AS1,Liver,-0.656,0.00875
TM4SF5,Liver,-0.6514469,0.00306
TM6SF2,Liver,1.92051,3.37e-05
TMC4,Liver,-1.12,0.000137
TMC5,Liver,-0.927507,0.000437
TMC6,Liver,-1.0122453,4.69e-09
TMCO2,Liver,-2.720626,1.04e-07
TMED1,Liver,-0.6545624,0.000573
TMED3,Liver,-2.027962,2.04e-07
TMEM101,Liver,0.770515,0.00116
TMEM102,Liver,-0.632,0.000252
TMEM105,Liver,1.23104,0.000514
TMEM121B,Liver,-0.777559,0.018
TMEM126B,Liver,1.918826,0.000257
TMEM131L,Liver,2.166358,2.22e-06
TMEM14A,Liver,1.623961,1.19e-05
TMEM151A,Liver,1.358938,2.56e-07
TMEM171,Liver,-0.595,0.00179
TMEM174,Liver,1.186645,0.000107
TMEM179,Liver,-1.873445,0.000161
TMEM183A,Liver,0.781916,0.0076
TMEM198,Liver,-0.9051471,5.97e-05
TMEM207,Liver,1.513893,1.14e-06
TMEM208,Liver,1.278703,0.000123
TMEM216,Liver,-0.943794,0.00839
TMEM225,Liver,-3.083621,8.49e-06
TMEM249,Liver,-1.2820312,5.67e-05
TMEM252,Liver,-2.917184,1.91e-08
TMEM256-PLSCR3,Liver,-0.5953142,0.00429
TMEM26-AS1,Liver,-0.7587303,0.000445
TMEM262,Liver,-0.7270758,0.00103
TMEM266,Liver,-0.687316,0.00634
TMEM270,Liver,-2.90401,8.21e-08
TMEM276,Liver,1.976942,0.00147
TMEM31,Liver,-0.70355,0.0259
TMEM40,Liver,-4.687409,3.13e-08
TMEM41B,Liver,-2.417019,9.29e-07
TMEM45B,Liver,-2.551153,1.63e-05
TMEM50B,Liver,-1.904981,4.55e-05
TMEM51-AS2,Liver,-0.615,0.00237
TMEM52,Liver,0.793749,0.026
TMEM61,Liver,-2.222827,0.000119
TMEM63A,Liver,2.180353,9.86e-05
TMEM70,Liver,-1.11599,1.95e-05
TMEM82,Liver,-0.7469264,0.00182
TMEM86B,Liver,-1.0005483,3.16e-05
TMEM8B,Liver,-4.267562,4.33e-08
TMEM98,Liver,1.47149,0.000772
TMLHE,Liver,1.748531,4.42e-09
TMPRSS11BNL,Liver,-3.57777,6.63e-07
TMPRSS7,Liver,0.981686,2.55e-05
TMPRSS9,Liver,-0.8594191,0.000375
TMSB4XP8,Liver,1.18841,0.0184
TMSB4Y,Liver,1.087465,4.37e-05
TNFAIP2,Liver,-1.1,4.37e-09
TNFRSF10D,Liver,0.830794,0.00262
TNFRSF14-AS1,Liver,-0.7744738,9.61e-07
TNFRSF8,Liver,-4.33485,2.59e-07
TNNC2,Liver,-2.190164,2.53e-05
TNNI3K,Liver,-1.977164,1.81e-05
TNRC6C,Liver,1.448178,0.000741
TNXA,Liver,2.213824,1.48e-09
TOMM20,Liver,2.497916,5.1e-13
TOMM20L,Liver,-1.621132,3.54e-05
TOMM34,Liver,-0.993079,0.0124
TOMM40L,Liver,-1.487103,0.00271
TONSL,Liver,-0.6179465,0.00243
TOP3A,Liver,1.02823,1.61e-06
TOX,Liver,-3.464414,6.21e-07
TOX4,Liver,1.144361,4.14e-06
TP53BP2,Liver,-0.633833,0.00229
TPD52L1,Liver,1.97775,2.07e-11
TPRKB,Liver,1.597366,5.98e-08
TPRXL,Liver,-4.331182,1.58e-07
TPSAB1 /// TPSB2,Liver,-2.0425696,0.03113
TPT1,Liver,1.426815,2.3e-06
TPTE2P3,Liver,0.896772,0.000354
TRA2A,Liver,1.575772,4.54e-07
TRA@ /// TRAC /// TRAJ17 /// TRAV20,Liver,-1.5065793,0.04163
TRABD2A,Liver,-1.290979,0.0203
TRAF1,Liver,-0.635,6.67e-07
TRAF2,Liver,-0.890589,4.33e-07
TRAF3IP2,Liver,-1.626864,9.9e-05
TRAIP,Liver,-3.020967,2.06e-05
TRAPPC14,Liver,-0.7544967,1.39e-06
TRAPPC3,Liver,-0.832531,0.003
TRAPPC9,Liver,-2.322965,0.000714
TRAV30,Liver,2.04,6.47e-07
TRGV10,Liver,-1.04,1.9e-05
TRGV3,Liver,-0.699,0.00534
TRGV4,Liver,-0.867,0.00238
TRHR,Liver,-1.017361,0.00724
TRIM16,Liver,-1.224805,0.0168
TRIM16L,Liver,-2.0929,1.81e-08
TRIM24,Liver,2.282691,4.39e-10
TRIM26,Liver,1.343957,0.00796
TRIM27,Liver,-1.16398,0.00094
TRIM32,Liver,-0.841483,0.00493
TRIM33,Liver,3.095933,3.04e-11
TRIM39,Liver,-2.160609,1.75e-05
TRIM40,Liver,-1.570081,1.55e-05
TRIM49D2,Liver,-4.135729,1.61e-07
TRIM51EP,Liver,1.658747,3.01e-07
TRIM52,Liver,1.162104,0.0132
TRIM54,Liver,1.024246,1.44e-06
TRIM67,Liver,1.090947,3.12e-05
TRIM71,Liver,-3.303369,8.41e-08
TRIP6,Liver,-0.7367672,1.47e-06
TRMT2B,Liver,2.688088,2.31e-13
TRMT61A,Liver,-0.6921158,0.0014
TRMT61B,Liver,2.308126,6.98e-08
TRNAU1AP,Liver,-1.354188,0.00434
TRNI,Liver,0.6093819,0.0286
TRNL1,Liver,-0.885,0.0146
TRPC3,Liver,-1.374686,0.000189
TRPC5OS,Liver,0.833,0.0013
TRPM5,Liver,-0.864837,0.00351
TRPT1,Liver,-1.251799,0.000712
TRPV6,Liver,-2.215863,9.86e-05
TRUB2,Liver,1.399761,7.23e-07
TSBP1-AS1,Liver,-3.622218,7.76e-10
TSC22D1,Liver,1.78235,5.98e-08
TSC22D2,Liver,1.691664,7.83e-08
TSFM,Liver,0.904708,0.000518
TSKS,Liver,-1.53062,9.44e-05
TSLIG1,Liver,1.423178,9.63e-08
TSLIG2,Liver,1.461018,3.07e-06
TSLIG3A,Liver,-1.710558,0.000228
TSLIG3B,Liver,1.644907,2.43e-08
TSLIG3C,Liver,1.133854,4.8e-05
TSPAN7,Liver,2.196947,6.85e-10
TSPO2,Liver,-2.874553,1.97e-07
TSPY2,Liver,-3.605871,0.000846
TSSC2,Liver,-5.24151,1.61e-08
TSSK1B,Liver,1.959966,3.73e-09
TSSK3,Liver,-2.073375,8.71e-05
TSSK4,Liver,-1.163851,0.00626
TSSK6,Liver,-1.222563,0.0176
TSTD1,Liver,1.050561,0.000735
TTBK2,Liver,0.831074,0.00111
TTC13,Liver,-1.942035,0.000102
TTC23,Liver,1.008343,4.51e-05
TTC8,Liver,3.208699,6.44e-06
TTC9B,Liver,-2.559034,3.32e-06
TTC9C,Liver,1.055079,0.000501
TTLL11,Liver,0.926877,7.29e-05
TTLL5,Liver,-1.180097,0.0129
TTTY13,Liver,0.832459,2.56e-05
TTTY16,Liver,0.592436,0.0168
TTTY17B,Liver,0.789696,0.00289
TTTY19,Liver,0.982374,3.77e-05
TTTY21B,Liver,0.719533,0.0014
TTTY2B,Liver,0.975475,8.6e-05
TTTY5,Liver,0.655621,0.000439
TTTY6,Liver,1.48186,6.05e-07
TTTY9B,Liver,-0.959879,0.00772
TUBA3E,Liver,-1.606828,5.66e-05
TUBAL3,Liver,-2.899609,1.13e-06
TULP4,Liver,0.881515,0.0459
TUT7,Liver,1.892755,0.000377
TVP23C,Liver,1.824569,2.7e-11
TXN,Liver,2.428401,1.96e-08
TXNDC2,Liver,-1.694273,6.1e-09
TYRO3P,Liver,-1.225788,0.00566
TYW2,Liver,-1.472678,0.000359
UAP1L1,Liver,-0.985,3.72e-11
UBAC1,Liver,-1.284205,0.00018
UBAP2L,Liver,1.010002,0.000684
UBE2D2,Liver,1.213973,2.48e-05
UBE2E3-DT,Liver,0.796,7.99e-06
UBE2G2,Liver,-1.597851,9.12e-06
UBE2J1,Liver,-1.168757,0.00398
UBE2Q2P1,Liver,1.072725,4.67e-05
UBL4B,Liver,-2.499919,0.000113
UBN1,Liver,1.833552,2.17e-06
UBOX5,Liver,-1.395153,2.52e-06
UBQLN3,Liver,0.830935,3.21e-05
UBQLNL,Liver,-2.347188,4.87e-06
UBR4,Liver,2.368547,1.59e-12
UBTFL2,Liver,-3.055472,9.27e-06
UCA1,Liver,-4.202201,4.35e-08
UCKL1-AS1,Liver,-0.6055841,0.00605
UCN,Liver,-1.834475,3.51e-05
UCN2,Liver,-1.293336,0.0106
UCN3,Liver,-1.493449,0.00487
UCP3,Liver,-2.05895,1.27e-07
UFD1,Liver,-1.106811,0.00611
UFSP1,Liver,-1.434551,0.000962
UGT1A9,Liver,2.066226,9.6e-05
UGT2A1,Liver,1.417343,1.44e-05
UGT2A2,Liver,-2.72489,2.05e-06
UGT2B10,Liver,1.930913,2.04e-05
UGT2B15,Liver,2.206021,3.26e-06
UGT3A1,Liver,2.282473,1.14e-06
ULBP2,Liver,-3.337683,2.38e-05
ULBP3,Liver,-3.065339,1.74e-06
ULK1,Liver,-0.780276,0.000211
UMOD,Liver,-1.354008,0.00112
UMODL1,Liver,1.227397,4.79e-06
UNC5CL,Liver,0.810871,0.00186
UNC5D,Liver,-2.116459,2.58e-05
UNC93A,Liver,-0.6074477,0.0271191
UNG,Liver,0.892099,0.0139
UOX,Liver,-1.684715,0.000166
UPK1B,Liver,0.915111,0.0141
UPK3BL1,Liver,1.102809,0.0166
UQCC3,Liver,1.497637,0.000332
UQCC4,Liver,-1.415443,0.000389
UQCC5,Liver,-1.239362,0.0104
UQCRB,Liver,1.456277,7.37e-07
UQCRC2,Liver,1.254944,3.77e-05
URAD,Liver,-1.301613,0.00468
UROS,Liver,-1.388482,0.00061
USF1,Liver,-2.02301,8.52e-07
USP17L2,Liver,-5.856672,1.2e-09
USP17L9P,Liver,-1.990068,0.00661
USP18,Liver,0.839337,0.000731
USP27X-DT,Liver,1.482388,1.58e-06
USP28,Liver,-0.969187,0.00305
USP43,Liver,-0.952889,0.00279
USP44,Liver,0.907532,6.32e-05
UTP25,Liver,0.880914,0.000237
UTP4,Liver,0.728206,1.63e-06
VAMP4,Liver,1.367756,8.2e-07
VAX1,Liver,1.27511,8.38e-08
VCF1,Liver,-1.399726,0.0354
VCF2,Liver,-1.550596,0.0393
VCX3A,Liver,-0.972952,0.00224
VCX3B,Liver,-1.622761,9.8e-05
VCY,Liver,-3.324761,7.65e-07
VDAC1,Liver,1.646459,6e-08
VDR,Liver,-2.556362,2.24e-06
VENTXP7,Liver,-3.477428,3.46e-05
VIP,Liver,-2.075911,7.16e-05
VIPAS39,Liver,1.71749,0.000266
VIRMA,Liver,1.11672,0.000467
VMA12,Liver,-0.782596,0.00298
VPREB1,Liver,-3.230039,7.16e-07
VPREB3,Liver,-1.293089,9.67e-05
VPS18,Liver,-0.6264847,0.000163
VPS9D1,Liver,-0.7027964,7.39e-05
VPS9D1-AS1,Liver,-0.7098981,0.000139
VRK3,Liver,2.114723,1.22e-08
VSIG8,Liver,-1.650314,3.59e-05
VSTM1,Liver,0.841307,0.000304
VSX1,Liver,-1.170473,8.46e-06
VSX2,Liver,-1.680377,0.00011
VTI1B,Liver,1.224844,3.74e-06
VWA2,Liver,-1.988392,0.000509
VWA7,Liver,-0.6070125,6.63e-05
VWA8-AS1,Liver,0.6452234,0.000247
VWC2,Liver,-1.081954,0.000452
VWDE,Liver,-0.769589,0.000978
WASH2P,Liver,2.560575,2.73e-08
WASH3P,Liver,-0.6068824,0.000165
WASHC4,Liver,1.233979,7.52e-05
WDPCP,Liver,1.479307,6e-07
WDR13,Liver,-0.8402881,1.26e-05
WDR25,Liver,-3.019683,2.4e-06
WDR31,Liver,0.844958,0.00129
WDR37,Liver,0.9312,0.00117
WDR4,Liver,-2.146948,0.000374
WDR45,Liver,1.318725,2.77e-08
WDR5,Liver,1.123108,0.00237
WDR54,Liver,-2.915764,2.35e-08
WDR7,Liver,1.059538,2.78e-05
WDR74,Liver,-2.052277,3.82e-08
WDR81,Liver,1.311196,0.000243
WDR97,Liver,1.717754,9.27e-07
WDTC1,Liver,1.041312,0.000298
WEE2,Liver,-3.345282,3.37e-07
WFDC10B,Liver,-3.247489,5.31e-05
WFDC9,Liver,-0.604567,0.0108
WHAMM,Liver,0.62970727,0.0002701
WHR1,Liver,-1.893533,3.22e-06
WNT1,Liver,-2.582275,3.64e-07
WNT2B,Liver,-0.862685,3.32e-05
WNT5A,Liver,1.566633,7.84e-07
WNT5B,Liver,-2.561424,1.67e-09
WRNIP1,Liver,1.64974,5.33e-08
WSCD1,Liver,-0.952324,0.00644
XAGE1A,Liver,-4.140402,1.32e-07
XAGE1B,Liver,-5.182314,6.36e-09
XAGE2,Liver,1.014898,1.15e-05
XAGE3,Liver,-0.821977,2.51e-05
XAGE5,Liver,-1.005342,0.002
XIRP1,Liver,-0.587924,0.0277
XKR4,Liver,-1.094768,0.000392
XKR7,Liver,-0.910832,0.000437
XPNPEP1,Liver,-2.011504,1.16e-06
XPO7,Liver,1.107419,9.99e-06
XRCC3,Liver,-0.6716718,6.59e-05
XTBD1,Liver,-2.108806,8.69e-08
YARS1,Liver,-0.951103,0.0454
YJEFN3,Liver,-2.096925,0.0035
YKT6,Liver,1.515965,4.12e-07
YPEL3,Liver,1.867551,0.000115
YPEL4,Liver,-2.535899,1.36e-07
YRDC,Liver,0.811741,0.000558
YWHAH-AS1,Liver,1.149495,4.79e-05
ZAN,Liver,-2.352099,5.74e-05
ZAR1,Liver,1.087887,1.66e-05
ZASP,Liver,-0.8583187,0.000256
ZBED10P,Liver,0.861267,0.000251
ZBED8L,Liver,-0.84248,0.00397
ZBTB12,Liver,-1.876721,2.11e-05
ZBTB35,Liver,1.381276,2.36e-06
ZBTB39,Liver,-0.647802,0.0417
ZBTB9,Liver,-3.073191,1.53e-05
ZC2HC1B,Liver,0.783532,6.15e-05
ZC2HC1C,Liver,-0.848356,0.0186
ZC3H11D,Liver,-3.401691,3.83e-06
ZC3H12A,Liver,-1.53,1.45e-07
ZC3H12A-DT,Liver,-0.592,6.1e-05
ZC3H18-DT,Liver,-1.347207,0.001
ZC3H3,Liver,-0.6670916,0.000817
ZC3HC1,Liver,-1.658673,9.77e-05
ZCCHC2,Liver,3.038671,4.1e-06
ZCWPW1,Liver,-1.86563,1.2e-05
ZDHHC19,Liver,-1.711308,0.000399
ZDHHC22,Liver,1.067183,2.59e-06
ZEB1-AS1,Liver,0.771411,0.00739
ZFAT,Liver,0.613497,0.00211
ZFHX2,Liver,-2.006525,0.00991
ZFPM1-AS1,Liver,-0.7378562,0.0108
ZGPAT,Liver,3.902302,1.23e-10
ZIK1,Liver,-1.14532,0.00926
ZKSCAN3,Liver,-1.328505,8.35e-05
ZMAT4,Liver,1.034672,1.43e-05
ZMYM6,Liver,-2.130842,8.02e-06
ZNF132,Liver,-0.738358,0.0032
ZNF135,Liver,-2.962783,2.51e-05
ZNF16,Liver,-1.087978,6.35e-06
ZNF182,Liver,-3.178499,2.86e-09
ZNF192,Liver,-0.8859995,0.03107
ZNF20,Liver,-1.34327,0.00333
ZNF212,Liver,-2.435342,2.86e-07
ZNF222,Liver,0.885888,4.79e-05
ZNF232,Liver,-1.94851,2.38e-05
ZNF233,Liver,-0.646188,0.000295
ZNF285,Liver,-0.766061,0.000599
ZNF296,Liver,-1.388619,0.0251
ZNF324B,Liver,1.159408,2.05e-08
ZNF333,Liver,1.120624,1.5e-06
ZNF341,Liver,-3.065817,7.94e-06
ZNF385A,Liver,-0.625,4.1e-05
ZNF385C,Liver,-3.56816,7.25e-07
ZNF385D-AS2,Liver,-1.3696462,0.00465
ZNF398,Liver,0.941764,0.000339
ZNF446,Liver,-1.069918,0.00379
ZNF449,Liver,-1.48211,0.000289
ZNF460,Liver,1.43393,6.97e-06
ZNF530,Liver,-3.084497,3.42e-07
ZNF532,Liver,-3.044523,7.09e-07
ZNF541,Liver,0.99058,4.37e-06
ZNF550,Liver,-1.504341,0.023
ZNF554,Liver,-1.340621,0.00078
ZNF56P,Liver,0.607,0.000341
ZNF580,Liver,1.721218,4.64e-08
ZNF583,Liver,-1.009873,0.0129
ZNF584,Liver,-1.208024,0.0144
ZNF598,Liver,-0.727262,9.26e-05
ZNF607,Liver,-1.821858,6.68e-05
ZNF621,Liver,-2.490555,5.72e-05
ZNF626,Liver,-2.54779,1.19e-08
ZNF655,Liver,1.491919,6.24e-05
ZNF671,Liver,-0.937525,0.0202
ZNF674,Liver,-0.941565,0.000101
ZNF689,Liver,-1.342331,7.8e-05
ZNF696,Liver,-0.954482,0.0395
ZNF703,Liver,-0.892,0.000123
ZNF705D,Liver,-1.593227,3.84e-06
ZNF733P,Liver,-1.583169,2.3e-06
ZNF747,Liver,0.765827,0.00231
ZNF750,Liver,-1.515641,0.0173
ZNF77,Liver,-2.003583,4.43e-06
ZNF771,Liver,-0.861091,0.0038
ZNF79,Liver,-2.415991,6.79e-07
ZNF791,Liver,1.233204,1.9e-06
ZNF793,Liver,1.585389,1.69e-06
ZNF826P,Liver,-2.529919,2.02e-07
ZNF835,Liver,-2.667555,0.00356
ZNF843,Liver,-2.077319,0.000308
ZNF883,Liver,0.681941,0.00224
ZNG1A,Liver,-0.940107,0.0204
ZNG1C,Liver,-1.77633,0.0298
ZNG1E,Liver,1.271173,0.00412
ZNHIT1,Liver,1.586452,0.00935
ZNRF4,Liver,-1.981772,8.19e-05
ZSCAN10,Liver,-3.315239,4.42e-08
ZSCAN2,Liver,-1.753067,5.51e-06
ZSCAN22,Liver,0.616749,0.0307
ZSCAN26,Liver,-0.915442,0.000289
ZSCAN30,Liver,0.625141,0.0101
ZSCAN5B,Liver,-0.829756,0.0107
ZSCAN9,Liver,-2.56985,8.4e-08
ZSWIM4,Liver,-0.9392068,1.32e-05
