gene,tissue,logFC,adj_p_value
HAPLN2,Liver,1.324962,3.84e-06
HARS1,Liver,-1.125156,0.00499
HARS2,Liver,-0.835889,0.0366
HASPIN,Liver,-2.698367,6.02e-06
HAUS4,Liver,1.187704,0.00179
HAUS8,Liver,-1.378388,0.000281
HAVCR1P1,Liver,-2.338024,1.72e-05
HAX1,Liver,1.862676,1.25e-13
HBE1,Liver,-2.17182,0.000167
HBQ1,Liver,-1.74105,0.00908
HCCAT5,Liver,-3.35652,6.77e-05
HCG26,Liver,0.836499,0.00301
HDGF,Liver,2.442604,8.15e-06
HDGFL1,Liver,-1.898886,0.00185
HDGFL2,Liver,-0.801737,1.97e-06
HDGFL3,Liver,-1.577608,4.3e-05
HDHD5-AS1,Liver,-1.979143,0.00125
HDIP1,Liver,0.64471,0.00816
HEATR4,Liver,-0.874526,0.000478
HECTD2,Liver,-1.33889,0.00184
HECTD2-AS1,Liver,-1.273219,6.53e-05
HELZ2,Liver,-1.0296453,1.96e-05
HEMK2,Liver,-1.816856,0.000858
HEPACAM2,Liver,1.221426,2.62e-07
HERC2P8,Liver,1.936739,2.9e-09
HEXD,Liver,-0.5965561,0.000249
HEXIM2,Liver,-1.000182,0.00585
HGFAC,Liver,-1.1343364,1.82e-05
HGH1,Liver,-0.8028932,3.95e-05
HIPK4,Liver,-1.829232,7.18e-05
HIRIP3,Liver,-0.822881,0.00166
HJV,Liver,2.308056,2.56e-11
HLA-DQA2,Liver,-1.14,2.37e-06
HLA-DQB1-AS1,Liver,-1.03,0.00337
HM13,Liver,2.707052,1.06e-09
HMGB3P1,Liver,-1.23092,2.48e-05
HMGCL,Liver,-0.597491,0.00974
HMGCLL1,Liver,-1.061605,0.00214
HMHB1,Liver,-1.74319,2.54e-06
HMSD,Liver,1.41944,1.05e-07
HMX1,Liver,-0.869061,0.0101
HMX2,Liver,-1.049765,8.67e-05
HNF4G,Liver,2.836439,2.28e-11
HNRNPA1P10,Liver,-0.60208205,0.001812
HNRNPA1P16,Liver,-1.737022,3.52e-06
HNRNPA1P33,Liver,-0.61151048,0.0004002
HNRNPAB,Liver,1.310357,5.95e-05
HNRNPC,Liver,0.759038,0.000965
HNRNPCL1,Liver,-0.881586,0.00394
HNRNPL,Liver,3.823067,1.37e-11
HORMAD2,Liver,0.932,0.00013
HORMAD2-AS1,Liver,0.726,7.4e-05
HOXA1,Liver,1.216241,4.14e-07
HOXA11,Liver,-2.064864,1.22e-05
HOXB9,Liver,-1.541415,0.0038
HOXC5,Liver,-1.267303,0.000951
HOXC8,Liver,-1.388846,0.000313
HOXD11,Liver,1.145059,3.28e-06
HOXD3,Liver,1.071856,5.62e-05
HPF1P1,Liver,1.165001,7.85e-07
HPN-AS1,Liver,-2.915594,7.1e-07
HRAS,Liver,-0.8393114,5.73e-05
HS3ST6,Liver,-2.690697,0.00013
HSALR1,Liver,-1.108674,0.000395
HSCB,Liver,-0.911051,0.00105
HSD11B1,Liver,2.437936,4.14e-08
HSD11B1L,Liver,-0.776932,0.0385
HSD17B10,Liver,2.893044,2.55e-06
HSD17B14,Liver,2.402144,0.00251
HSD17B3-AS1,Liver,0.711,0.000126
HSD17B8,Liver,2.141197,6.34e-05
HSFX1,Liver,1.435909,2.27e-05
HSFY1,Liver,0.671997,0.000915
HSFY1P1,Liver,0.743137,0.00045
HSFY2,Liver,0.692523,0.00305
HSP90AB2P,Liver,-1.553433,8.14e-05
HSP90B3P,Liver,1.903518,7.22e-08
HSPA1L,Liver,-1.430325,0.0053
HSPA2,Liver,-1.74,2.09e-07
HSPA8,Liver,1.32898,1.3e-06
HSPB1P1,Liver,-1.405689,0.0102
HSPB7,Liver,-3.638207,6.52e-06
HSPE1,Liver,1.647964,4.34e-05
HSPG2,Liver,3.537156,2.06e-08
HTR2A-AS1,Liver,0.807,5.06e-05
HTR3D,Liver,-0.942556,0.0294
HTR6,Liver,0.916781,0.000286
HTR7P1,Liver,0.835539,0.00227
HUS1,Liver,1.817032,1.02e-07
HUWE1,Liver,2.42631,1.09e-07
HYAL6P,Liver,-1.334495,0.000457
IARS1,Liver,1.51755,3.32e-07
ICMT,Liver,-0.906654,0.0231
IDH2,Liver,2.399812,5.09e-09
IDI1,Liver,1.03567,0.000106
IER2,Liver,1.155168,6.39e-05
IER3-AS1,Liver,-1.76,5.13e-07
IER5L,Liver,-1.09,8.01e-06
IFNA1,Liver,0.667123,0.00693
IFNA14,Liver,-0.755256,0.00417
IFNA5,Liver,-0.817552,0.000901
IFNAR2,Liver,1.389016,2.27e-07
IFNL1,Liver,-2.105015,1.19e-05
IFT27,Liver,0.947407,0.012
IFT38,Liver,2.26235,9.06e-07
IFT56,Liver,-1.384783,0.00149
IGDCC3,Liver,-3.03992,4.28e-07
IGF2-AS,Liver,0.846674,0.00238
IGF2BP1,Liver,1.015421,8.34e-05
IGFALS,Liver,1.395395,0.00228
IGFBP1,Liver,1.290676,0.000111
IGFL1,Liver,-1.012704,0.00469
IGFL3,Liver,-4.485212,4.33e-07
IGFN1,Liver,-3.36909,7.19e-09
IGH@ /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM /// IGHV4-31 /// LOC100290146,Liver,-1.7989634,0.01959
IGH@ /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM /// IGHV4-31 /// LOC100290146 /// LOC100294459,Liver,-1.8540992,0.01959
IGH@ /// IGHG1 /// IGHM /// IGHV4-31 /// LOC100290146,Liver,-2.1946738,0.04714
IGHG1 /// IGHV4-31 /// LOC100290146,Liver,-2.196742,0.03823
IGHG3 /// IGHM,Liver,-1.7170748,0.04978
IGHV1-18,Liver,-1.06,0.0005
IGHV1-24,Liver,-1.6234294,1.12e-05
IGHV1-3,Liver,-1.38,0.000636
IGHV1-69D,Liver,-1.1023017,0.00295
IGHV3-20,Liver,-0.6841882,0.0279
IGHV3-74,Liver,-0.655,0.0243
IGHV4-34,Liver,-1.22,0.000135
IGHV6-1,Liver,-1.2115671,0.00114
IGK@ /// IGKC,Liver,-2.1639153,0.01959
IGKC /// LOC652694,Liver,-1.0168298,0.04776
IGKJ3,Liver,-0.9632038,0.00303
IGKJ5,Liver,-1.01,0.000561
IGKV1-17,Liver,-1.22,2.76e-05
IGKV1-6,Liver,-1.04,0.00166
IGKV2-30,Liver,-0.748,0.0152
IGLJ1,Liver,-1.08,0.000255
IGLV1-47,Liver,-1.24,2.6e-05
IGSF1,Liver,1.036021,3.81e-06
IGSF11,Liver,-2.255619,9.95e-09
IGSF22,Liver,1.48138,3.6e-08
IGSF9B,Liver,-2.13266,2.62e-06
IL10RB,Liver,-1.59132,0.00357
IL17C,Liver,-1.140955,0.00067
IL17D,Liver,-1.121563,0.0011
IL17F,Liver,-5.913439,1.2e-11
IL17REL,Liver,-2.045653,6.73e-05
IL1F10,Liver,-2.394433,1.34e-07
IL22RA2,Liver,1.212892,1.17e-06
IL25,Liver,0.821814,0.000347
IL36B,Liver,-1.747386,3.66e-06
IL36G,Liver,-2.740095,1.83e-05
IL8,Liver,-1.5321971,0.03495
IL9R,Liver,-4.221616,3.14e-08
ILF3-DT,Liver,0.854647,0.0296
IMPA1P1,Liver,0.689,0.00601
INA,Liver,-3.331782,7.23e-07
INE1,Liver,1.052689,1.26e-05
INKA2,Liver,-1.707527,0.00026
INO80D,Liver,1.320518,1.42e-05
INPP5D,Liver,-0.672,1.41e-09
INSL3,Liver,-1.989981,0.0011
INSR,Liver,1.934204,4.05e-08
INTS11,Liver,2.033976,3.59e-06
INTS14,Liver,2.452432,3.06e-08
INTS3,Liver,1.65574,7.21e-06
INTS9,Liver,-0.981161,7e-05
IPO13,Liver,-1.557432,5.38e-06
IRX5,Liver,1.422588,8.22e-07
ISCU,Liver,1.478395,3.06e-05
ISM2,Liver,-3.659592,4.82e-06
ISOC1,Liver,1.333482,5.03e-05
ISX,Liver,-2.383771,2.02e-05
ISY1,Liver,1.529453,2.85e-06
ITGB1BP1,Liver,-3.078275,0.000108
ITGB2-AS1,Liver,-0.835,1.12e-05
ITIH1,Liver,2.311196,1.06e-05
ITIH6,Liver,-0.834085,0.00798
ITPRIP,Liver,-0.925,2.48e-06
ITPRIPL1,Liver,1.16398,2.26e-06
ITSN2,Liver,0.904275,0.000521
IVD,Liver,2.824162,3.34e-08
IVL,Liver,0.88341,6.6e-05
IZUMO1R,Liver,-3.460163,3.72e-07
IZUMO2,Liver,-3.577625,2.34e-05
JAKMIP2-AS1,Liver,1.0417603,9.64e-05
JARID2,Liver,-2.396858,1.99e-05
JHY,Liver,-3.397726,3.26e-11
JPH2,Liver,-1.781441,0.000288
JPT2,Liver,-0.792781,0.00311
KAAG1,Liver,-3.178234,7.35e-08
KANK1,Liver,2.889589,5.67e-09
KANSL2,Liver,-1.280514,0.000948
KANSL3,Liver,-1.136363,0.000117
KARS1,Liver,0.640848,0.00699
KASH5,Liver,-2.911223,1.34e-06
KAZN,Liver,1.298153,2.67e-05
KBTBD12,Liver,-2.333035,0.000258
KCNA10,Liver,-1.055153,0.000365
KCNAB1,Liver,-2.012842,0.000103
KCNAB2,Liver,-1.22,6.92e-10
KCNE2,Liver,-0.9521,0.002
KCNE3,Liver,-2.010373,3.66e-05
KCNH3,Liver,-2.037265,7.13e-06
KCNH6,Liver,-1.279189,7.15e-06
KCNJ1,Liver,-2.432947,6.81e-10
KCNJ11,Liver,-1.789252,0.00106
KCNJ14,Liver,-2.385244,5.31e-08
KCNJ5-AS1,Liver,-0.942,3.17e-08
KCNK10,Liver,-2.564076,5.68e-05
KCNK12,Liver,-1.734286,8.53e-05
KCNK13,Liver,1.582495,9.23e-09
KCNK4,Liver,-1.9447,9.17e-05
KCNMA1-AS1,Liver,0.766,0.000307
KCNMA1-AS2,Liver,0.6723038,0.00829
KCNMB2,Liver,-2.644014,6.58e-08
KCNN2,Liver,3.166438,7.17e-10
KCNQ1DN,Liver,-1.109349,5.37e-05
KCNQ5,Liver,-1.736298,2.66e-05
KCNS1,Liver,-1.793585,0.000904
KCNT1,Liver,-3.151943,1.82e-06
KCNU1,Liver,-1.740095,0.000252
KCNV2,Liver,0.971537,8.33e-06
KCTD17,Liver,1.521002,7.5e-09
KCTD21,Liver,0.659921,0.0433
KDM2A,Liver,0.950119,0.00533
KDM2B,Liver,1.361962,7.87e-07
KDM4D,Liver,-1.167631,0.000421
KDM7A-DT,Liver,-0.798923,0.00231
KHNYN,Liver,1.830728,6.81e-05
KIAA1211L,Liver,-0.60713413,0.0040902
KIAA1549L,Liver,-1.326932,0.00048
KIF1B,Liver,2.365505,4.93e-07
KIF23-AS1,Liver,-1.06,3.95e-06
KIF26A,Liver,-1.1996182,3.75e-05
KIR2DL1,Liver,0.905554,0.00148
KIR2DL2,Liver,0.76729,0.00302
KIR2DL3,Liver,-3.787298,1.82e-05
KIR2DL4,Liver,-0.940729,0.000774
KIR2DS5,Liver,-2.011348,2.66e-07
KIR3DL1,Liver,-1.191234,0.000771
KIR3DP1,Liver,0.989487,0.000136
KIRREL1,Liver,-0.611,8.84e-06
KIRREL3-AS3,Liver,0.668533,0.00321
KLC2,Liver,-1.16,6.01e-10
KLC3,Liver,-1.582224,0.000642
KLHDC1,Liver,2.463255,3.12e-11
KLHL10,Liver,-1.667357,6.67e-07
KLHL30,Liver,-1.289075,0.00099
KLHL31,Liver,0.818477,0.000185
KLHL34,Liver,-1.470871,0.00126
KLHL36,Liver,0.771026,0.00584
KLHL38,Liver,0.766828,9.2e-05
KLK15,Liver,-1.040241,0.000474
KLK4,Liver,-1.544738,0.00225
KLK5,Liver,-1.726475,0.00042
KLK8,Liver,-3.702828,8.85e-05
KLLN,Liver,-2.183881,2.21e-06
KLRG2,Liver,-2.988442,9.08e-06
KMO,Liver,1.638322,5.84e-06
KMT2E,Liver,0.888929,7.54e-05
KMT2E-AS1,Liver,1.759707,1.1e-07
KNDC1,Liver,-0.7553127,0.0122
KPRP,Liver,-2.442107,0.00812
KRABD2,Liver,-3.007612,8.14e-06
KRABD3,Liver,1.28593,2.01e-07
KRABD4,Liver,0.618426,0.0429
KRABD5,Liver,0.855125,4.95e-05
KREMEN2,Liver,1.116037,4.59e-06
KRT10-AS1,Liver,-1.218884,0.00171
KRT16,Liver,-3.686131,2.46e-05
KRT17P5,Liver,-1.845944,4.89e-05
KRT20,Liver,-1.000638,0.0184
KRT24,Liver,-1.237827,3.13e-05
KRT28,Liver,-2.499933,2.66e-07
KRT3,Liver,-1.902055,0.000252
KRT33B,Liver,-3.928284,8.01e-08
KRT35,Liver,-1.603454,0.00239
KRT84,Liver,-1.696452,0.000526
KRTAP10-1,Liver,-1.103867,0.00294
KRTAP10-11,Liver,-1.12828,0.0457
KRTAP10-3,Liver,-3.143229,3.64e-05
KRTAP10-4,Liver,-2.143958,0.000429
KRTAP10-7,Liver,-1.80109,3.56e-05
KRTAP10-8,Liver,-2.242494,2.26e-05
KRTAP11-1,Liver,-2.544524,1.47e-06
KRTAP12-3,Liver,0.838122,0.00151
KRTAP12-4,Liver,-1.996042,0.000255
KRTAP13-1,Liver,-1.795368,7.14e-06
KRTAP13-2,Liver,-1.213171,0.00475
KRTAP13-4,Liver,-2.423143,0.000266
KRTAP19-2,Liver,-0.77251,0.0145
KRTAP19-4,Liver,-1.700191,0.000123
KRTAP19-5,Liver,-0.894753,0.00923
KRTAP19-6,Liver,-1.700708,0.000388
KRTAP19-7,Liver,0.913669,0.00125
KRTAP20-2,Liver,-0.974369,0.00232
KRTAP20-3,Liver,-2.01791,3.99e-08
KRTAP21-2,Liver,-1.708706,0.00178
KRTAP22-1,Liver,-0.753075,0.0107
KRTAP23-1,Liver,-2.539181,0.000138
KRTAP26-1,Liver,-1.139143,0.0104
KRTAP27-1,Liver,-1.384538,0.000144
KRTAP3-1,Liver,1.294983,1.93e-07
KRTAP4-11,Liver,-1.782276,0.000793
KRTAP4-12,Liver,-0.996393,0.00244
KRTAP4-5,Liver,-1.282974,0.000292
KRTAP5-1,Liver,-0.959007,0.00742
KRTAP5-11,Liver,-0.973269,0.0022
KRTAP5-3,Liver,-2.822011,5.26e-06
KRTAP5-4,Liver,-2.097327,2.9e-08
KRTAP5-6,Liver,-0.956115,0.00469
KRTAP5-9,Liver,-1.397064,8.84e-07
KRTAP6-1,Liver,-2.112647,8.92e-05
KRTAP6-2,Liver,-3.162718,1.65e-05
KRTAP6-3,Liver,-2.732199,1.57e-06
KRTAP8-1,Liver,-2.938711,0.000271
KRTCAP3,Liver,1.398427,0.0213
KRTDAP,Liver,-1.720998,0.0421
KY,Liver,-1.859304,0.000168
KYAT3,Liver,1.52367,7.52e-07
L1CAM-AS1,Liver,0.965687,0.000129
LAMA5-AS1,Liver,-1.2454686,2.11e-05
LAMTOR3,Liver,0.928294,2.19e-05
LAMTOR5,Liver,-1.055573,0.0127
LANCL2,Liver,0.74882,0.0133
LARGE1,Liver,1.963292,1.46e-08
LARP4B,Liver,-0.926578,0.0383
LARS1,Liver,0.715874,0.0105
LATS1,Liver,1.501537,1.07e-07
LBHD1,Liver,0.88179,0.0242
LBP,Liver,1.561727,0.000693
LBX2,Liver,-1.971419,0.001
LCE3A,Liver,-2.241416,0.00102
LCE3B,Liver,-1.90726,0.00638
LCN1,Liver,0.62928,0.000812
LCN12,Liver,-0.7814374,0.000257
LCN15,Liver,0.915954,0.0144
LCN8,Liver,-3.074568,1.02e-05
LCNL1,Liver,-1.562042,0.00273
LCTL,Liver,0.615262,0.0194
LDLRAD2,Liver,-1.045707,5.01e-07
LETM1,Liver,1.031754,1.76e-05
LETMD1,Liver,2.072305,6.37e-11
LGI1,Liver,1.55602,3.69e-07
LHB,Liver,-1.797857,0.00298
LHFPL4,Liver,-3.388338,1.6e-06
LHFPL5,Liver,-1.426385,2.43e-05
LHFPL7,Liver,-0.822427,0.0477
LHPP,Liver,-1.014024,0.000703
LHX8,Liver,-1.75077,7.33e-05
LIAS,Liver,2.476175,1.5e-09
LIMK1,Liver,-1.06,3.16e-09
LIMK2,Liver,-0.624,1.44e-08
LIN7B,Liver,1.577654,0.000407
LINC00028,Liver,-2.404235,1.25e-10
LINC00106,Liver,-0.8878626,0.000196
LINC00111,Liver,-2.222014,4.67e-08
LINC00158,Liver,-1.730056,2.57e-06
LINC00160,Liver,-1.965908,3.66e-06
LINC00200,Liver,-1.177509,0.000482
LINC00207,Liver,-2.83275,0.000251
LINC00242,Liver,-1.010688,0.000177
LINC00243,Liver,-1.19,4.07e-05
LINC00244,Liver,-2.410482,4.38e-06
LINC00268,Liver,-3.089965,9.86e-09
LINC00273,Liver,-2.52654,8.23e-05
LINC00336,Liver,-3.697109,2.19e-07
LINC00469,Liver,1.236782,8.6e-06
LINC00523,Liver,-1.725357,0.000251
LINC00548,Liver,0.856,0.00756
LINC00596,Liver,0.953,0.00116
LINC00602,Liver,-1.37953,0.000123
LINC00608,Liver,-1.704051,7.63e-07
LINC00623,Liver,1.199134,1e-06
LINC00626,Liver,0.802791,0.00016
LINC00636,Liver,-0.876355,0.000475
LINC00851,Liver,-1.733466,0.0186
LINC00862,Liver,0.6078108,0.000199
LINC00895,Liver,-1.590231,0.00717
LINC00898,Liver,-2.021331,0.00148
LINC00934,Liver,-1.449982,4.72e-05
LINC00951,Liver,-2.589156,5.49e-06
LINC00957,Liver,-0.716548,0.00035
LINC00987,Liver,-0.639,4.25e-07
LINC01011,Liver,-1.308666,0.00227
LINC01018,Liver,-1.57023,1.63e-06
LINC01058,Liver,0.616,0.00937
LINC01102,Liver,-1.278279,4.97e-05
LINC01119,Liver,-0.816532,0.0381
LINC01205,Liver,0.958,0.00233
LINC01285,Liver,0.654,0.000152
LINC01300,Liver,-2.533999,0.00193
LINC01322,Liver,1.87,1.55e-07
LINC01348,Liver,-0.8840063,8.09e-08
LINC01465,Liver,-1.097704,0.0178
LINC01488,Liver,-2.36,1.98e-07
LINC01507,Liver,-1.82,0.000329
LINC01512,Liver,-0.978046,0.01
LINC01529,Liver,-0.6753464,0.0149
LINC01547,Liver,1.2594,1.19e-05
LINC01550,Liver,-1.462512,0.00287
LINC01553,Liver,-1.114465,3.01e-05
LINC01559,Liver,-1.735123,1.1e-06
LINC01565,Liver,-2.391925,0.000439
LINC01600,Liver,-0.893238,0.000103
LINC01603,Liver,0.6958618,0.0198
LINC01634,Liver,0.833561,5.43e-05
LINC01702,Liver,0.627,2.77e-06
LINC01725,Liver,0.588,0.000103
LINC01735,Liver,0.755597,0.00325
LINC01744,Liver,0.6595059,0.00956
LINC01780,Liver,0.6307685,0.000173
LINC01786,Liver,-0.6944292,0.00288
LINC01806,Liver,0.628,7.71e-06
LINC01817,Liver,0.8467824,4.36e-06
LINC01818,Liver,0.913,2.48e-06
LINC01881,Liver,-2.002726,0.00028
LINC01979,Liver,-1.42,0.000143
LINC02039,Liver,0.7163537,0.0196
LINC02060,Liver,0.7054001,0.0035
LINC02066,Liver,0.6044491,0.0179
LINC02084,Liver,-0.7036988,0.0072
LINC02097,Liver,-0.705,0.00433
LINC02153,Liver,0.7689448,0.00756
LINC02160,Liver,1.1771446,1.5e-05
LINC02203,Liver,-2.264048,2.54e-06
LINC02209,Liver,1.701019,2.8e-08
LINC02275,Liver,0.594,0.00539
LINC02292,Liver,0.613,0.0168
LINC02312,Liver,-0.669,0.0263
LINC02319,Liver,0.909,0.00617
LINC02336,Liver,1.1550527,0.0115
LINC02348,Liver,-2.21,9.85e-08
LINC02370,Liver,-0.870557,0.00506
LINC02413,Liver,1.05,0.00236
LINC02418,Liver,-2.181747,4.11e-05
LINC02444,Liver,1.2428464,5.58e-05
LINC02481,Liver,-0.765,0.000189
LINC02512,Liver,0.8521772,0.0193
LINC02532,Liver,3.081192,1.08e-16
LINC02535,Liver,1.2393379,0.000357
LINC02606,Liver,-0.783,8.39e-05
LINC02648,Liver,-0.694,0.0274
LINC02671,Liver,0.7069617,0.00353
LINC02774,Liver,1.0353331,0.000201
LINC02794,Liver,1.09,0.00046
LINC02819,Liver,0.687,0.00162
LINC02878,Liver,-2.121766,4.89e-06
LINC02897,Liver,-1.746815,1.03e-05
LINC02902,Liver,1.067768,8.79e-05
LINC02903,Liver,-1.454244,0.00057
LINC02908,Liver,-2.324389,1.97e-05
LINC02913,Liver,-0.7331049,0.0129
LINC02919,Liver,0.7009546,0.000587
LINC02975,Liver,-0.8077978,0.00157
LINC02982,Liver,-0.743,0.00407
LINC02987,Liver,0.6294398,9.22e-05
LINC02991,Liver,-0.708976,0.00146
LINC02999,Liver,1.1,4.2e-05
LINC03023,Liver,0.7403658,0.00742
LINC03042,Liver,-1.588885,5.12e-07
LINC03043,Liver,-1.594914,2.73e-06
LINC03062,Liver,-0.926103,0.0261
LINC03147,Liver,-2.066502,3.61e-05
LINGO1,Liver,-1.661067,0.0206
LIPK,Liver,0.654585,0.000759
LIPN,Liver,-1.065703,0.00608
LLGL1,Liver,-3.216953,2.95e-06
LMAN1L,Liver,0.645942,0.00757
LMNTD2,Liver,-1.0312236,5.57e-06
LMO3,Liver,-1.087361,2.53e-05
LMOD1,Liver,-1.1698352,4.83e-05
LMTK2,Liver,1.239517,2.39e-07
LMX1A,Liver,0.941873,1.9e-05
LMX1B,Liver,-3.072516,0.000192
LNCTAM34A,Liver,-1.07,5.58e-05
LNPEP,Liver,-2.167896,0.00242
LOC100128653,Liver,-0.874,2.07e-05
LOC100130548,Liver,-0.8155647,0.000413
LOC100130987,Liver,-1.4516,2.43e-05
LOC100132062,Liver,-0.618531,0.000817
LOC100132214 /// POLR2J4 /// RASA4,Liver,-1.2300838,0.02362
LOC100132287,Liver,-0.6970676,0.000201
LOC100133920,Liver,-2.00203,8.41e-10
LOC100134368,Liver,-2.157941,9.24e-07
LOC100192426,Liver,-2.329165,9.3e-07
LOC100287792,Liver,-2.918882,7.38e-08
LOC100288142 /// LOC200030 /// NBPF1 /// NBPF10 /// NBPF11 /// NBPF14 /// NBPF15 /// NBPF16 /// NBPF8 /// NBPF9,Liver,1.8170252,0.04693
LOC100289580,Liver,-1.2739328,6.04e-07
LOC100291682,Liver,-1.4161363,0.04853
LOC100505918,Liver,0.7,9.51e-05
LOC100505942,Liver,-0.8368122,0.000196
LOC100505985,Liver,0.6852522,8.76e-05
LOC100506606,Liver,0.611,0.000239
LOC100506974,Liver,0.602,0.000592
LOC100507389,Liver,0.81,8.72e-06
LOC100996294,Liver,-0.7020655,0.0178
LOC101059906,Liver,-1.0467136,0.000252
LOC101927012,Liver,1.0508397,0.000191
LOC101927189,Liver,0.7961318,0.000564
LOC101927269,Liver,0.6408184,2.45e-06
LOC101927646,Liver,0.828,0.0175
LOC101927793,Liver,-1.0134163,0.000189
LOC101927845,Liver,1.04,0.000117
LOC101927999,Liver,-0.8036771,0.00189
LOC101928230,Liver,0.624,1.13e-07
LOC101928326,Liver,0.833,0.000559
LOC101928338,Liver,1.32,0.00345
LOC101928347,Liver,0.63,0.0259
LOC101928362,Liver,0.795,1.34e-05
LOC101928548,Liver,-1.230419,6.55e-05
LOC101928561,Liver,0.76,0.000685
LOC101928622,Liver,0.652,0.000814
LOC101928701,Liver,0.7028539,0.00149
LOC101928842,Liver,0.8168863,0.048
LOC101928953,Liver,-0.7226178,0.00168
LOC101928961,Liver,0.986,6.2e-05
LOC101929937,Liver,-0.968571,9.18e-05
LOC102723401,Liver,-1.03,0.000295
LOC102723722,Liver,-0.6345942,0.00503
LOC102723758,Liver,-0.6815283,0.00424
LOC102723769,Liver,0.591,0.00355
LOC102723996,Liver,-0.7065791,5.7e-05
LOC102724135,Liver,-0.6021297,7.26e-05
LOC102724197,Liver,-0.6383722,0.00505
LOC102724261,Liver,0.684,0.000112
LOC102724288,Liver,0.6,0.00196
LOC102724334,Liver,-0.8435358,0.000509
LOC102724354,Liver,-1.6382013,1.71e-05
LOC102724379,Liver,0.6068824,0.00141
LOC102724652,Liver,-1.1403763,0.000122
LOC102724749,Liver,1.07,0.00123
LOC102724770,Liver,-0.9185775,0.00016
LOC102724788,Liver,-0.9506845,0.00629
LOC102724858,Liver,1.03,0.041
LOC102724968,Liver,1.3291323,7.17e-06
LOC105369299,Liver,0.822009,6.32e-05
LOC105369306,Liver,0.6462045,0.0344
LOC105369318,Liver,0.749,0.00113
LOC105369334,Liver,0.5977001,1.55e-05
LOC105369455,Liver,-1.05,0.00453
LOC105369511,Liver,0.626,0.001
LOC105369552,Liver,0.59,0.0184
LOC105369608,Liver,0.818,0.000489
LOC105369710,Liver,0.6290685,0.000878
LOC105369719,Liver,0.642,0.000111
LOC105369725,Liver,0.672,7.2e-06
LOC105369736,Liver,0.6059272,0.00297
LOC105369839,Liver,1.310131,2.9e-05
LOC105369904,Liver,0.79,0.00028
LOC105369907,Liver,1.31,2.1e-05
LOC105369908,Liver,1.19,8.74e-05
LOC105370195,Liver,0.6362016,0.00109
LOC105370411,Liver,0.849,0.0045
LOC105370489,Liver,-0.669,0.000578
LOC105370756,Liver,0.609,8.19e-05
LOC105370811,Liver,0.841,0.00094
LOC105370849,Liver,-0.586,0.0488
LOC105370921,Liver,0.6071102,0.00193
LOC105370935,Liver,0.641,2.06e-05
LOC105371038,Liver,-0.9279641,8.23e-05
LOC105371042,Liver,-1.1916767,0.000753
LOC105371296,Liver,0.5859272,0.00347
LOC105371344,Liver,-0.8092243,0.00334
LOC105371472,Liver,0.622,0.00336
LOC105371480,Liver,-0.731,0.000126
LOC105371481,Liver,-0.888,1.82e-06
LOC105371493,Liver,-0.5882162,0.000172
LOC105371657,Liver,0.692,0.0238
LOC105371675,Liver,0.707,0.000507
LOC105371833,Liver,0.7966305,0.0281
LOC105371934,Liver,-0.6281858,0.00679
LOC105371970,Liver,0.660848,0.0347
LOC105372036,Liver,-0.818,1.4e-05
LOC105372049,Liver,0.7,1.22e-05
LOC105372282,Liver,-0.9029512,8.27e-05
LOC105372346,Liver,1.5280012,0.000607
LOC105372347,Liver,0.824,0.0292
LOC105372562,Liver,0.8108087,0.00175
LOC105372614,Liver,0.7506825,0.016
LOC105372618,Liver,1.1078774,0.000536
LOC105372707,Liver,-0.7512264,0.000114
LOC105372709,Liver,-0.7276799,0.00117
LOC105372798,Liver,0.766,2.15e-06
LOC105372889,Liver,1.04,5.95e-05
LOC105372952,Liver,-0.7469063,0.0169
LOC105373046,Liver,-0.767,0.000367
LOC105373208,Liver,0.6134131,0.0422
LOC105373225,Liver,0.856,0.00364
LOC105373312,Liver,0.6511426,0.0381
LOC105373680,Liver,0.628,0.000153
LOC105373693,Liver,0.78,0.00542
LOC105373709,Liver,0.6984423,0.0135
LOC105373903,Liver,0.689,0.000127
LOC105373991,Liver,-0.996,3.11e-05
LOC105374016,Liver,0.675,4.8e-06
LOC105374031,Liver,0.7262155,0.0151
LOC105374077,Liver,-0.652,0.0184
LOC105374160,Liver,0.727,0.00203
LOC105374174,Liver,0.587,0.000522
LOC105374339,Liver,-0.6511511,0.00115
LOC105374498,Liver,0.6028448,0.00497
LOC105374659,Liver,-0.819,0.0144
LOC105374663,Liver,0.807,0.000762
LOC105374815,Liver,1.15135,0.000171
LOC105374975,Liver,1.09,0.00119
LOC105374976,Liver,0.912,0.00514
LOC105374989,Liver,0.593,0.0249
LOC105375006,Liver,1.03,0.000204
LOC105375146,Liver,0.6381994,0.0304
LOC105375148,Liver,0.9726784,0.000799
LOC105375150,Liver,0.9770991,0.00163
LOC105375164,Liver,-1.45,6.37e-06
LOC105375199,Liver,0.7466567,0.000497
LOC105375200,Liver,0.9790487,3.22e-05
LOC105375245,Liver,0.625,0.00021
LOC105375282,Liver,0.918,0.000779
LOC105375431,Liver,-0.9214745,0.02
LOC105375670,Liver,-0.614,0.0428
LOC105375825,Liver,0.694,0.0176
LOC105375829,Liver,0.797,0.00259
LOC105375844,Liver,1.0511997,0.00809
LOC105375878,Liver,0.656,0.000406
