ID	adj.P.Val	P.Value	t	B	logFC
2691_at	2.42e-03	3.55e-05	-4.3116003	2.05684	-0.7118176
9693_at	2.42e-03	3.56e-05	-4.3108756	2.05425	-0.5845245
153396_at	2.43e-03	3.59e-05	-4.3089069	2.04721	-0.6815148
10140_at	2.44e-03	3.61e-05	-4.3070398	2.04053	-0.4963514
54741_at	2.44e-03	3.63e-05	4.3061251	2.03726	0.5548295
54497_at	2.49e-03	3.71e-05	-4.3000064	2.0154	-0.4790572
7072_at	2.50e-03	3.73e-05	-4.2991859	2.01247	-1.0941283
101928784_at	2.51e-03	3.76e-05	-4.296957	2.00452	-1.4338512
100505696_at	2.51e-03	3.76e-05	-4.2968092	2.00399	-1.0364444
1958_at	2.52e-03	3.80e-05	-4.294214	1.99473	-2.0945789
9481_at	2.53e-03	3.81e-05	-4.2931817	1.99105	-1.2001162
100505761_at	2.53e-03	3.83e-05	4.2922093	1.98758	1.0571703
55122_at	2.55e-03	3.87e-05	4.2892993	1.9772	0.5867203
53353_at	2.55e-03	3.87e-05	-4.2890348	1.97626	-0.7260788
2886_at	2.63e-03	4.03e-05	4.2789398	1.94031	0.8635382
158257_at	2.63e-03	4.03e-05	-4.278873	1.94007	-0.9524719
84266_at	2.63e-03	4.04e-05	4.2781083	1.93735	0.685497
84299_at	2.63e-03	4.05e-05	4.2778528	1.93644	0.5322603
9659_at	2.63e-03	4.05e-05	-4.2775474	1.93536	-0.7267517
29844_at	2.67e-03	4.12e-05	4.2728668	1.91871	0.8254853
51747_at	2.67e-03	4.13e-05	-4.2725728	1.91767	-0.8763521
54532_at	2.70e-03	4.19e-05	-4.2688788	1.90454	-0.734468
100130889_at	2.70e-03	4.21e-05	-4.2673713	1.89918	-0.9439869
51684_at	2.70e-03	4.22e-05	4.2668741	1.89742	0.8782335
23451_at	2.70e-03	4.23e-05	-4.2663325	1.89549	-0.4572406
1195_at	2.73e-03	4.27e-05	-4.2636615	1.88601	-0.8101788
54790_at	2.78e-03	4.38e-05	-4.2573295	1.86355	-0.6955504
55096_at	2.78e-03	4.38e-05	-4.2573009	1.86345	-1.0110643
8971_at	2.78e-03	4.39e-05	4.2567649	1.86155	1.1336041
338323_at	2.80e-03	4.43e-05	-4.2542799	1.85274	-0.6260758
22852_at	2.83e-03	4.50e-05	-4.2503722	1.83889	-0.7747524
6723_at	2.84e-03	4.52e-05	4.2487612	1.83319	0.8918766
7057_at	2.87e-03	4.57e-05	4.2460311	1.82353	0.8024248
29994_at	2.90e-03	4.64e-05	-4.242214	1.81002	-0.6083547
9091_at	2.90e-03	4.64e-05	4.2420537	1.80945	0.8192987
54815_at	2.99e-03	4.81e-05	4.2328837	1.77705	0.6324614
572_at	3.04e-03	4.90e-05	4.2276361	1.75852	0.6992467
84962_at	3.05e-03	4.92e-05	4.2268842	1.75587	0.8702433
85379_at	3.06e-03	4.96e-05	4.2248597	1.74873	0.7847202
26792_at	3.09e-03	5.02e-05	-4.2215533	1.73707	-1.916204
6432_at	3.09e-03	5.02e-05	-4.2213454	1.73634	-0.7183292
1660_at	3.09e-03	5.04e-05	-4.2206277	1.73381	-0.5479019
10919_at	3.11e-03	5.08e-05	4.2181985	1.72525	0.6290154
23405_at	3.11e-03	5.10e-05	-4.2174818	1.72273	-0.4091158
148362_at	3.19e-03	5.24e-05	4.2101084	1.69677	0.4403521
102546175_at	3.20e-03	5.27e-05	-4.2088833	1.69246	-0.6680863
7704_at	3.20e-03	5.27e-05	-4.2085151	1.69117	-1.9680437
633_at	3.20e-03	5.30e-05	4.2075079	1.68763	1.3945656
65993_at	3.20e-03	5.31e-05	4.2068737	1.6854	0.6834118
1734_at	3.21e-03	5.34e-05	-4.2053451	1.68002	-0.6235114
55182_at	3.22e-03	5.37e-05	4.2039886	1.67526	0.6173774
338674_at	3.28e-03	5.47e-05	-4.1990525	1.65792	-0.7425613
6950_at	3.28e-03	5.49e-05	-4.1980139	1.65427	-0.4770062
1060_at	3.29e-03	5.53e-05	-4.1958801	1.64678	-0.7094531
8625_at	3.29e-03	5.54e-05	4.195387	1.64505	0.6933857
90871_at	3.29e-03	5.55e-05	4.1950349	1.64382	0.5170866
10266_at	3.29e-03	5.56e-05	4.1944815	1.64187	1.2063884
112770_at	3.31e-03	5.60e-05	4.192729	1.63573	0.9607307
7791_at	3.44e-03	5.83e-05	4.1821251	1.59857	1.4560018
89941_at	3.48e-03	5.93e-05	4.177663	1.58295	0.7657568
55588_at	3.48e-03	5.95e-05	4.176857	1.58013	0.6908754
9289_at	3.48e-03	5.95e-05	4.1767452	1.57974	0.9231347
2962_at	3.51e-03	6.01e-05	4.1740011	1.57014	0.6264718
6095_at	3.52e-03	6.03e-05	-4.1731116	1.56703	-0.8106594
54985_at	3.52e-03	6.07e-05	4.1716299	1.56185	0.7321934
4935_at	3.52e-03	6.07e-05	4.1713486	1.56087	1.103458
10349_at	3.57e-03	6.17e-05	-4.1672731	1.54663	-1.1257473
200316_at	3.61e-03	6.26e-05	4.1634181	1.53318	1.4945331
645843_at	3.63e-03	6.31e-05	-4.1613367	1.52591	-1.3003553
4982_at	3.63e-03	6.33e-05	4.160604	1.52336	0.9891191
646300_at	3.63e-03	6.34e-05	-4.1601645	1.52182	-0.5750333
4784_at	3.63e-03	6.34e-05	4.1601386	1.52173	0.9303612
9392_at	3.69e-03	6.47e-05	4.1548333	1.50324	0.5471939
113791_at	3.83e-03	6.72e-05	4.1447932	1.46828	0.7980615
126328_at	3.87e-03	6.80e-05	4.14134	1.45627	0.4143813
25796_at	3.88e-03	6.84e-05	4.1397687	1.45081	0.668057
221711_at	3.92e-03	6.92e-05	-4.1369208	1.44091	-0.6489449
60685_at	3.93e-03	6.96e-05	4.1351314	1.4347	0.6319054
2791_at	3.96e-03	7.04e-05	4.1324086	1.42525	1.2118524
10178_at	3.97e-03	7.06e-05	-4.131646	1.4226	-1.0506543
100616196_at	3.97e-03	7.08e-05	-4.1308897	1.41997	-1.3513286
2275_at	3.97e-03	7.10e-05	4.1300643	1.41711	1.3253975
3790_at	4.01e-03	7.18e-05	-4.1269907	1.40645	-0.86247
1496_at	4.01e-03	7.20e-05	-4.1263233	1.40413	-0.5960337
127665_at	4.01e-03	7.21e-05	-4.1258281	1.40242	-0.6147564
114785_at	4.02e-03	7.26e-05	4.1241891	1.39673	0.673856
10018_at	4.02e-03	7.26e-05	-4.1240166	1.39614	-0.7632418
5300_at	4.10e-03	7.42e-05	4.1183101	1.37637	0.5737631
79143_at	4.10e-03	7.43e-05	4.1177673	1.37449	0.8151424
390084_at	4.14e-03	7.55e-05	-4.1137601	1.36062	-0.77266
26994_at	4.14e-03	7.55e-05	4.113748	1.36058	0.543997
337875_at	4.14e-03	7.58e-05	4.1127305	1.35706	1.2961943
55707_at	4.14e-03	7.58e-05	4.1125853	1.35655	0.7486016
57408_at	4.24e-03	7.77e-05	-4.1059967	1.33378	-0.6510955
253769_at	4.29e-03	7.88e-05	-4.1021837	1.32061	-0.9029842
84316_at	4.32e-03	7.96e-05	4.099591	1.31166	0.4595514
799_at	4.33e-03	7.99e-05	-4.0984596	1.30775	-0.714536
84948_at	4.34e-03	8.03e-05	4.0971866	1.30336	0.7648356
57224_at	4.35e-03	8.06e-05	4.096314	1.30035	0.6382182
29062_at	4.35e-03	8.07e-05	-4.0957154	1.29828	-0.5378417
6892_at	4.40e-03	8.18e-05	4.0922753	1.28642	0.8889908
2885_at	4.43e-03	8.27e-05	4.0893815	1.27645	0.5836911
50640_at	4.45e-03	8.32e-05	-4.0876601	1.27052	-0.4603118
342527_at	4.46e-03	8.35e-05	4.0866601	1.26708	0.7089373
23345_at	4.49e-03	8.42e-05	-4.084648	1.26015	-0.619266
63827_at	4.51e-03	8.50e-05	-4.0818569	1.25055	-0.6835059
9819_at	4.51e-03	8.52e-05	-4.0814629	1.24919	-0.5487079
79960_at	4.51e-03	8.52e-05	-4.0812551	1.24848	-0.607498
100289230_at	4.52e-03	8.55e-05	-4.0802986	1.24519	-0.961075
9748_at	4.53e-03	8.59e-05	-4.0791536	1.24125	-0.4348204
23473_at	4.53e-03	8.61e-05	-4.0784371	1.23878	-0.4894343
55608_at	4.54e-03	8.64e-05	-4.0776791	1.23618	-0.8174454
8886_at	4.59e-03	8.76e-05	-4.0740286	1.22363	-0.473715
9141_at	4.60e-03	8.79e-05	-4.0729554	1.21995	-0.8979092
84885_at	4.62e-03	8.85e-05	4.0711085	1.2136	0.8172157
23264_at	4.67e-03	8.96e-05	4.0678875	1.20255	0.5892645
5433_at	4.71e-03	9.07e-05	4.0645458	1.19108	0.8270493
527_at	4.71e-03	9.08e-05	4.0642143	1.18994	0.825646
693148_at	4.77e-03	9.22e-05	-4.0601754	1.1761	-0.8219373
10572_at	4.77e-03	9.23e-05	4.0600182	1.17556	0.6232814
10579_at	4.81e-03	9.33e-05	-4.0570706	1.16546	-0.5948752
140850_at	4.86e-03	9.43e-05	-4.0539837	1.15489	-0.5561997
51545_at	4.87e-03	9.48e-05	4.0525822	1.15009	0.9319858
55643_at	4.87e-03	9.53e-05	4.0513652	1.14593	0.654019
6041_at	4.87e-03	9.54e-05	4.0511358	1.14514	0.9042142
677799_at	4.87e-03	9.54e-05	-4.0509353	1.14446	-1.9138803
5934_at	4.87e-03	9.56e-05	-4.0503829	1.14257	-0.4695657
9966_at	4.88e-03	9.60e-05	4.0492913	1.13883	1.2448902
57109_at	4.89e-03	9.66e-05	4.0477677	1.13362	0.8293106
100216546_at	4.89e-03	9.66e-05	-4.0477657	1.13361	-0.9424257
4839_at	4.90e-03	9.68e-05	4.0469961	1.13098	0.9919305
706_at	4.91e-03	9.73e-05	4.0456513	1.12639	0.8542944
10498_at	4.92e-03	9.76e-05	4.0448449	1.12363	0.6605945
10714_at	4.93e-03	9.81e-05	-4.0434897	1.119	-0.9745279
10523_at	4.96e-03	9.90e-05	4.0411137	1.11088	0.6049955
2896_at	5.00e-03	9.99e-05	4.038603	1.10231	0.6936393
65250_at	5.00e-03	1.00e-04	-4.0379188	1.09997	-0.5231754
23211_at	5.03e-03	1.01e-04	4.0357859	1.09269	0.7707698
91614_at	5.08e-03	1.02e-04	-4.0329174	1.08291	-1.0360751
8501_at	5.10e-03	1.03e-04	-4.0313142	1.07744	-1.1035604
26813_at	5.10e-03	1.03e-04	-4.0308573	1.07588	-0.9238009
369_at	5.25e-03	1.06e-04	4.0221986	1.04639	0.5179463
57171_at	5.28e-03	1.07e-04	4.0204706	1.04051	0.8130003
102723954_at	5.28e-03	1.07e-04	-4.0198409	1.03837	-0.9508659
7037_at	5.28e-03	1.07e-04	-4.0192898	1.03649	-1.0382815
51588_at	5.28e-03	1.07e-04	4.0188632	1.03504	0.6003071
5499_at	5.32e-03	1.08e-04	4.0163423	1.02647	0.4853964
767604_at	5.32e-03	1.09e-04	-4.0158489	1.02479	-0.6398678
54482_at	5.32e-03	1.09e-04	-4.0147692	1.02112	-0.6415698
958_at	5.32e-03	1.10e-04	4.013598	1.01714	1.3291824
100874175_at	5.32e-03	1.10e-04	-4.0130983	1.01544	-0.6624115
692227_at	5.32e-03	1.10e-04	-4.0129579	1.01496	-1.8254614
55577_at	5.32e-03	1.10e-04	4.0126835	1.01403	0.7886072
101928744_at	5.32e-03	1.10e-04	-4.012316	1.01278	-0.8433776
1155_at	5.34e-03	1.11e-04	4.0108573	1.00783	0.576094
126003_at	5.42e-03	1.13e-04	4.0064374	0.99282	0.4754122
26249_at	5.43e-03	1.13e-04	-4.005454	0.98948	-1.3418308
692088_at	5.46e-03	1.14e-04	-4.0036035	0.98321	-1.4114141
677805_at	5.51e-03	1.15e-04	-4.0003966	0.97233	-1.5605854
9686_at	5.54e-03	1.16e-04	3.998478	0.96583	0.5159876
3455_at	5.58e-03	1.17e-04	3.996228	0.9582	1.374663
440590_at	5.68e-03	1.19e-04	-3.9906525	0.93933	-1.2643557
7026_at	5.76e-03	1.21e-04	3.9865462	0.92544	0.7566783
221937_at	5.76e-03	1.21e-04	3.9860658	0.92381	0.7784045
101927783_at	5.77e-03	1.22e-04	-3.9850792	0.92048	-0.7413966
407007_at	5.78e-03	1.22e-04	-3.9838219	0.91623	-0.9393678
54978_at	5.79e-03	1.23e-04	3.9828711	0.91301	1.0088801
9697_at	5.85e-03	1.24e-04	3.9796191	0.90203	1.0477932
9640_at	5.87e-03	1.25e-04	3.9780139	0.89661	0.5524383
9299_at	5.94e-03	1.27e-04	-3.9744035	0.88442	-1.7478945
53635_at	5.94e-03	1.27e-04	3.9738434	0.88253	0.5744269
6023_at	5.97e-03	1.28e-04	3.9721177	0.87671	0.512186
902_at	6.02e-03	1.29e-04	-3.9691415	0.86668	-0.4963168
647087_at	6.07e-03	1.30e-04	3.9664093	0.85747	0.617621
140890_at	6.07e-03	1.31e-04	-3.9659349	0.85587	-0.6940235
5054_at	6.07e-03	1.31e-04	-3.9654783	0.85434	-1.3926229
78992_at	6.07e-03	1.31e-04	3.9651365	0.85319	0.6179508
339978_at	6.11e-03	1.32e-04	-3.9626711	0.84488	-0.6448355
100616244_at	6.15e-03	1.33e-04	-3.960124	0.83631	-0.4977287
114787_at	6.15e-03	1.33e-04	3.9599749	0.83581	0.6261408
57148_at	6.19e-03	1.34e-04	-3.9578768	0.82875	-0.3580525
26973_at	6.25e-03	1.36e-04	-3.9548758	0.81866	-1.1904569
101928714_at	6.25e-03	1.36e-04	-3.954301	0.81673	-1.062231
693176_at	6.30e-03	1.38e-04	-3.9513235	0.80672	-0.4034191
166_at	6.32e-03	1.38e-04	3.9501334	0.80273	0.8237967
9609_at	6.36e-03	1.39e-04	3.9481314	0.796	0.6364418
9993_at	6.37e-03	1.40e-04	3.9469975	0.7922	0.6488614
23295_at	6.38e-03	1.41e-04	3.9459016	0.78852	0.622432
1740_at	6.40e-03	1.41e-04	-3.9449051	0.78517	-0.7284947
9451_at	6.41e-03	1.42e-04	-3.9435037	0.78047	-0.7907758
23568_at	6.41e-03	1.42e-04	3.9434605	0.78033	0.4202186
79023_at	6.46e-03	1.43e-04	3.9407323	0.77118	0.6810143
121512_at	6.70e-03	1.49e-04	-3.9304571	0.73676	-0.5005236
4543_at	6.70e-03	1.49e-04	-3.9298763	0.73482	-1.6965068
5585_at	6.74e-03	1.50e-04	3.9276772	0.72746	0.783671
23381_at	6.74e-03	1.51e-04	3.9267856	0.72448	0.5365536
643376_at	6.74e-03	1.51e-04	-3.926262	0.72273	-0.6639545
55599_at	6.74e-03	1.51e-04	-3.9258609	0.72139	-1.1101629
101927829_at	6.74e-03	1.51e-04	-3.9255495	0.72035	-0.8118558
6944_at	6.83e-03	1.54e-04	3.9214478	0.70664	0.7064546
51249_at	7.16e-03	1.61e-04	3.9080936	0.66209	0.74512
51163_at	7.19e-03	1.62e-04	3.9066472	0.65727	0.6535009
3257_at	7.19e-03	1.62e-04	3.9061473	0.65561	0.7456476
9173_at	7.20e-03	1.63e-04	-3.9053121	0.65283	-1.1597065
1611_at	7.25e-03	1.65e-04	3.9023543	0.64298	0.5031058
55818_at	7.25e-03	1.65e-04	-3.9023327	0.64291	-0.4937713
28638_at	7.28e-03	1.66e-04	3.9005157	0.63686	2.7344123
10153_at	7.28e-03	1.66e-04	-3.9004181	0.63654	-0.4194168
9910_at	7.29e-03	1.66e-04	-3.8995819	0.63375	-0.5515852
8175_at	7.35e-03	1.68e-04	3.8966593	0.62403	0.873942
7288_at	7.35e-03	1.68e-04	-3.8960724	0.62208	-0.5464708
6835_at	7.35e-03	1.69e-04	3.8956647	0.62073	0.6195533
10208_at	7.37e-03	1.70e-04	-3.8943336	0.6163	-0.6165718
79659_at	7.37e-03	1.70e-04	-3.8939501	0.61503	-0.5297668
149076_at	7.39e-03	1.71e-04	3.892184	0.60916	0.7806974
84981_at	7.39e-03	1.71e-04	-3.8921662	0.6091	-0.874802
100129617_at	7.43e-03	1.72e-04	-3.8902372	0.6027	-0.7623393
347735_at	7.47e-03	1.73e-04	3.888563	0.59714	0.653033
2931_at	7.49e-03	1.74e-04	3.8870646	0.59217	0.4775382
734_at	7.54e-03	1.76e-04	-3.8837733	0.58125	-0.6053025
79836_at	7.54e-03	1.76e-04	-3.8837553	0.58119	-0.6163129
6829_at	7.54e-03	1.76e-04	3.8836799	0.58094	0.5103389
353144_at	7.54e-03	1.76e-04	-3.8834945	0.58032	-0.6180699
100505806_at	7.60e-03	1.78e-04	3.8810491	0.57221	0.8096491
3217_at	7.61e-03	1.78e-04	3.8800999	0.56907	0.9875664
55793_at	7.61e-03	1.79e-04	3.8796262	0.5675	0.6039653
6598_at	7.62e-03	1.79e-04	3.8787586	0.56462	0.4718837
6035_at	7.66e-03	1.80e-04	3.8770247	0.55888	0.9651427
4929_at	7.67e-03	1.81e-04	-3.8759394	0.55529	-1.1147474
58487_at	7.70e-03	1.82e-04	-3.8746346	0.55097	-0.7946948
57514_at	7.71e-03	1.83e-04	3.8731232	0.54596	0.6425417
4061_at	7.71e-03	1.83e-04	3.8729455	0.54537	1.1215323
143384_at	7.71e-03	1.83e-04	3.8726732	0.54447	0.3438476
1154_at	7.77e-03	1.85e-04	-3.8700551	0.53581	-0.9795009
79792_at	7.83e-03	1.87e-04	3.8668865	0.52533	0.7254023
677801_at	7.83e-03	1.87e-04	-3.8667524	0.52489	-2.0310598
5694_at	7.83e-03	1.87e-04	3.8665447	0.5242	0.3869878
10712_at	7.86e-03	1.88e-04	3.8652145	0.51981	0.5957642
5267_at	7.94e-03	1.91e-04	-3.8618676	0.50875	-0.9081215
116541_at	7.94e-03	1.91e-04	3.861376	0.50713	0.5416946
54454_at	8.00e-03	1.93e-04	-3.8590022	0.49929	-0.6126142
7423_at	8.02e-03	1.94e-04	3.8576449	0.49481	0.7288615
10406_at	8.31e-03	2.01e-04	3.8470031	0.45974	1.6482837
7542_at	8.31e-03	2.01e-04	3.8469413	0.45953	0.7219018
81671_at	8.32e-03	2.02e-04	-3.8460998	0.45676	-0.4672111
439_at	8.33e-03	2.02e-04	3.8453299	0.45423	0.5991941
54344_at	8.40e-03	2.04e-04	3.8426213	0.44531	0.5823403
162427_at	8.42e-03	2.05e-04	3.8415452	0.44177	0.5137099
401105_at	8.42e-03	2.05e-04	-3.8411344	0.44042	-0.7411606
100422869_at	8.47e-03	2.07e-04	-3.8390668	0.43362	-0.4808813
102724587_at	8.47e-03	2.07e-04	-3.8385132	0.4318	-1.1992936
148979_at	8.57e-03	2.10e-04	3.8346799	0.41921	0.9043992
23332_at	8.63e-03	2.12e-04	-3.8315981	0.40909	-0.5424123
199990_at	8.63e-03	2.13e-04	3.8312755	0.40803	0.5986663
54502_at	8.63e-03	2.13e-04	3.8312534	0.40796	0.4973425
5733_at	8.63e-03	2.13e-04	-3.8310847	0.4074	-0.9208344
102723677_at	8.63e-03	2.13e-04	-3.8307362	0.40626	-2.4510839
1285_at	8.64e-03	2.14e-04	-3.8298045	0.4032	-0.8633749
4240_at	8.65e-03	2.15e-04	3.82887	0.40013	1.1791661
9497_at	8.65e-03	2.15e-04	-3.8286641	0.39946	-1.1046857
26471_at	8.67e-03	2.16e-04	3.8276574	0.39616	1.0457116
130872_at	8.68e-03	2.16e-04	-3.8268377	0.39347	-1.1261102
56171_at	8.73e-03	2.18e-04	-3.824688	0.38642	-0.7356279
9255_at	8.76e-03	2.19e-04	-3.8235483	0.38268	-0.4375047
3460_at	8.77e-03	2.19e-04	3.8225712	0.37948	0.6425479
56675_at	8.79e-03	2.20e-04	-3.821415	0.37569	-0.6479568
23187_at	8.82e-03	2.21e-04	3.8200944	0.37137	0.6828596
65267_at	9.05e-03	2.28e-04	-3.8122421	0.34567	-0.7926731
2014_at	9.05e-03	2.28e-04	3.8116731	0.34381	1.4218936
57146_at	9.05e-03	2.28e-04	3.8116345	0.34368	0.6846045
3054_at	9.09e-03	2.30e-04	3.809962	0.33821	0.596723
203238_at	9.11e-03	2.31e-04	-3.8087125	0.33413	-0.8253958
23753_at	9.11e-03	2.31e-04	3.8082281	0.33254	0.4981921
57688_at	9.11e-03	2.31e-04	-3.8082119	0.33249	-0.6263301
100885777_at	9.18e-03	2.33e-04	-3.8053746	0.32322	-0.9514674
8925_at	9.19e-03	2.34e-04	-3.8044407	0.32017	-0.5356649
22854_at	9.19e-03	2.34e-04	-3.8042923	0.31969	-0.9788754
84309_at	9.31e-03	2.38e-04	3.8002728	0.30657	0.4742275
80335_at	9.31e-03	2.38e-04	3.7999944	0.30566	0.6474405
80005_at	9.31e-03	2.38e-04	-3.7993143	0.30344	-0.6359807
9774_at	9.31e-03	2.39e-04	-3.7989404	0.30222	-0.6098184
100874041_at	9.32e-03	2.39e-04	-3.7982723	0.30004	-0.5963195
9364_at	9.41e-03	2.42e-04	-3.7951438	0.28985	-0.6584761
2039_at	9.45e-03	2.43e-04	3.7934471	0.28432	0.5849528
57585_at	9.48e-03	2.45e-04	3.7921178	0.27999	0.7645951
10138_at	9.50e-03	2.45e-04	-3.791181	0.27693	-0.6840505
1947_at	9.54e-03	2.47e-04	3.7895824	0.27173	0.7516228
5725_at	9.59e-03	2.48e-04	3.7878237	0.26601	0.580149
100874374_at	9.61e-03	2.50e-04	-3.7865543	0.26187	-0.6722551
55145_at	9.62e-03	2.50e-04	3.7861011	0.2604	0.5517523
100500880_at	9.64e-03	2.51e-04	-3.7850398	0.25695	-1.2707521
10050_at	9.71e-03	2.53e-04	-3.7825147	0.24874	-1.2478713
100337591_at	9.76e-03	2.55e-04	-3.7806753	0.24276	-1.1409703
767578_at	9.77e-03	2.56e-04	-3.7798335	0.24002	-0.581103
126074_at	9.82e-03	2.58e-04	3.7776491	0.23293	0.7419832
50831_at	9.82e-03	2.58e-04	-3.7776219	0.23284	-0.6831575
55009_at	9.84e-03	2.58e-04	3.776763	0.23005	0.6854677
22980_at	9.95e-03	2.62e-04	3.7729932	0.21781	0.3893286
729438_at	9.99e-03	2.63e-04	3.7714253	0.21273	0.7655158
100130733_at	1.00e-02	2.65e-04	-3.7696269	0.20689	-0.8373204
65065_at	1.00e-02	2.66e-04	-3.7690832	0.20513	-0.4998694
27233_at	1.01e-02	2.66e-04	3.7682909	0.20256	1.3349791
22794_at	1.01e-02	2.67e-04	3.7679589	0.20149	0.5099527
59084_at	1.01e-02	2.67e-04	3.7672405	0.19916	0.6604675
151234_at	1.01e-02	2.67e-04	-3.7670125	0.19842	-0.8725004
9146_at	1.01e-02	2.69e-04	3.7656442	0.19399	0.6661659
100507206_at	1.01e-02	2.69e-04	-3.7656013	0.19385	-0.7093807
728637_at	1.01e-02	2.69e-04	-3.7653307	0.19297	-0.6288797
90799_at	1.01e-02	2.70e-04	-3.7640576	0.18885	-0.5543155
5375_at	1.01e-02	2.70e-04	-3.7640007	0.18866	-0.7550423
441208_at	1.02e-02	2.73e-04	-3.7614807	0.1805	-1.1667958
55835_at	1.02e-02	2.74e-04	-3.7600886	0.176	-0.5976367
54014_at	1.02e-02	2.75e-04	-3.7594259	0.17385	-0.5694578
285943_at	1.03e-02	2.77e-04	3.7574803	0.16756	0.8863265
84937_at	1.03e-02	2.78e-04	3.7561886	0.16338	0.5603587
83460_at	1.04e-02	2.80e-04	3.7539922	0.15628	0.4892017
23303_at	1.04e-02	2.82e-04	-3.7520447	0.14999	-0.4674253
101928658_at	1.04e-02	2.83e-04	-3.7515275	0.14832	-1.4595954
7750_at	1.04e-02	2.83e-04	-3.7510909	0.14691	-0.3650071
81844_at	1.05e-02	2.86e-04	3.7483497	0.13805	0.7295794
687_at	1.05e-02	2.86e-04	-3.7480716	0.13715	-0.8680793
55086_at	1.06e-02	2.88e-04	-3.7461501	0.13095	-0.7105036
822_at	1.06e-02	2.90e-04	3.7445493	0.12579	0.9719461
285501_at	1.06e-02	2.91e-04	-3.7433503	0.12192	-0.6431878
26003_at	1.06e-02	2.91e-04	3.7429629	0.12067	0.3838581
115290_at	1.07e-02	2.92e-04	3.741791	0.11689	0.6633036
10908_at	1.07e-02	2.95e-04	3.7396961	0.11014	0.5287447
23163_at	1.07e-02	2.95e-04	3.7389735	0.10781	0.5563366
55740_at	1.08e-02	2.96e-04	3.7380193	0.10474	0.8659642
100506331_at	1.08e-02	2.97e-04	-3.7376013	0.10339	-0.8119884
143686_at	1.08e-02	2.97e-04	3.7369059	0.10115	0.614945
100131257_at	1.08e-02	2.98e-04	-3.7364336	0.09963	-0.9062591
84897_at	1.09e-02	3.01e-04	-3.7337335	0.09094	-0.4751893
55294_at	1.09e-02	3.02e-04	-3.7322779	0.08625	-0.57519
26771_at	1.09e-02	3.04e-04	-3.7310609	0.08233	-1.6287942
54103_at	1.10e-02	3.06e-04	-3.7292875	0.07663	-0.6636183
693229_at	1.12e-02	3.11e-04	-3.7244268	0.06101	-1.7565332
27252_at	1.12e-02	3.12e-04	-3.7232666	0.05728	-0.6683886
2571_at	1.13e-02	3.14e-04	-3.7212783	0.0509	-0.8859828
27090_at	1.13e-02	3.16e-04	3.7193722	0.04478	0.7483526
196463_at	1.13e-02	3.17e-04	3.7191742	0.04414	0.7535615
513_at	1.13e-02	3.17e-04	3.7189332	0.04337	0.5152224
400506_at	1.14e-02	3.19e-04	3.7173677	0.03834	0.7878678
7052_at	1.14e-02	3.20e-04	3.7161227	0.03435	1.6019056
3572_at	1.17e-02	3.28e-04	-3.709043	0.01166	-0.4298612
51529_at	1.17e-02	3.30e-04	3.7075907	0.00701	0.4460741
740_at	1.17e-02	3.30e-04	3.7074095	0.00643	0.5250165
1312_at	1.18e-02	3.35e-04	3.7034961	-0.00609	0.6919749
100287651_at	1.18e-02	3.35e-04	-3.7029145	-0.00795	-0.4522735
410_at	1.19e-02	3.36e-04	3.7022825	-0.00997	0.9260787
7012_at	1.19e-02	3.38e-04	3.7004607	-0.0158	1.0082962
9778_at	1.19e-02	3.38e-04	-3.70028	-0.01638	-0.668558
3743_at	1.19e-02	3.39e-04	-3.699321	-0.01944	-0.5684755
101927845_at	1.19e-02	3.40e-04	-3.6992143	-0.01978	-0.51958
285016_at	1.19e-02	3.40e-04	-3.699108	-0.02012	-1.0235163
4942_at	1.19e-02	3.40e-04	-3.698847	-0.02096	-0.744917
54577_at	1.19e-02	3.40e-04	-3.6985709	-0.02184	-2.4888785
22995_at	1.19e-02	3.40e-04	-3.6984748	-0.02215	-0.8807278
5122_at	1.19e-02	3.41e-04	-3.6980369	-0.02354	-0.5209299
80853_at	1.19e-02	3.41e-04	-3.6980351	-0.02355	-0.7099522
101926931_at	1.20e-02	3.44e-04	-3.6952987	-0.03229	-1.1232111
101929239_at	1.20e-02	3.45e-04	-3.6945938	-0.03454	-0.5397887
54107_at	1.20e-02	3.48e-04	3.6919879	-0.04286	0.4198282
100996251_at	1.20e-02	3.48e-04	-3.6919503	-0.04298	-0.7174482
4209_at	1.20e-02	3.49e-04	3.6917377	-0.04366	0.6128508
55197_at	1.20e-02	3.49e-04	-3.691498	-0.04442	-0.4900003
293_at	1.21e-02	3.50e-04	3.6904987	-0.04761	0.4586027
693135_at	1.21e-02	3.50e-04	-3.6903342	-0.04814	-0.6938352
57659_at	1.21e-02	3.51e-04	3.6898559	-0.04966	0.7087861
7376_at	1.22e-02	3.56e-04	3.6859979	-0.06196	0.9144853
101928161_at	1.23e-02	3.58e-04	-3.683852	-0.0688	-0.7808752
3489_at	1.23e-02	3.59e-04	3.6835313	-0.06982	1.2270761
558_at	1.23e-02	3.59e-04	3.6834358	-0.07013	1.1297394
54776_at	1.23e-02	3.60e-04	3.6828077	-0.07213	0.6965793
6237_at	1.23e-02	3.61e-04	3.6820316	-0.0746	0.9304452
100874241_at	1.23e-02	3.61e-04	-3.6819971	-0.07471	-1.1984857
11338_at	1.23e-02	3.61e-04	3.6814204	-0.07654	0.6986002
9124_at	1.23e-02	3.63e-04	3.6801878	-0.08047	1.1501532
