ID	adj.P.Val	P.Value	t	B	logFC	Gene.Symbol	GB_LIST	SPOT_ID
11739249_a_at	0.89277	6.14e-01	0.5130075	-5.95823	0.0993225	FGFR2	NM_000141,NM_001144913,NM_001144914,NM_001144915,NM_001144916,NM_001144917,NM_001144918,NM_001144919,NM_022970	
11733585_at	0.89277	6.14e-01	0.5129783	-5.95825	0.0962668	C13orf16	NM_152324	
11748895_a_at	0.89277	6.14e-01	-0.5129595	-5.95826	-0.0941863	GRPEL2	NM_152407	
11749786_x_at	0.89277	6.14e-01	-0.5129488	-5.95826	-0.0775811	HNRNPF	NM_001098204,NM_001098205,NM_001098206,NM_001098207,NM_001098208,NM_004966	
11740919_a_at	0.89277	6.14e-01	0.5129363	-5.95827	0.0915743	RSPO1	NM_001038633	
11756870_a_at	0.89287	6.15e-01	0.5128155	-5.95833	0.0938037	MYO3A	NM_017433	
11735426_at	0.89289	6.15e-01	0.5127536	-5.95836	0.0934642	MRGPRX1	NM_147199	
11715187_x_at	0.89289	6.15e-01	-0.5127394	-5.95837	-0.0965045	PRB1	NM_005039,NM_199353,NM_199354	
11727454_at	0.89289	6.15e-01	0.512708	-5.95839	0.1025979	SCGB1A1	NM_003357	
11733703_x_at	0.8929	6.15e-01	0.5126799	-5.9584	0.0976548	C10orf140	NM_207371	
11735783_a_at	0.89299	6.15e-01	0.5125384	-5.95847	0.0936013	CLVS2	NM_001010852	
11732818_at	0.89299	6.15e-01	-0.5125276	-5.95848	-0.114495	TMEM171	NM_001161342,NM_173490	
11735568_at	0.893	6.15e-01	-0.5124935	-5.95849	-0.1095447	KRT33B	NM_002279	
11745636_a_at	0.89301	6.15e-01	0.5124511	-5.95852	0.0989177	MON2	NM_015026	
11730939_at	0.89301	6.15e-01	-0.5124331	-5.95852	-0.0960027	ZBTB8A	NM_001040441	
11750169_x_at	0.89303	6.15e-01	0.5123831	-5.95855	0.153419	SPDYE2 /// SPDYE2L /// SPDYE6	NM_001031618,NM_001146210,NM_001166339,XM_002342745,XM_002344375,XM_499356,XM_935540	
11733645_a_at	0.89304	6.15e-01	0.5123283	-5.95858	0.0907506	KYNU	NM_001032998,NM_003937	
11751775_a_at	0.89304	6.15e-01	-0.5123195	-5.95858	-0.091224	DCD	NM_053283	
11745358_a_at	0.89306	6.15e-01	0.5122769	-5.9586	0.089087	C14orf174	NM_001010860	
11717457_a_at	0.89308	6.15e-01	-0.5122254	-5.95863	-0.1031936	NLGN2	NM_020795	
11753204_a_at	0.89315	6.15e-01	-0.5121281	-5.95868	-0.11765	PTDSS1	NM_014754	
11726381_a_at	0.89315	6.15e-01	0.512106	-5.95869	0.1251873	TMEM41B	NM_001165030,NM_015012,NR_028491	
11722825_at	0.89316	6.15e-01	0.5120355	-5.95873	0.0652141	NCAPG	NM_022346	
11761066_a_at	0.89316	6.15e-01	-0.5119949	-5.95875	-0.1296495	CLK4	NM_020666	
11726320_at	0.89316	6.15e-01	0.5119896	-5.95875	0.1197168	ERO1L	NM_014584	
11716210_at	0.89316	6.15e-01	-0.5119158	-5.95879	-0.2241415	CITED2	NM_001168388,NM_001168389,NM_006079	
11743238_at	0.89316	6.15e-01	-0.5119112	-5.95879	-0.0846372	LRRC30	NM_001105581	
11732922_at	0.89316	6.15e-01	-0.5118858	-5.9588	-0.1044748	GJA3	NM_021954	
11747208_a_at	0.89316	6.15e-01	0.5118825	-5.9588	0.0873459	MYSM1	NM_001085487	
11733440_a_at	0.89316	6.15e-01	0.5118547	-5.95882	0.1029335	TH	NM_000360,NM_199292,NM_199293	
11763182_at	0.89316	6.15e-01	-0.5118421	-5.95882	-0.151619	RQCD1	NM_005444	
11740629_a_at	0.89316	6.15e-01	-0.5118101	-5.95884	-0.1077414	ZNF611	NM_001161499,NM_001161500,NM_001161501,NM_030972	
11723125_s_at	0.89316	6.15e-01	0.5117928	-5.95885	0.0773326	MORC3	NM_015358	
11737818_a_at	0.89316	6.15e-01	0.5117815	-5.95885	0.1042256	LOXHD1	NM_001145472,NM_001145473,NM_001173129,NM_144612	
11725647_a_at	0.89322	6.15e-01	0.5116618	-5.95891	0.16608	ASPSCR1	NM_024083	
11743605_s_at	0.89322	6.15e-01	0.5116296	-5.95893	0.1030032	VBP1	NM_003372	
11738428_a_at	0.89322	6.15e-01	-0.5116103	-5.95894	-0.0741505	POU1F1	NM_000306,NM_001122757	
11733849_a_at	0.89322	6.15e-01	-0.511601	-5.95895	-0.1331674	GTF3A	NM_002097	
11729158_at	0.89322	6.15e-01	0.511575	-5.95896	0.0866642	UBE2T	NM_014176	
11754448_a_at	0.89322	6.15e-01	0.5115604	-5.95897	0.0709384	TDRD5	NM_173533	
11722970_a_at	0.89325	6.15e-01	-0.5114928	-5.959	-0.1312891	CREB5	NM_001011666,NM_004904,NM_182898,NM_182899	
11729490_a_at	0.89325	6.15e-01	-0.5114837	-5.95901	-0.0947867	ATP2B3	NM_001001344,NM_021949	
11763356_at	0.89325	6.16e-01	-0.5114164	-5.95904	-0.0979673	LOC157503	DB326575	
11719682_s_at	0.89325	6.16e-01	-0.5113884	-5.95905	-0.1814546	NSA2	NM_014886	
11716023_s_at	0.89325	6.16e-01	0.5113532	-5.95907	0.0847094	ADRBK1	NM_001619	
11724693_a_at	0.89325	6.16e-01	-0.5113455	-5.95907	-0.1129115	TRPV6	NM_018646	
11740736_x_at	0.89325	6.16e-01	-0.5113433	-5.95908	-0.0764819	TMC7	NM_001160364,NM_024847	
11744942_a_at	0.89327	6.16e-01	0.5112517	-5.95912	0.1073268	SLC22A18AS	NM_007105	
11733055_a_at	0.89327	6.16e-01	-0.5112445	-5.95913	-0.1178091	SCAMP1	NM_004866	
11718974_at	0.89327	6.16e-01	-0.5112316	-5.95913	-0.1132558	LPL	NM_000237	
11758258_s_at	0.89327	6.16e-01	-0.5112136	-5.95914	-0.0806611	MYPOP	NM_001012643	
11758804_s_at	0.89327	6.16e-01	-0.5111953	-5.95915	-0.1184538	MON1B	NM_014940	
11725876_at	0.89327	6.16e-01	-0.5111638	-5.95917	-0.0829979	GPIHBP1	NM_178172	
11746925_a_at	0.8933	6.16e-01	-0.5110666	-5.95922	-0.0974803	UMODL1	NM_001004416,NM_173568	
11748410_a_at	0.8933	6.16e-01	-0.511012	-5.95924	-0.1158386	FLII	NM_002018	
11741493_a_at	0.8933	6.16e-01	-0.5109801	-5.95926	-0.1024635	PEX5	NM_000319,NM_001131023,NM_001131024,NM_001131025,NM_001131026	
11731948_a_at	0.8933	6.16e-01	-0.5109789	-5.95926	-0.0650912	AADACL2	NM_207365	
11752277_a_at	0.8933	6.16e-01	-0.5109708	-5.95926	-0.1362133	STON2	NM_033104	
11732735_s_at	0.8933	6.16e-01	0.5109689	-5.95927	0.0747205	CHSY3	NM_175856	
11723539_a_at	0.8933	6.16e-01	0.5109256	-5.95929	0.0848833	C16orf88	NM_001012991	
11751300_a_at	0.8933	6.16e-01	-0.510924	-5.95929	-0.1016441	CASQ1	NM_001231	
11726396_x_at	0.89336	6.16e-01	0.5108397	-5.95933	0.0891918	KAL1	NM_000216	
11750082_a_at	0.89339	6.16e-01	-0.5107852	-5.95936	-0.0843765	ERCC2	NM_000400,NM_001130867	
11762936_x_at	0.89342	6.16e-01	0.5107255	-5.95939	0.1020343	AQP7	NM_001170	
11742246_at	0.89346	6.16e-01	-0.5106079	-5.95945	-0.0972217	C13orf35	NM_207440	
11722911_at	0.89346	6.16e-01	0.5105707	-5.95947	0.0853227	USP13	NM_003940	
11736396_a_at	0.89346	6.16e-01	0.510517	-5.95949	0.1066075	RFT1	NM_052859	
11749584_a_at	0.89346	6.16e-01	0.5104793	-5.95951	0.0978409	UBA2	NM_005499	
11738456_s_at	0.89346	6.16e-01	-0.5104785	-5.95951	-0.0720455	C20orf197	NM_173644	
11754972_s_at	0.89346	6.16e-01	-0.5104504	-5.95953	-0.2173442	BAZ2A	NM_013449	
11725140_x_at	0.89346	6.16e-01	-0.5104487	-5.95953	-0.1070182	FUBP3	NM_003934	
11739460_x_at	0.89346	6.16e-01	-0.5104475	-5.95953	-0.2220426	FAM36A	NM_198076	
11758676_s_at	0.89346	6.16e-01	-0.5104467	-5.95953	-0.0983834	RHOQ	NM_012249	
11762997_at	0.89346	6.16e-01	0.5104161	-5.95954	0.0730963	TRD@	DQ341450.1	
11725257_at	0.89346	6.16e-01	0.5103933	-5.95956	0.1166589	FZD10	NM_007197	
11730843_a_at	0.89349	6.16e-01	0.5103356	-5.95959	0.1072747	MXI1	NM_001008541,NM_005962,NM_130439	
11725075_a_at	0.89351	6.16e-01	0.5102879	-5.95961	0.0873177	FAM126A	NM_032581	
11731088_at	0.89351	6.16e-01	-0.510263	-5.95962	-0.0981138	TM9SF1	NM_001014842,NM_006405	
11723233_a_at	0.89351	6.16e-01	-0.5102374	-5.95963	-0.1035308	LEO1	NM_138792	
11731850_a_at	0.89352	6.16e-01	0.5102069	-5.95965	0.0733485	COLQ	NM_005677,NM_080538,NM_080539,NM_080541	
11728986_x_at	0.89356	6.16e-01	-0.5101299	-5.95969	-0.0803041	MTHFD1L	NM_015440	
11749112_a_at	0.89356	6.16e-01	-0.5101148	-5.9597	-0.1122197	RB1	NM_000321	
11751383_a_at	0.89357	6.16e-01	-0.5100635	-5.95972	-0.093583	PLA2G15	NM_012320	
11719917_at	0.89357	6.16e-01	0.5100296	-5.95974	0.0905855	PELO	NM_015946	
11757727_x_at	0.89357	6.16e-01	0.510026	-5.95974	0.1626912	ATP5O	NM_001697	
11732607_a_at	0.89358	6.17e-01	0.5099862	-5.95976	0.0818214	NBPF3	NM_032264	
11735083_at	0.89361	6.17e-01	-0.5099342	-5.95979	-0.0682644	FREM2	NM_207361	
11715949_s_at	0.89361	6.17e-01	-0.5098794	-5.95982	-0.2494181	KCTD12	NM_138444	
11730266_a_at	0.89361	6.17e-01	-0.5098562	-5.95983	-0.1129097	CCDC69	NM_015621	
11758259_s_at	0.89361	6.17e-01	-0.5098557	-5.95983	-0.1770888	SLCO2B1	NM_001145211,NM_001145212,NM_007256	
11719591_s_at	0.89363	6.17e-01	-0.5097632	-5.95987	-0.1550056	GLTP	NM_016433	
11726278_at	0.89363	6.17e-01	0.5097551	-5.95988	0.0881177	SNN	NM_003498	
11740789_at	0.89363	6.17e-01	0.5096756	-5.95992	0.1102188	CDH12	NM_004061	
11748991_a_at	0.89363	6.17e-01	0.5096298	-5.95994	0.0980629	CDK5RAP2	NM_001011649,NM_018249	
11748163_x_at	0.89363	6.17e-01	-0.5095624	-5.95998	-0.1188193	WDR81	NM_001163673,NM_001163809,NM_001163811,NM_152348,XM_002343498,XM_002344993,XM_002347700	
11737159_at	0.89363	6.17e-01	-0.5095396	-5.95999	-0.0833398	SLC9A2	NM_003048	
11762188_at	0.89363	6.17e-01	0.5095383	-5.95999	0.1197175	C7orf10	NM_024728	
11732239_x_at	0.89363	6.17e-01	-0.5095173	-5.96	-0.1072454	C19orf6	NM_001033026,NM_033420	
11715120_s_at	0.89363	6.17e-01	0.5094954	-5.96001	0.0843386	HIST1H2BE	NM_003523	
11752741_a_at	0.89363	6.17e-01	0.5094922	-5.96001	0.1319485	SLC29A3	NM_001174098,NM_018344,NR_033413,NR_033414	
11738094_a_at	0.89363	6.17e-01	0.509491	-5.96001	0.1079976	ST8SIA6	NM_001004470	
11744915_a_at	0.89363	6.17e-01	-0.5094586	-5.96003	-0.0615467	NEGR1	NM_173808	
11728668_x_at	0.89363	6.17e-01	-0.5094539	-5.96003	-0.1331346	TRIM16	NM_006470	
11759596_at	0.89363	6.17e-01	0.5094265	-5.96004	0.0967755	GDEP	NR_026555	
11730906_at	0.89363	6.17e-01	0.5093877	-5.96006	0.0643809	PDS5B	NM_015032	
11753563_x_at	0.89363	6.17e-01	-0.5093816	-5.96007	-0.0869599	MDM2	NM_001145336,NM_001145337,NM_001145339,NM_001145340,NM_002392,NM_006878,NM_006879,NM_006881,NM_006882	
11726551_s_at	0.89363	6.17e-01	0.5093511	-5.96008	0.0666227	RAET1L /// ULBP2	NM_025217,NM_130900	
11753623_s_at	0.89363	6.17e-01	0.509338	-5.96009	0.1161723	RAP1B	NM_001010942,NM_015646	
11733773_at	0.89363	6.17e-01	0.5093104	-5.9601	0.0798874	OSTN	NM_198184	
11756762_x_at	0.89363	6.17e-01	0.5092716	-5.96012	0.1136911	C1orf85	NM_144580	
11753464_x_at	0.89363	6.17e-01	0.5092672	-5.96012	0.0992438	MED16	NM_005481	
11736343_x_at	0.89363	6.17e-01	0.5092478	-5.96013	0.0745702	OPA3	NM_001017989,NM_025136	
11730514_at	0.8937	6.17e-01	-0.5091585	-5.96018	-0.1019513	C16orf78	NM_144602	
11723928_at	0.89371	6.17e-01	0.5090846	-5.96022	0.0772883	PNMA2	NM_007257	
11748343_a_at	0.89371	6.17e-01	-0.5090824	-5.96022	-0.0858699	RABL5	NM_001130820,NM_001130821,NM_001130822,NM_022777	
11727619_x_at	0.89371	6.17e-01	-0.5090686	-5.96022	-0.1110119	EFNA3	NM_004952	
11743679_a_at	0.89371	6.17e-01	0.5090362	-5.96024	0.0943107	PTCH1	NM_000264,NM_001083602,NM_001083603,NM_001083604,NM_001083605,NM_001083606,NM_001083607	
11720934_a_at	0.89371	6.17e-01	-0.5089398	-5.96029	-0.1083252	DAGLB	NM_001142936,NM_139179	
11739077_a_at	0.89371	6.17e-01	-0.5089389	-5.96029	-0.0901093	NFE2L1	NM_003204	
11750238_a_at	0.89371	6.17e-01	0.5089211	-5.9603	0.1096187	SARM1	NM_015077	
11762204_a_at	0.89371	6.17e-01	0.5089174	-5.9603	0.0842052	ACOT8	NM_005469,NM_183386	
11752783_a_at	0.89371	6.17e-01	0.508885	-5.96032	0.0854875	FLRT2	NM_013231	
11739913_a_at	0.89371	6.17e-01	-0.5088756	-5.96032	-0.1321337	CRADD	NM_003805	
11736502_a_at	0.89379	6.17e-01	0.5087732	-5.96037	0.0989936	IL17RC	NM_032732,NM_153460,NM_153461	
11744505_x_at	0.89382	6.17e-01	0.5086802	-5.96042	0.1454437	TP53I11	NM_001076787,NM_006034	
11723819_at	0.89382	6.17e-01	-0.5086782	-5.96042	-0.0831639	PM20D2	NM_001010853	
11751213_s_at	0.89382	6.17e-01	0.5086603	-5.96043	0.0847734	SCOC	NM_001153446,NM_001153484,NM_001153552,NM_001153585,NM_001153635,NM_001153663,NM_001153690,NM_032547	
11738515_at	0.8939	6.18e-01	0.5085421	-5.96049	0.0839117	LIPK	NM_001080518	
11715753_a_at	0.8939	6.18e-01	0.5085275	-5.9605	0.1244889	TSPAN7	NM_004615	
11717177_a_at	0.89391	6.18e-01	0.5084989	-5.96051	0.0810276	SNX27	NM_030918	
11763510_at	0.89392	6.18e-01	0.5084528	-5.96053	0.0879503	---	BC040870.1	
11728244_s_at	0.89394	6.18e-01	-0.5083899	-5.96057	-0.0630883	SLC12A1	NM_000338,NM_001184832	
11720959_a_at	0.89394	6.18e-01	-0.5083672	-5.96058	-0.1111342	ABCF1	NM_001025091,NM_001090	
11728620_at	0.89394	6.18e-01	-0.508359	-5.96058	-0.0726893	SPRN	NM_001012508	
11746739_a_at	0.89394	6.18e-01	0.5083242	-5.9606	0.1008048	ORC2L	NM_006190	
11746417_x_at	0.89394	6.18e-01	0.5083033	-5.96061	0.1073115	FASTK	NM_006712,NM_033015	
11729197_a_at	0.89399	6.18e-01	-0.5082295	-5.96065	-0.0833299	STX16	NM_001001433,NM_001134772,NM_001134773,NM_003763	
11746794_a_at	0.89399	6.18e-01	0.5081893	-5.96067	0.1102442	C5orf33	NM_001085411,NM_153013	
11764113_at	0.89399	6.18e-01	-0.5081716	-5.96068	-0.1132324	---	AA609695	
11723320_at	0.89401	6.18e-01	-0.508105	-5.96071	-0.0969195	CALY	NM_015722	
11716371_a_at	0.89401	6.18e-01	-0.5080761	-5.96072	-0.1028235	VPS26B	NM_052875	
11734414_at	0.89401	6.18e-01	-0.5080755	-5.96072	-0.0837767	CALCB	NM_000728	
11738686_at	0.89402	6.18e-01	-0.5080398	-5.96074	-0.0768788	OR1L3	NM_001005234	
11732488_at	0.89403	6.18e-01	0.5080076	-5.96076	0.0873844	HIST1H2BA	NM_170610	
11749168_a_at	0.89405	6.18e-01	0.5079597	-5.96078	0.0568128	KRT6A	NM_005554	
11730950_at	0.89405	6.18e-01	0.5079293	-5.9608	0.0972651	TMEM151B	NM_001137560	
11763152_x_at	0.8941	6.18e-01	-0.5078404	-5.96084	-0.0677407	CA6	NM_001215	
11735001_a_at	0.8941	6.18e-01	-0.5078064	-5.96086	-0.1576583	ST7L	NM_017744,NM_138727,NM_138728,NM_138729	
11723976_at	0.8941	6.18e-01	-0.5078043	-5.96086	-0.1032833	ABCC8	NM_000352	
11747644_s_at	0.89414	6.18e-01	0.5077156	-5.9609	0.124547	LIMS3 /// LIMS3-LOC440895	NM_033514,NR_027144,NR_027145,NR_027467	
11747656_a_at	0.89414	6.18e-01	-0.5076738	-5.96093	-0.076734	MYEOV	NM_138768	
11725552_a_at	0.89414	6.18e-01	0.5076215	-5.96095	0.0601893	UGT2A3	NM_024743,NR_024010	
11756705_a_at	0.89414	6.18e-01	0.5075965	-5.96096	0.0988768	NAA25	NM_024953	
11758311_s_at	0.89414	6.18e-01	-0.5075789	-5.96097	-0.0948639	SDHD	NM_003002	
11749459_a_at	0.89414	6.18e-01	0.5075753	-5.96097	0.066466	RAP1GAP2	NM_001100398,NM_015085	
11730168_s_at	0.89414	6.18e-01	0.50752	-5.961	0.1025945	LITAF	NM_001136472,NM_001136473,NM_004862,NR_024320	
11716242_a_at	0.89414	6.18e-01	-0.5075038	-5.96101	-0.0849357	PES1	NM_014303	
11735405_x_at	0.89414	6.18e-01	-0.5074662	-5.96103	-0.0773615	ANKS1B	NM_020140,NM_152788,NM_181670	
11759250_at	0.89414	6.18e-01	0.5074273	-5.96105	0.0868956	SGSM1	NM_001039948,NM_001098497,NM_001098498,NM_133454	
11746729_a_at	0.89414	6.18e-01	0.5074205	-5.96105	0.0906319	LRMP	NM_006152	
11736464_at	0.89414	6.18e-01	-0.5073836	-5.96107	-0.0845378	ZNF773	NM_198542	
11730623_at	0.89414	6.18e-01	-0.5073833	-5.96107	-0.0681138	DSEL	NM_032160	
11715752_at	0.89414	6.18e-01	0.5073677	-5.96108	0.1040936	TSPAN7	NM_004615	
11739187_at	0.89414	6.18e-01	-0.5073652	-5.96108	-0.0788585	CCDC142	NM_032779	
11731531_x_at	0.89416	6.18e-01	-0.5073196	-5.9611	-0.1171216	DOK1	NM_001381	
11726104_a_at	0.89419	6.18e-01	0.5072626	-5.96113	0.0676767	PPP2R3A	NM_002718,NM_181897	
11751665_x_at	0.89421	6.18e-01	0.5072201	-5.96115	0.0938486	C12orf48	NM_017915	
11735712_x_at	0.89431	6.19e-01	-0.5070622	-5.96123	-0.0881519	CSNK1G2	NM_001319	
11756046_x_at	0.89431	6.19e-01	0.5070441	-5.96124	0.1684916	MDM2	NM_001145336,NM_001145337,NM_001145339,NM_001145340,NM_002392,NM_006878,NM_006879,NM_006881,NM_006882	
11751720_a_at	0.89431	6.19e-01	0.5070368	-5.96124	0.1076079	ATP1A2	NM_000702	
11725818_a_at	0.89433	6.19e-01	-0.5069924	-5.96127	-0.0824849	PAQR3	NM_001040202	
11720064_a_at	0.89435	6.19e-01	0.5069059	-5.96131	0.0790354	GLIPR2	NM_022343	
11751930_a_at	0.89435	6.19e-01	0.5068697	-5.96133	0.1350238	KDM5C	NM_001146702,NM_004187	
11742551_at	0.89435	6.19e-01	0.5068235	-5.96135	0.086524	OR2W1	NM_030903	
11734508_at	0.89435	6.19e-01	0.5068231	-5.96135	0.1093144	FOXI2	NM_207426	
11753900_x_at	0.89435	6.19e-01	0.5068188	-5.96135	0.0874736	MT2A	NM_005953	
11753862_at	0.89435	6.19e-01	-0.5067894	-5.96137	-0.0944889	KRTAP20-4	NR_023342	
11734157_a_at	0.89435	6.19e-01	-0.5067859	-5.96137	-0.1010568	LENG1	NM_024316	
11745984_a_at	0.89435	6.19e-01	0.5067584	-5.96138	0.1438015	SRRM1	NM_005839	
11719954_a_at	0.89436	6.19e-01	-0.5067164	-5.96141	-0.0896656	POLR3H	NM_001018050,NM_001018052,NM_138338	
11731074_at	0.89436	6.19e-01	0.5066817	-5.96142	0.0869302	PGGT1B	NM_005023	
11724002_a_at	0.89436	6.19e-01	0.5066666	-5.96143	0.0891388	DPP6	NM_001039350,NM_001936,NM_130797	
11734162_a_at	0.89439	6.19e-01	0.5066041	-5.96146	0.0823644	TFEC	NM_001018058,NM_012252	
11752664_a_at	0.89439	6.19e-01	-0.5065914	-5.96147	-0.0992983	S1PR5	NM_001166215,NM_030760	
11734715_a_at	0.89446	6.19e-01	-0.5064734	-5.96153	-0.0846986	DBF4	NM_006716	
11758008_s_at	0.89446	6.19e-01	0.5064663	-5.96153	0.0987893	PNPLA4	NM_001142389,NM_001172672,NM_004650	
11725855_s_at	0.8945	6.19e-01	-0.5063917	-5.96157	-0.1195474	XAGE1A /// XAGE1B /// XAGE1C /// XAGE1D /// XAGE1E	NM_001097591,NM_001097592,NM_001097593,NM_001097594,NM_001097595,NM_001097596,NM_001097597,NM_001097598,NM_001097602,NM_001097603,NM_001097604,NM_001097605,NM_020411,NM_133430,NM_133431,NR_033251,NR_033253,NR_033254,NR_033256,NR_033257	
11733553_a_at	0.8945	6.19e-01	0.5063673	-5.96158	0.114138	MAGI1	NM_001033057,NM_004742,NM_015520	
11736296_at	0.89451	6.19e-01	-0.5063403	-5.96159	-0.0828702	SLC5A1	NM_000343,NR_033411	
11754294_s_at	0.89454	6.19e-01	0.5062752	-5.96163	0.0975538	STK40	NM_032017	
11750774_x_at	0.89456	6.19e-01	0.5062367	-5.96165	0.1072949	FBXO27	NM_178820	
11734572_at	0.89456	6.19e-01	0.5061901	-5.96167	0.1172372	HIST1H1E	NM_005321	
11746183_a_at	0.89456	6.19e-01	0.5061814	-5.96167	0.0629811	RNF6	NM_005977,NM_183043,NM_183044	
11730528_a_at	0.89458	6.19e-01	0.5060905	-5.96172	0.1158374	ZNF324B /// ZNF584	NM_173548,NM_207395	
11741029_x_at	0.89458	6.19e-01	0.5060338	-5.96175	0.0958144	CSTF1	NM_001033521,NM_001033522,NM_001324	
11715418_x_at	0.89458	6.19e-01	0.5060071	-5.96176	0.0672501	SKP1	NM_006930,NM_170679	
11720842_at	0.89458	6.19e-01	0.5059863	-5.96177	0.1040417	RHOD	NM_014578	
11724862_at	0.89458	6.19e-01	-0.5059843	-5.96177	-0.1170774	THNSL1	NM_024838	
11736924_a_at	0.89458	6.19e-01	0.5059658	-5.96178	0.1053721	DLGAP1	NM_001003809,NM_004746	
11755916_a_at	0.89458	6.19e-01	0.5059344	-5.9618	0.2082365	OCRL	NM_000276,NM_001587	
11743586_a_at	0.89458	6.19e-01	0.5059202	-5.9618	0.0727932	PAPD4	NM_001114393,NM_001114394,NM_173797	
11728555_s_at	0.89458	6.19e-01	-0.5059167	-5.96181	-0.1081787	ATP6V1E2	NM_080653	
11731534_at	0.89458	6.19e-01	-0.5058966	-5.96182	-0.0871237	CCDC85C	NM_001144995	
11744857_x_at	0.89463	6.19e-01	0.5058194	-5.96185	0.0643376	MOV10L1	NM_001164104,NM_001164105,NM_001164106,NM_018995	
11726740_s_at	0.89468	6.19e-01	0.505723	-5.9619	0.0693993	EARS2	NM_001083614,NR_003501	
11749090_a_at	0.89468	6.19e-01	0.5057124	-5.96191	0.1043826	FOXP1	NM_001012505,NM_032682	
11760934_x_at	0.89468	6.19e-01	0.5056821	-5.96192	0.1188284	HSD17B7P2	NR_003086	
11745639_a_at	0.89468	6.19e-01	0.5056477	-5.96194	0.1078338	GRIK4	NM_014619	
11740174_a_at	0.89468	6.20e-01	-0.5056153	-5.96196	-0.0803114	NRG3	NM_001010848,NM_001165972,NM_001165973	
11739417_at	0.89468	6.20e-01	-0.5056141	-5.96196	-0.0980057	IRGQ	NM_001007561	
11754578_x_at	0.89472	6.20e-01	-0.5055201	-5.962	-0.0746841	C1orf101	NM_001130957,NM_173807	
11720626_s_at	0.89472	6.20e-01	-0.5055181	-5.96201	-0.0902121	HNRPDL	NM_031372,NR_003249	
11740135_s_at	0.89472	6.20e-01	0.5054258	-5.96205	0.0896913	USP40	NM_018218	
11734017_a_at	0.89472	6.20e-01	0.5054242	-5.96205	0.1563914	UBQLN1	NM_013438,NM_053067	
11724553_at	0.89472	6.20e-01	-0.5053698	-5.96208	-0.1169901	PCGF5	NM_032373	
11721090_at	0.89472	6.20e-01	-0.5053346	-5.9621	-0.2586401	THBS1	NM_003246	
11747115_a_at	0.89472	6.20e-01	-0.505329	-5.9621	-0.0886577	EHHADH	NM_001166415,NM_001966	
11742169_x_at	0.89472	6.20e-01	0.5053108	-5.96211	0.0858668	FAM27L	NM_203392,NR_028336	
11717112_a_at	0.89472	6.20e-01	-0.505305	-5.96211	-0.123896	REPIN1	NM_001099695,NM_001099696,NM_013400,NM_014374	
11754336_s_at	0.89472	6.20e-01	-0.5053004	-5.96211	-0.1386438	DOCK1	NM_001380	
11719891_s_at	0.89472	6.20e-01	0.5052416	-5.96214	0.1495215	CRYZ	NM_001130042,NM_001130043,NM_001134759,NM_001889	
11750732_x_at	0.89472	6.20e-01	0.5052273	-5.96215	0.1328868	NFATC2IP	NM_032815	
11756683_a_at	0.89472	6.20e-01	0.5051983	-5.96217	0.1092591	CD1E	NM_001042583,NM_001042584,NM_001042585,NM_001042586,NM_001042587,NM_030893	
11749808_x_at	0.89472	6.20e-01	-0.5051932	-5.96217	-0.0732161	ZNF107	NM_001013746,NM_016220	
11734416_x_at	0.89472	6.20e-01	0.5051591	-5.96218	0.0744096	ZNF718	NM_001039127	
11715514_a_at	0.89472	6.20e-01	-0.5051467	-5.96219	-0.1270569	HERPUD1	NM_001010989,NM_001010990,NM_014685	
11730489_at	0.8948	6.20e-01	-0.5050388	-5.96224	-0.0811522	DOK6	NM_152721	
11749080_a_at	0.8948	6.20e-01	0.5049988	-5.96226	0.1144173	ARSA	NM_000487,NM_001085425,NM_001085426,NM_001085427,NM_001085428	
11741943_at	0.8948	6.20e-01	0.5049863	-5.96227	0.0874691	C10orf113	NM_001010896,NM_001177483	
11733676_x_at	0.89484	6.20e-01	0.504913	-5.96231	0.087888	TEKT4	NM_144705	
11724598_at	0.89484	6.20e-01	0.5048812	-5.96232	0.1100416	ASPRV1	NM_152792	
11719212_a_at	0.89484	6.20e-01	0.5048678	-5.96233	0.2733001	NOTCH2NL	NM_203458	
11716774_a_at	0.89489	6.20e-01	0.5047934	-5.96237	0.096861	RAI14	NM_001145520,NM_001145521,NM_001145522,NM_001145523,NM_001145525,NM_015577	
11736927_at	0.895	6.20e-01	0.5046388	-5.96244	0.0995095	PCDHA12	NM_018903,NM_031864	
11715581_a_at	0.895	6.20e-01	-0.5046257	-5.96245	-0.1430404	SF3B2	NM_006842	
11740673_a_at	0.895	6.20e-01	0.5046043	-5.96246	0.0753556	ZFY	NM_001145275,NM_001145276,NM_003411	
11749778_a_at	0.89503	6.20e-01	0.5045426	-5.96249	0.120377	PDIA6	NM_005742	
11759769_at	0.89504	6.20e-01	-0.5045048	-5.96251	-0.0733982	SMEK2	NM_001122964,NM_020463	
11741769_s_at	0.89504	6.20e-01	-0.5044568	-5.96254	-0.1016609	SNX21	NM_001042632,NM_001042633,NM_033421,NM_152897	
11724104_s_at	0.89504	6.20e-01	-0.5044333	-5.96255	-0.1197049	SGK3	NM_001033578,NM_013257,NM_170709	
11738817_a_at	0.89504	6.20e-01	0.5044176	-5.96256	0.0870699	ERVWE1	NM_001130925,NM_014590	
11716468_s_at	0.89504	6.20e-01	-0.5043872	-5.96257	-0.2337341	ISCA1 /// ISCA1P1	NM_001080540,NM_030940	
