ID	adj.P.Val	P.Value	t	B	logFC	Gene.Symbol	GB_LIST	SPOT_ID
11745487_a_at	0.5497	1.31e-01	1.5845565	-4.916	0.3170758	ZNF512	NM_032434	
11724045_a_at	0.54975	1.31e-01	1.5844604	-4.91613	0.2544956	USP2	NM_004205,NM_171997	
11747344_a_at	0.54979	1.31e-01	1.58437	-4.91626	0.237031	ACADM	NM_000016,NM_001127328	
11758548_s_at	0.54985	1.31e-01	-1.5841843	-4.91651	-0.3690611	PREP	NM_002726	
11755502_x_at	0.54985	1.31e-01	1.5841758	-4.91652	0.2925296	TECR	NM_138501	
11735543_at	0.54985	1.31e-01	-1.584092	-4.91664	-0.3027038	CDC14A	NM_003672,NM_033312,NM_033313	
11730724_s_at	0.54985	1.31e-01	1.5840886	-4.91664	0.3647676	EIF3C /// EIF3CL	NM_001037808,NM_001099661,NM_003752	
11742122_at	0.54985	1.31e-01	1.5840578	-4.91669	0.332179	GABRG3	NM_033223	
11739030_s_at	0.54986	1.31e-01	1.5840012	-4.91677	1.0440014	CLTC	NM_004859	
11736660_a_at	0.54999	1.31e-01	1.5838184	-4.91702	0.308385	MAP3K13	NM_004721	
11732141_a_at	0.55025	1.31e-01	1.5834945	-4.91746	0.410065	COX16	NM_016468	
11733088_at	0.55026	1.31e-01	-1.5834392	-4.91754	-0.4744663	MAF	NM_001031804,NM_005360	
11743917_a_at	0.55027	1.31e-01	1.583193	-4.91788	0.5873999	FKBP5	NM_001145775,NM_001145776,NM_001145777,NM_004117	
11745956_a_at	0.55027	1.32e-01	-1.5831745	-4.91791	-0.4277672	BAT2L2	NM_015172	
11739281_at	0.55027	1.32e-01	1.5831484	-4.91794	0.265467	TRIM23	NM_001656,NM_033227,NM_033228	
11759334_x_at	0.55027	1.32e-01	1.5831272	-4.91797	0.3009315	AMACR /// C1QTNF3	NM_001167595,NM_001167596,NM_001167597,NM_001167598,NM_014324,NM_030945,NM_181435,NM_203382	
11734512_at	0.55027	1.32e-01	1.583103	-4.918	0.3437005	ASCL4	NM_203436	
11741183_x_at	0.55027	1.32e-01	-1.5830881	-4.91802	-0.2678257	C19orf55	NM_001039887	
11759373_a_at	0.55027	1.32e-01	1.5830784	-4.91804	1.001805	CSRP1	NM_001144773,NM_004078	
11731635_a_at	0.55053	1.32e-01	-1.5826443	-4.91864	-0.2458863	GAB1	NM_002039,NM_207123	
11719766_a_at	0.55053	1.32e-01	-1.5826151	-4.91868	-0.3767131	CDK18	NM_002596,NM_212502,NM_212503	
11724271_a_at	0.55053	1.32e-01	1.582581	-4.91872	0.4785829	HLF	NM_002126	
11738063_a_at	0.55053	1.32e-01	1.5825393	-4.91878	0.2555422	S100A7A	NM_176823	
11759812_at	0.55053	1.32e-01	-1.5825245	-4.9188	-0.2907735	HOXB1	NM_002144	
11763789_at	0.55053	1.32e-01	1.5825171	-4.91881	0.8132193	APOC1P1	NR_028412,NR_028413,NR_028414,XR_078862	
11744972_a_at	0.55065	1.32e-01	-1.58234	-4.91906	-0.2776765	MYO15A	NM_016239	
11747312_x_at	0.55079	1.32e-01	-1.5820906	-4.9194	-0.3508545	WBP11	NM_016312	
11729654_a_at	0.55079	1.32e-01	-1.5820785	-4.91942	-0.2710088	SMAD2	NM_001003652,NM_001135937,NM_005901	
11733097_x_at	0.55079	1.32e-01	-1.5820435	-4.91946	-0.3921521	ALDOA	NM_000034,NM_001127617,NM_184041,NM_184043	
11746229_a_at	0.55079	1.32e-01	-1.5820046	-4.91952	-0.2951462	RPL31	NM_000993,NM_001098577,NM_001099693	
11756035_x_at	0.55092	1.32e-01	-1.5818166	-4.91978	-0.3059813	PFKFB3	NM_001145443,NM_004566	
11749520_a_at	0.55092	1.32e-01	-1.581698	-4.91994	-0.2920771	RABGAP1	NM_012197	
11740020_at	0.55092	1.32e-01	1.5816961	-4.91994	0.3020127	OTC	NM_000531	
11732716_a_at	0.55092	1.32e-01	-1.581648	-4.92001	-0.2151051	PCOTH	NM_001014442,NM_001135816	
11744167_a_at	0.55092	1.32e-01	-1.5815693	-4.92012	-0.2472143	DPP3	NM_005700,NM_130443	
11745000_x_at	0.55092	1.32e-01	1.5814406	-4.9203	0.3215446	TXNRD2	NM_006440	
11763237_x_at	0.55092	1.32e-01	-1.5814363	-4.9203	-0.2757965	IGL@ /// LOC100287927	XM_002343770,XM_002345477,XM_002348096	
11733364_a_at	0.55092	1.32e-01	-1.5814195	-4.92032	-0.3153209	ZFP64	NM_018197,NM_022088,NM_199426,NM_199427	
11716421_at	0.55092	1.32e-01	-1.5813839	-4.92037	-0.5888035	SPTBN1	NM_003128,NM_178313	
11722456_at	0.55092	1.32e-01	1.5813739	-4.92039	0.2839775	C3orf58	NM_001134470,NM_173552	
11715843_at	0.55096	1.32e-01	1.5812913	-4.9205	0.3491813	MAPK1	NM_002745,NM_138957	
11750409_a_at	0.55099	1.32e-01	-1.5812063	-4.92062	-0.2841034	TMTC2	NM_152588	
11742293_at	0.55113	1.32e-01	-1.5810092	-4.92089	-0.2608639	OR6C68	NM_001005519	
11733292_a_at	0.55117	1.32e-01	1.5808973	-4.92104	0.2625611	PHF20L1	NM_016018,NM_032205,NM_198513	
11747015_a_at	0.55117	1.32e-01	1.5808587	-4.9211	0.392873	PGAP3	NM_033419	
11741141_x_at	0.55117	1.32e-01	-1.5808229	-4.92115	-0.399945	NEDD4L	NM_001144964,NM_001144965,NM_001144966,NM_001144967,NM_001144968,NM_001144969,NM_001144970,NM_001144971,NM_015277	
11728564_at	0.55137	1.32e-01	1.580552	-4.92152	0.2403116	RTKN2	NM_145307	
11741708_at	0.55137	1.32e-01	-1.5805185	-4.92157	-0.2114032	ANKRD42	NM_182603	
11761118_at	0.55171	1.32e-01	-1.5801107	-4.92213	-0.4039753	SH3GLB2	NM_020145	
11726002_s_at	0.55178	1.32e-01	1.5799387	-4.92236	0.4030354	KRCC1	NM_016618	
11731941_at	0.55178	1.32e-01	-1.57984	-4.9225	-0.2149879	PRSS33	NM_152891	
11744393_x_at	0.55178	1.32e-01	1.579839	-4.9225	0.4415096	PAPOLA	NM_032632	
11733013_at	0.55178	1.32e-01	-1.57979	-4.92257	-0.2870911	PEX2	NM_000318,NM_001079867,NM_001172086,NM_001172087	
11745623_s_at	0.55178	1.32e-01	-1.5797582	-4.92261	-0.2471057	FRMPD4	NM_014728	
11724133_s_at	0.55178	1.32e-01	-1.5797158	-4.92267	-0.2913839	SLC12A2	NM_001046	
11722803_s_at	0.55178	1.32e-01	1.5796926	-4.9227	0.2974225	GNAI1	NM_002069	
11749175_a_at	0.55181	1.32e-01	-1.5796142	-4.92281	-0.2357488	TAF1B	NM_005680	
11732931_at	0.55184	1.32e-01	1.5795364	-4.92292	0.2137821	ERI2	NM_001142725,NM_080663	
11741390_x_at	0.55186	1.32e-01	1.5794645	-4.92302	0.3702229	NSFL1C	NM_016143,NM_018839,NM_182483	
11716767_at	0.55197	1.32e-01	-1.5792867	-4.92326	-0.2419354	IQGAP1	NM_003870	
11757585_x_at	0.55197	1.32e-01	1.5792567	-4.9233	0.2435108	MAGED1	NM_001005332,NM_001005333,NM_006986	
11756735_x_at	0.55199	1.32e-01	-1.5791859	-4.9234	-0.3203316	SPATA13	NM_001166271,NM_153023	
11761143_x_at	0.552	1.32e-01	-1.5790576	-4.92358	-0.3195328	TP53	NM_000546,NM_001126112,NM_001126113,NM_001126114,NM_001126115,NM_001126116,NM_001126117	
11753691_x_at	0.552	1.32e-01	1.579018	-4.92363	0.488325	RPL24	NM_000986	
11749436_a_at	0.552	1.32e-01	1.5790035	-4.92365	0.286883	NFIC	NM_005597,NM_205843	
11726559_s_at	0.552	1.32e-01	-1.5789823	-4.92368	-0.3806134	LCP1	NM_002298	
11745980_a_at	0.55206	1.33e-01	-1.5787656	-4.92398	-0.2904443	DIMT1L	NM_014473	
11736981_a_at	0.55206	1.33e-01	-1.578734	-4.92402	-0.335889	CALCR	NM_001164737,NM_001164738,NM_001742	
11719469_x_at	0.55206	1.33e-01	1.5787041	-4.92406	0.3079511	PRPF31	NM_015629	
11715801_s_at	0.55206	1.33e-01	-1.5786823	-4.92409	-0.4066707	BAT2L1	NM_013318	
11732226_s_at	0.55206	1.33e-01	1.5786747	-4.9241	0.6514257	ZNF664	NM_152437	
11745754_x_at	0.55218	1.33e-01	1.5784537	-4.92441	0.6447708	SQSTM1	NM_001142298,NM_001142299,NM_003900	
11753566_a_at	0.55218	1.33e-01	-1.5783788	-4.92451	-0.3085945	IL5RA	NM_000564,NM_175724,NM_175725,NM_175726,NM_175727,NM_175728	
11715937_a_at	0.55218	1.33e-01	1.578341	-4.92456	0.3438769	KHDRBS1	NM_006559	
11719998_a_at	0.55218	1.33e-01	1.5783323	-4.92458	0.4358384	SYNJ2BP	NM_018373	
11724072_a_at	0.55218	1.33e-01	-1.5782452	-4.9247	-0.2770757	ZSWIM3	NM_080752	
11740664_a_at	0.55218	1.33e-01	-1.5782429	-4.9247	-0.2294318	GPRC6A	NM_148963	
11754597_a_at	0.55218	1.33e-01	1.5782092	-4.92474	0.3328053	DUS3L	NM_001161619,NM_020175	
11760718_at	0.55222	1.33e-01	-1.5781127	-4.92488	-0.3434256	ITFG2	NM_018463	
11723208_a_at	0.55229	1.33e-01	1.5779727	-4.92507	0.5470376	MBTPS2	NM_015884	
11752749_a_at	0.55229	1.33e-01	1.577948	-4.9251	0.2436446	SYCP2L	NM_001040274	
11759204_a_at	0.55231	1.33e-01	-1.5778729	-4.92521	-0.3038514	SLC2A14	NM_153449	
11719644_a_at	0.55257	1.33e-01	-1.5775572	-4.92564	-0.2308308	GATAD2A	NM_017660	
11719726_a_at	0.55258	1.33e-01	1.5774522	-4.92579	0.4192891	POLD4	NM_021173	
11718294_s_at	0.55258	1.33e-01	1.5774503	-4.92579	0.4076687	NME1-NME2 /// NME2	NM_001018136,NM_001018137,NM_001018138,NM_001018139,NM_002512	
11741969_at	0.5526	1.33e-01	-1.5773509	-4.92593	-0.3325646	TRPV5	NM_019841	
11746599_a_at	0.5526	1.33e-01	1.5773258	-4.92596	0.2368846	NRIP3	NM_020645	
11763912_at	0.55262	1.33e-01	-1.5772331	-4.92609	-0.3357356	C12orf41 /// SNORA2B	NM_017822,NR_002951	
11727325_a_at	0.55262	1.33e-01	-1.577205	-4.92613	-0.3786342	GFI1	NM_001127215,NM_001127216,NM_005263	
11747856_a_at	0.55262	1.33e-01	1.5771643	-4.92618	0.296257	SH3PXD2A	NM_014631	
11744248_a_at	0.55292	1.33e-01	-1.5767413	-4.92676	-0.2946265	LRRC4C	NM_020929	
11745203_a_at	0.55292	1.33e-01	1.5767241	-4.92679	0.3364509	RMI1	NM_024945	
11725029_a_at	0.55292	1.33e-01	-1.5767043	-4.92681	-0.386344	PNN	NM_002687	
11728910_a_at	0.55301	1.33e-01	1.5765242	-4.92706	0.2194371	ZNF615	NM_198480	
11738867_a_at	0.55301	1.33e-01	-1.576496	-4.9271	-0.2402354	C6orf114	NM_033069	
11738047_a_at	0.55301	1.33e-01	-1.5764666	-4.92714	-0.2882379	ELOVL7	NM_001104558,NM_024930	
11763793_s_at	0.55303	1.33e-01	-1.5763983	-4.92724	-0.2511727	LOC728613 /// PDCD6	NM_013232,NR_003713	
11726344_at	0.55305	1.33e-01	-1.5763086	-4.92736	-0.2440715	GPA33	NM_005814	
11751421_x_at	0.55305	1.33e-01	-1.5762334	-4.92746	-0.2393889	ZCWPW1	NM_017984	
11726745_a_at	0.55305	1.33e-01	1.5761365	-4.9276	0.2490024	TAOK2	NM_004783,NM_016151	
11737785_a_at	0.55305	1.33e-01	-1.5761209	-4.92762	-0.2788282	KCNAB2	NM_003636,NM_172130	
11733523_at	0.55305	1.33e-01	1.5760982	-4.92765	0.2443445	PPP1R3A	NM_002711	
11761478_at	0.55305	1.33e-01	1.5758813	-4.92795	0.2915488	HSP90B2P	AY956768.1	
11724478_s_at	0.55305	1.33e-01	-1.5758007	-4.92806	-0.728853	FOSL1	NM_005438	
11743574_x_at	0.55305	1.33e-01	-1.5757472	-4.92813	-0.2943008	TMEM184C	NM_018241	
11747648_a_at	0.55305	1.33e-01	1.5757428	-4.92814	0.3041834	C3orf23	NM_001029839,NM_001029840,NM_173826	
11739605_a_at	0.55305	1.33e-01	1.5756849	-4.92822	0.3270496	CCDC88A	NM_001135597,NM_018084	
11731386_a_at	0.55305	1.33e-01	-1.5756828	-4.92822	-0.2365851	HYAL4	NM_012269	
11748472_x_at	0.55305	1.33e-01	-1.5756017	-4.92833	-0.2553389	CTNNA2	NM_001164883,NM_004389	
11721550_x_at	0.55305	1.33e-01	-1.5755309	-4.92843	-0.2836042	POLR3C	NM_006468	
11757717_a_at	0.55305	1.33e-01	1.5755234	-4.92844	0.4117757	C10orf84	NM_001134672,NM_022063	
11732594_at	0.55305	1.33e-01	-1.575511	-4.92845	-0.2454332	FAM47C	NM_001013736	
11728085_s_at	0.55305	1.33e-01	-1.5755088	-4.92846	-0.2487539	BMPR1B	NM_001203	
11746856_a_at	0.55305	1.33e-01	1.5754886	-4.92849	0.356766	SERPINE1	NM_000602,NM_001165413	
11725822_a_at	0.55305	1.33e-01	1.575457	-4.92853	0.3042484	JPH1	NM_020647	
11718865_at	0.55305	1.33e-01	-1.5754533	-4.92853	-0.3257923	COX10	NM_001303	
11760742_x_at	0.55311	1.33e-01	1.5753436	-4.92868	0.4107933	SYT8	NM_138567	
11746152_a_at	0.55323	1.33e-01	1.5751296	-4.92898	0.2847165	VWA3B	NM_144992	
11719747_a_at	0.55323	1.33e-01	-1.5750107	-4.92914	-0.2037581	NF2	NM_000268,NM_016418,NM_181825,NM_181828,NM_181829,NM_181830,NM_181831,NM_181832,NM_181833	
11763832_a_at	0.55323	1.33e-01	-1.5748847	-4.92932	-0.2730842	FAM47E	NM_001136570	
11724764_s_at	0.55323	1.33e-01	-1.5748469	-4.92937	-0.3013676	TFCP2	NM_001173452,NM_001173453,NM_005653	
11718581_s_at	0.55323	1.33e-01	-1.5748408	-4.92938	-0.2560095	GPN2	NM_018066	
11758023_x_at	0.55323	1.33e-01	1.5748239	-4.9294	0.6188883	GABARAPL1	NM_031412	
11750218_x_at	0.55323	1.33e-01	-1.5748189	-4.92941	-0.2725499	TSPAN6	NM_003270	
11751325_a_at	0.55323	1.33e-01	1.5747595	-4.92949	0.3280058	FYCO1	NM_024513	
11741221_a_at	0.55323	1.33e-01	-1.5747411	-4.92951	-0.2681064	C11orf93	NM_001136105	
11743126_a_at	0.55323	1.33e-01	1.574701	-4.92957	0.2835982	EIF3G	NM_003755	
11733766_at	0.55323	1.33e-01	-1.5746797	-4.9296	-0.3088558	CSN2	NM_001891	
11735233_a_at	0.55327	1.33e-01	-1.5745931	-4.92972	-0.3478528	IQCC	NM_001160042,NM_018134	
11725194_a_at	0.55334	1.34e-01	-1.5744671	-4.92989	-0.3946025	FCHO1	NM_001161357,NM_001161358,NM_001161359,NM_015122	
11762959_at	0.55337	1.34e-01	-1.5743908	-4.92999	-0.3705986	LOC26172	XM_934352,XM_942129	
11754408_s_at	0.55339	1.34e-01	-1.5741602	-4.93031	-0.753037	LDB2	NM_001130834,NM_001290	
11743483_a_at	0.55339	1.34e-01	1.5741277	-4.93035	0.376948	RNASEH2B	NM_001142279,NM_024570	
11733193_a_at	0.55339	1.34e-01	-1.574112	-4.93038	-0.2458077	GTF2A1L /// STON1-GTF2A1L	NM_006872,NM_172196,NM_172311	
11732602_at	0.55339	1.34e-01	-1.5740976	-4.9304	-0.2451871	CEP135	NM_025009	
11756104_a_at	0.55339	1.34e-01	1.5740939	-4.9304	0.2440711	SMC1A	NM_006306	
11744200_a_at	0.55339	1.34e-01	1.5740723	-4.93043	0.3229763	SNRNP200	NM_014014	
11758742_x_at	0.5534	1.34e-01	1.574014	-4.93051	0.32672	RNF40	NM_014771	
11751414_a_at	0.55357	1.34e-01	-1.573788	-4.93082	-0.2922362	EHF	NM_012153	
11744327_x_at	0.55357	1.34e-01	1.5737462	-4.93088	0.7260297	UBB	NM_018955	
11752918_a_at	0.55361	1.34e-01	-1.5736327	-4.93103	-0.2625681	FCRL6	NM_001004310	
11761837_at	0.55361	1.34e-01	-1.5736074	-4.93107	-0.2184794	RALGPS1	NM_014636	
11744820_a_at	0.55385	1.34e-01	-1.5733032	-4.93149	-0.2751911	LOC100130691	NR_026966	
11741132_a_at	0.55387	1.34e-01	-1.573239	-4.93157	-0.2554478	TP63	NM_001114978,NM_001114979,NM_001114980,NM_001114981,NM_001114982,NM_003722	
11754024_a_at	0.55391	1.34e-01	1.5731479	-4.9317	0.2932847	SLC25A11	NM_001165417,NM_001165418,NM_003562	
11757573_s_at	0.55395	1.34e-01	1.5729758	-4.93194	0.3631063	FZD5	NM_003468	
11743254_x_at	0.55395	1.34e-01	1.572932	-4.932	0.4064062	selenoprotein 15	NM_004261,NM_203341	
11746620_x_at	0.55395	1.34e-01	-1.5728822	-4.93206	-0.3332766	FCRL2	NM_030764	
11739699_at	0.55395	1.34e-01	-1.5728647	-4.93209	-0.2349769	STON1	NM_006873	
11759355_x_at	0.55395	1.34e-01	1.5728565	-4.9321	0.2741875	GPR32	NM_001506	
11744021_at	0.55395	1.34e-01	1.5728124	-4.93216	0.2575855	CHD6	NM_032221	
11726889_at	0.55403	1.34e-01	-1.5726789	-4.93234	-0.2721833	C14orf181	NM_207442	
11723319_a_at	0.55414	1.34e-01	1.5724506	-4.93266	0.3633759	KIAA1467	NM_020853	
11744791_a_at	0.55414	1.34e-01	1.5724331	-4.93268	0.2085182	FNDC5	NM_001171940,NM_001171941,NM_153756	
11720035_s_at	0.55414	1.34e-01	-1.5724232	-4.93269	-0.2489208	CASP2	NM_032982,NM_032983	
11716576_a_at	0.55425	1.34e-01	-1.5722592	-4.93292	-0.4049874	CCDC6	NM_005436	
11722812_s_at	0.55425	1.34e-01	1.5721189	-4.93311	0.724345	RAB7A	NM_004637	
11722038_a_at	0.55425	1.34e-01	1.5721058	-4.93313	0.2727562	FES	NM_001143783,NM_001143784,NM_001143785,NM_002005	
11740423_a_at	0.55425	1.34e-01	-1.5720963	-4.93314	-0.2573095	PRKDC	NM_001081640,NM_006904	
11735833_a_at	0.55425	1.34e-01	-1.5720458	-4.93321	-0.2839459	KIAA1199	NM_018689	
11737255_a_at	0.55425	1.34e-01	1.5720099	-4.93326	0.2986933	PCDHGA8	NM_014004,NM_032088	
11721512_a_at	0.55425	1.34e-01	1.5719066	-4.9334	0.5350366	C18orf55	NM_014177	
11731400_s_at	0.55425	1.34e-01	1.5718731	-4.93345	0.7265056	TMCO1	NM_019026	
11758650_s_at	0.55425	1.34e-01	1.5718561	-4.93347	0.3114038	SNRPC	NM_003093,NR_029472	
11726236_at	0.55425	1.34e-01	1.5717689	-4.93359	0.3570297	ACY3	NM_080658	
11718012_at	0.55425	1.34e-01	1.5717656	-4.9336	0.261996	IRS2	NM_003749	
11754480_s_at	0.55425	1.34e-01	-1.5717276	-4.93365	-0.3370363	LOC100128292	NR_024585	
11750368_a_at	0.55428	1.34e-01	-1.5715941	-4.93383	-0.3773483	KRTAP5-2	NM_001004325	
11755204_s_at	0.55428	1.34e-01	-1.5715919	-4.93383	-0.4404188	CTAG2	NM_020994,NM_172377	
11758041_s_at	0.55441	1.34e-01	1.5714138	-4.93408	0.585076	PSMD12	NM_002816,NM_174871	
11716869_at	0.55447	1.34e-01	1.5713003	-4.93423	0.3662877	UTP18	NM_016001	
11736534_s_at	0.5545	1.34e-01	-1.5711685	-4.93442	-0.2635616	NELL1	NM_006157,NM_201551	
11734959_at	0.5545	1.34e-01	-1.5711353	-4.93446	-0.210706	TRHDE	NM_013381	
11727148_s_at	0.5545	1.34e-01	1.5711278	-4.93447	0.375563	ZNF564	NM_144976	
11725548_a_at	0.55461	1.34e-01	-1.5709362	-4.93473	-0.332843	PDE4A	NM_001111307,NM_001111308,NM_001111309,NM_006202	
11726180_a_at	0.55461	1.34e-01	1.5708537	-4.93485	0.4986165	SOX6	NM_001145811,NM_001145819,NM_017508,NM_033326	
11739439_a_at	0.55461	1.34e-01	-1.5708303	-4.93488	-0.2892697	RREB1	NM_001003698,NM_001003699,NM_001003700,NM_001168344	
11738656_a_at	0.55461	1.34e-01	1.5707847	-4.93494	0.3175568	PACRG	NM_001080378,NM_001080379,NM_152410	
11759988_at	0.55461	1.34e-01	-1.5707259	-4.93502	-0.3090755	TMX3	NM_019022	
11758577_s_at	0.55461	1.34e-01	-1.5707171	-4.93503	-0.2273347	ELOVL7	NM_001104558,NM_024930	
11748547_a_at	0.5547	1.34e-01	1.5705825	-4.93522	0.2384382	TMEM39B	NM_018056	
11754063_a_at	0.55471	1.34e-01	-1.5705236	-4.9353	-0.3027077	ASF1B	NM_018154	
11716850_s_at	0.55476	1.34e-01	-1.5704168	-4.93545	-0.2417255	HIATL1	NM_032558	
11732783_at	0.55484	1.34e-01	-1.5702522	-4.93567	-0.2605185	RGSL1	NM_001137669	
11729840_s_at	0.55484	1.34e-01	1.5702266	-4.93571	0.4037921	ZCCHC2	NM_017742	
11720157_at	0.55484	1.34e-01	1.5701793	-4.93577	0.4450782	GDA	NM_004293	
11751062_x_at	0.55484	1.35e-01	-1.570043	-4.93596	-0.2627312	TCOF1	NM_000356,NM_001008656,NM_001008657,NM_001135243,NM_001135244,NM_001135245	
11727856_s_at	0.55484	1.35e-01	1.5700336	-4.93597	0.3973551	NUP50	NM_007172,NM_153645	
11756403_s_at	0.55484	1.35e-01	-1.5699691	-4.93606	-0.3912928	KCTD10	NM_031954	
11715689_a_at	0.55484	1.35e-01	1.5699476	-4.93609	0.337669	CD164	NM_001142401,NM_001142402,NM_001142403,NM_001142404,NM_006016	
11761202_at	0.55484	1.35e-01	-1.5699433	-4.9361	-0.3244702	NIPAL3	NM_020448	
11759829_x_at	0.55484	1.35e-01	-1.5698503	-4.93622	-0.3541268	C1orf43	NM_001098616,NM_015449,NM_138740	
11733936_a_at	0.55484	1.35e-01	-1.5697445	-4.93637	-0.2678602	PAIP1	NM_006451,NM_182789,NM_183323	
11757203_at	0.55484	1.35e-01	-1.569744	-4.93637	-0.356567	LOC149620	NR_003928	
11721495_a_at	0.55484	1.35e-01	1.5696606	-4.93648	0.3119787	WDR33	NM_001006622,NM_001006623,NM_018383	
11737049_a_at	0.55484	1.35e-01	-1.5696603	-4.93648	-0.2220677	RIBC1	NM_001031745,NM_144968	
11753100_a_at	0.55484	1.35e-01	1.5696039	-4.93656	0.3236579	PER2	NM_022817	
11743667_at	0.55484	1.35e-01	-1.5694891	-4.93672	-0.2820752	COL8A2	NM_005202	
11759774_at	0.55484	1.35e-01	-1.5694307	-4.9368	-0.2688855	MGC39584	XR_017735,XR_017787,XR_041937	
11716441_at	0.55484	1.35e-01	1.5694187	-4.93681	0.8380008	USO1	NM_003715	
11748051_a_at	0.55484	1.35e-01	-1.5694073	-4.93683	-0.3351569	WDR85	NM_138778	
11755036_a_at	0.55484	1.35e-01	-1.5693742	-4.93687	-0.2848915	CNP	NM_033133	
11738883_x_at	0.55484	1.35e-01	1.5693708	-4.93688	0.8591445	TNFSF14	NM_003807,NM_172014	
11732041_a_at	0.55484	1.35e-01	1.569315	-4.93696	0.3158416	MMD2	NM_001100600,NM_198403	
11758982_at	0.55487	1.35e-01	-1.5692359	-4.93706	-0.3012132	ST6GALNAC5	NM_030965	
11749876_a_at	0.55492	1.35e-01	1.569018	-4.93736	0.4620557	LAMP2	NM_001122606,NM_002294,NM_013995	
11720131_a_at	0.55492	1.35e-01	1.5690067	-4.93738	0.3550678	SPIRE1	NM_001128626,NM_001128627,NM_020148	
11755770_x_at	0.55492	1.35e-01	-1.568936	-4.93748	-0.3984025	HEATR5B	NM_019024	
11715787_x_at	0.55492	1.35e-01	-1.5688925	-4.93753	-0.2811098	ATP6V0C	NM_001694	
11729788_at	0.55492	1.35e-01	1.5688594	-4.93758	0.4034511	DOHH	NM_001145165,NM_031304	
11741513_a_at	0.55492	1.35e-01	-1.5688469	-4.9376	-0.2279275	LDHAL6A	NM_001144071,NM_144972	
11723359_a_at	0.55492	1.35e-01	1.5688464	-4.9376	0.2907088	MAP4K2	NM_004579	
11758871_at	0.55496	1.35e-01	-1.5687603	-4.93772	-0.4610259	NUP88	NM_002532	
11732279_at	0.55498	1.35e-01	-1.5686829	-4.93782	-0.3045372	FOXP1	NM_001012505,NM_032682	
11752811_a_at	0.55498	1.35e-01	-1.5686473	-4.93787	-0.2883463	TTYH1	NM_001005367,NM_020659	
11727410_a_at	0.55505	1.35e-01	1.5684858	-4.93809	0.3413506	MRPL19	NM_014763	
11730462_s_at	0.55505	1.35e-01	1.5684787	-4.9381	0.2403203	OTX2	NM_021728,NM_172337	
11746567_x_at	0.55511	1.35e-01	-1.5683588	-4.93827	-0.2567195	HIF3A	NM_022462,NM_152794,NM_152795	
11727796_a_at	0.55517	1.35e-01	1.5682543	-4.93841	0.2050989	NDFIP2	NM_001161407,NM_019080	
11723841_a_at	0.55517	1.35e-01	1.5682012	-4.93848	0.2755026	RMI1	NM_024945	
11737048_at	0.55526	1.35e-01	-1.5680569	-4.93868	-0.2907346	RIBC1	NM_001031745,NM_144968	
11748643_a_at	0.55531	1.35e-01	-1.5679641	-4.93881	-0.2950491	MYO15A	NM_016239	
11749374_a_at	0.55533	1.35e-01	1.5678894	-4.93891	0.6235126	MSN	NM_002444	
11720716_a_at	0.55533	1.35e-01	-1.5677859	-4.93905	-0.2708591	FGF13	NM_001139498,NM_001139500,NM_001139501,NM_001139502,NM_004114,NM_033642	
11741299_x_at	0.55533	1.35e-01	1.567719	-4.93914	0.3012929	SCNN1D	NM_001130413,NM_002978	
11744869_a_at	0.55533	1.35e-01	-1.5677102	-4.93915	-0.6584643	B3GNT2	NM_006577	
11749388_x_at	0.55533	1.35e-01	-1.5676079	-4.93929	-0.3368827	IQCK	NM_153208	
11730536_at	0.55533	1.35e-01	1.5675633	-4.93936	0.3025496	CHST13	NM_152889	
11760247_at	0.55533	1.35e-01	-1.5674835	-4.93946	-0.3341469	ZNF226	NM_001032372,NM_001032373,NM_001032374,NM_001146220,NM_015919	
11715379_a_at	0.55533	1.35e-01	-1.5674549	-4.9395	-0.2839702	LAPTM4B	NM_018407	
11718183_at	0.55533	1.35e-01	-1.5674208	-4.93955	-0.2598142	CDCA5	NM_080668	
11745987_a_at	0.55533	1.35e-01	-1.5674077	-4.93957	-0.3941667	GUCY1B3	NM_000857	
11718469_s_at	0.55533	1.35e-01	1.5673989	-4.93958	0.366052	USP33	NM_015017,NM_201624,NM_201626	
11717148_s_at	0.55533	1.35e-01	1.567357	-4.93964	0.9453052	C11orf31	NM_170746	
11739157_at	0.55533	1.35e-01	1.5673101	-4.9397	0.2783707	TMX4	NM_021156	
11761545_x_at	0.55533	1.35e-01	-1.5672585	-4.93977	-0.2628614	C12orf24	NM_013300	
11753924_a_at	0.55533	1.35e-01	-1.5671572	-4.93991	-0.376103	ATG3	NM_022488	
11762641_x_at	0.55533	1.35e-01	-1.5670903	-4.94	-0.7019059	HLA-DQB1	NM_002123	
11749369_a_at	0.55533	1.35e-01	-1.5670853	-4.94001	-0.3462531	VAPB	NM_004738	
11760640_at	0.55533	1.35e-01	1.5670545	-4.94005	0.3469986	KCNQ2	NM_004518,NM_172106,NM_172107,NM_172108,NM_172109	
11739437_at	0.55533	1.35e-01	1.5670205	-4.9401	0.35848	PPTC7	NM_139283	
11721977_a_at	0.55535	1.35e-01	1.5668802	-4.94029	0.2811094	PLCE1	NM_001165979,NM_016341	
11733687_s_at	0.55535	1.35e-01	1.5668755	-4.9403	0.3350562	STRA6	NM_001142617,NM_001142618,NM_001142619,NM_001142620,NM_022369	
11746076_a_at	0.55535	1.35e-01	1.5667341	-4.94049	0.6509745	ZNF511	NM_145806	
